"time","total_damage_share","trialnum"
1973,NA,3
1974,NA,3
1975,NA,3
1976,NA,3
1977,NA,3
1978,NA,3
1979,NA,3
1980,NA,3
1981,NA,3
1982,NA,3
1983,NA,3
1984,NA,3
1985,NA,3
1986,NA,3
1987,NA,3
1988,NA,3
1989,NA,3
1990,NA,3
1991,NA,3
1992,NA,3
1993,NA,3
1994,NA,3
1995,NA,3
1996,NA,3
1997,NA,3
1998,NA,3
1999,NA,3
2000,NA,3
2001,NA,3
2002,NA,3
2003,NA,3
2004,NA,3
2005,NA,3
2006,NA,3
2007,NA,3
2008,NA,3
2009,NA,3
2010,NA,3
2011,NA,3
2012,NA,3
2013,NA,3
2014,NA,3
2015,NA,3
2016,NA,3
2017,NA,3
2018,NA,3
2019,NA,3
2020,0.01180441706440932,3
2021,0.012085424793319172,3
2022,0.012404885492035892,3
2023,0.012745481171356616,3
2024,0.013080508242279075,3
2025,0.013375851046347642,3
2026,0.013790544699721933,3
2027,0.013840720257092506,3
2028,0.013863783091076061,3
2029,0.013871814911366378,3
2030,0.01388015860706058,3
2031,0.01435723254107704,3
2032,0.01452177281019294,3
2033,0.014732226398951486,3
2034,0.015007708392938251,3
2035,0.015312788179546502,3
2036,0.015901350435987144,3
2037,0.016194245185967703,3
2038,0.016461561598787644,3
2039,0.016701001981459344,3
2040,0.0168992176933758,3
2041,0.01752767628984623,3
2042,0.0177215730787831,3
2043,0.01794204498418531,3
2044,0.01820204009557398,3
2045,0.018528767507728007,3
2046,0.019383630148434708,3
2047,0.01979974869807769,3
2048,0.020226602329144514,3
2049,0.02060932229278439,3
2050,0.020921519051664127,3
2051,0.02178177826406091,3
2052,0.021991203048129317,3
2053,0.02219242607053497,3
2054,0.022411784274365645,3
2055,0.022682789129209308,3
2056,0.022619225291424946,3
2057,0.02276746683840584,3
2058,0.022908189497154428,3
2059,0.023047430825486544,3
2060,0.02315404594490346,3
2061,0.023589783927933608,3
2062,0.02370757205982078,3
2063,0.023818071822236116,3
2064,0.02393883776401954,3
2065,0.02408168660161556,3
2066,0.02451154100225326,3
2067,0.02490227358949111,3
2068,0.025456503597744762,3
2069,0.02598304410556606,3
2070,0.026434603067238556,3
2071,0.026856831867344017,3
2072,0.027121662223114604,3
2073,0.02738168685053847,3
2074,0.027636518579237348,3
2075,0.02789575272427258,3
2076,0.02806812402132306,3
2077,0.028402674233376387,3
2078,0.02881073330247764,3
2079,0.02929816570321685,3
2080,0.029835749864965046,3
2081,0.030328928996834696,3
2082,0.03085452031719704,3
2083,0.031326120815435114,3
2084,0.031749402558469884,3
2085,0.03212041529580338,3
2086,0.03246084524739466,3
2087,0.03286608515693057,3
2088,0.03330476313683769,3
2089,0.03380527415138601,3
2090,0.03440373923717993,3
2091,0.03511267655636794,3
2092,0.03571952036811884,3
2093,0.03629159165030561,3
2094,0.03674033781180376,3
2095,0.037087455288793245,3
2096,0.037596208598000606,3
2097,0.037937074720712324,3
2098,0.03828664096992755,3
2099,0.0386784057445061,3
2100,0.03915977091442053,3
2101,0.03975267618725522,3
2102,0.040247481599775245,3
2103,0.04071371977457112,3
2104,0.04113849389277984,3
2105,0.041492878313432596,3
2106,0.04153709461473678,3
2107,0.041769310969315535,3
2108,0.042011941681483624,3
2109,0.042293504168166955,3
2110,0.042646011250413556,3
2111,0.04283981672628885,3
2112,0.043303264636277136,3
2113,0.04372364464051447,3
2114,0.04405676659833686,3
2115,0.044311822366733644,3
2116,0.044876012016847454,3
2117,0.04518102935323982,3
2118,0.0454824373488658,3
2119,0.04580393676976645,3
2120,0.0461947537866555,3
2121,0.0466586021050887,3
2122,0.047238199065381,3
2123,0.04778881680595588,3
2124,0.048269377068573475,3
2125,0.04867712686548881,3
2126,0.04857549429001154,3
2127,0.0487126887824694,3
2128,0.04884522129915934,3
2129,0.04900471468130736,3
2130,0.04924439489537937,3
2131,0.04967383377067005,3
2132,0.05012149925113802,3
2133,0.05054744311466025,3
2134,0.05090355038493502,3
2135,0.0511393427551685,3
2136,0.051502407013712455,3
2137,0.051681347948597404,3
2138,0.05186908136158158,3
2139,0.052073882110117604,3
2140,0.05231701659333148,3
2141,0.052788750451832726,3
2142,0.05322758411791406,3
2143,0.05369013394712135,3
2144,0.054137194459377036,3
2145,0.05455815923070729,3
2146,0.055127875055355505,3
2147,0.055539241181309706,3
2148,0.05592897246084836,3
2149,0.056294970539832026,3
2150,0.056662922869650016,3
2151,0.0569556043994882,3
2152,0.057227308378934576,3
2153,0.05761225255573538,3
2154,0.05809361519736039,3
2155,0.05856544235109506,3
2156,0.05887930493191368,3
2157,0.05907041414584889,3
2158,0.059167765630338924,3
2159,0.05919457044426229,3
2160,0.05920149840522929,3
2161,0.059555473298117265,3
2162,0.059872514163275166,3
2163,0.06032193211782715,3
2164,0.06090186346095994,3
2165,0.061470254972826134,3
2166,0.062198237854727494,3
2167,0.06255844307894486,3
2168,0.06277383345045309,3
2169,0.06292281576310736,3
2170,0.06305734712786755,3
2171,0.06325071224166873,3
2172,0.06333750755120422,3
2173,0.06355477009955195,3
2174,0.06388107155191182,3
2175,0.06425209841322231,3
2176,0.06449198412192679,3
2177,0.0648074215624019,3
2178,0.06500702947475527,3
2179,0.06513146640649733,3
2180,0.06521983625540419,3
2181,0.06565048916832385,3
2182,0.06581719046446427,3
2183,0.06600361581339777,3
2184,0.06623326934627763,3
2185,0.06653613298538236,3
2186,0.06713684329827803,3
2187,0.0676279262730734,3
2188,0.06811315993475935,3
2189,0.0685980360834741,3
2190,0.06900254284616993,3
2191,0.06945330487125116,3
2192,0.06963842006624553,3
2193,0.06981760464504898,3
2194,0.07001861510712416,3
2195,0.07026750130371366,3
2196,0.07100237635222333,3
2197,0.07149416059445361,3
2198,0.07205005474845022,3
2199,0.0725567872910272,3
2200,0.07295207931610567,3
2201,0.0733696204271887,3
2202,0.07357272551866068,3
2203,0.07376167898013289,3
2204,0.07393102501194954,3
2205,0.07409602829631821,3
2206,0.07434261391166964,3
2207,0.0745174951644676,3
2208,0.07477895707270271,3
2209,0.07513620868522987,3
2210,0.07555392850467882,3
2211,0.07618811789984675,3
2212,0.07660521178626264,3
2213,0.07694869417865477,3
2214,0.07722497723894907,3
2215,0.07743066504651067,3
2216,0.0777674767328005,3
2217,0.07800907893091341,3
2218,0.07829850906306025,3
2219,0.07867165108944688,3
2220,0.07916786910152528,3
2221,0.07971610541050456,3
2222,0.0803100762575735,3
2223,0.08086151259635595,3
2224,0.08125125726227744,3
2225,0.08150699776155097,3
2226,0.08175989126250299,3
2227,0.0818420907990814,3
2228,0.0819343837624469,3
2229,0.08207938937845242,3
2230,0.08235054870485889,3
2231,0.0829068569870746,3
2232,0.08341281517700935,3
2233,0.08391679958067076,3
2234,0.0843746050091633,3
2235,0.08475054131650328,3
2236,0.0852280686588061,3
2237,0.08540223007607943,3
2238,0.08557845833671891,3
2239,0.0857844700586304,3
2240,0.08606055008964551,3
2241,0.08612428359800955,3
2242,0.08665484148458416,3
2243,0.08720460079452703,3
2244,0.08768979788104557,3
2245,0.0880645471546358,3
2246,0.08812005971720384,3
2247,0.08829637550775368,3
2248,0.08844517355062143,3
2249,0.08857555106872572,3
2250,0.08871125149421955,3
2251,0.08947683261400957,3
2252,0.08980152470881442,3
2253,0.09022051866210423,3
2254,0.0907421887272337,3
2255,0.09129012263453481,3
2256,0.09193879178909793,3
2257,0.0921440732132883,3
2258,0.09225670484792765,3
2259,0.09228499490982009,3
2260,0.09223299484560599,3
2261,0.0927579382466498,3
2262,0.09291627323498079,3
2263,0.09313011942387094,3
2264,0.09344057446810093,3
2265,0.09388826600715165,3
2266,0.09418963262978756,3
2267,0.09484173922797805,3
2268,0.09539992440392735,3
2269,0.09579245040531938,3
2270,0.09606170366565427,3
2271,0.09589400761710605,3
2272,0.09601745396868477,3
2273,0.09615730413247697,3
2274,0.09638844190511132,3
2275,0.09674688902745705,3
2276,0.09732152837453065,3
2277,0.09779387257097916,3
2278,0.09820505321681888,3
2279,0.09853523440163002,3
2280,0.09875209344004794,3
2281,0.10039568538316679,3
2282,0.10047489556130822,3
2283,0.1005783909138696,3
2284,0.10074490876399372,3
2285,0.10104099926216419,3
2286,0.10143122876157117,3
2287,0.10188753182596083,3
2288,0.10229702634135526,3
2289,0.10255002086528779,3
2290,0.10268063247183007,3
2291,0.10219431818379249,3
2292,0.10224616070757007,3
2293,0.1022835628618564,3
2294,0.10237103586625577,3
2295,0.10258871935511324,3
2296,0.1039272780115098,3
2297,0.10422736031780566,3
2298,0.1045259085491792,3
2299,0.10470209957421477,3
2300,0.10473807305878123,3
1750,NA,4
1751,NA,4
1752,NA,4
1753,NA,4
1754,NA,4
1755,NA,4
1756,NA,4
1757,NA,4
1758,NA,4
1759,NA,4
1760,NA,4
1761,NA,4
1762,NA,4
1763,NA,4
1764,NA,4
1765,NA,4
1766,NA,4
1767,NA,4
1768,NA,4
1769,NA,4
1770,NA,4
1771,NA,4
1772,NA,4
1773,NA,4
1774,NA,4
1775,NA,4
1776,NA,4
1777,NA,4
1778,NA,4
1779,NA,4
1780,NA,4
1781,NA,4
1782,NA,4
1783,NA,4
1784,NA,4
1785,NA,4
1786,NA,4
1787,NA,4
1788,NA,4
1789,NA,4
1790,NA,4
1791,NA,4
1792,NA,4
1793,NA,4
1794,NA,4
1795,NA,4
1796,NA,4
1797,NA,4
1798,NA,4
1799,NA,4
1800,NA,4
1801,NA,4
1802,NA,4
1803,NA,4
1804,NA,4
1805,NA,4
1806,NA,4
1807,NA,4
1808,NA,4
1809,NA,4
1810,NA,4
1811,NA,4
1812,NA,4
1813,NA,4
1814,NA,4
1815,NA,4
1816,NA,4
1817,NA,4
1818,NA,4
1819,NA,4
1820,NA,4
1821,NA,4
1822,NA,4
1823,NA,4
1824,NA,4
1825,NA,4
1826,NA,4
1827,NA,4
1828,NA,4
1829,NA,4
1830,NA,4
1831,NA,4
1832,NA,4
1833,NA,4
1834,NA,4
1835,NA,4
1836,NA,4
1837,NA,4
1838,NA,4
1839,NA,4
1840,NA,4
1841,NA,4
1842,NA,4
1843,NA,4
1844,NA,4
1845,NA,4
1846,NA,4
1847,NA,4
1848,NA,4
1849,NA,4
1850,NA,4
1851,NA,4
1852,NA,4
1853,NA,4
1854,NA,4
1855,NA,4
1856,NA,4
1857,NA,4
1858,NA,4
1859,NA,4
1860,NA,4
1861,NA,4
1862,NA,4
1863,NA,4
1864,NA,4
1865,NA,4
1866,NA,4
1867,NA,4
1868,NA,4
1869,NA,4
1870,NA,4
1871,NA,4
1872,NA,4
1873,NA,4
1874,NA,4
1875,NA,4
1876,NA,4
1877,NA,4
1878,NA,4
1879,NA,4
1880,NA,4
1881,NA,4
1882,NA,4
1883,NA,4
1884,NA,4
1885,NA,4
1886,NA,4
1887,NA,4
1888,NA,4
1889,NA,4
1890,NA,4
1891,NA,4
1892,NA,4
1893,NA,4
1894,NA,4
1895,NA,4
1896,NA,4
1897,NA,4
1898,NA,4
1899,NA,4
1900,NA,4
1901,NA,4
1902,NA,4
1903,NA,4
1904,NA,4
1905,NA,4
1906,NA,4
1907,NA,4
1908,NA,4
1909,NA,4
1910,NA,4
1911,NA,4
1912,NA,4
1913,NA,4
1914,NA,4
1915,NA,4
1916,NA,4
1917,NA,4
1918,NA,4
1919,NA,4
1920,NA,4
1921,NA,4
1922,NA,4
1923,NA,4
1924,NA,4
1925,NA,4
1926,NA,4
1927,NA,4
1928,NA,4
1929,NA,4
1930,NA,4
1931,NA,4
1932,NA,4
1933,NA,4
1934,NA,4
1935,NA,4
1936,NA,4
1937,NA,4
1938,NA,4
1939,NA,4
1940,NA,4
1941,NA,4
1942,NA,4
1943,NA,4
1944,NA,4
1945,NA,4
1946,NA,4
1947,NA,4
1948,NA,4
1949,NA,4
1950,NA,4
1951,NA,4
1952,NA,4
1953,NA,4
1954,NA,4
1955,NA,4
1956,NA,4
1957,NA,4
1958,NA,4
1959,NA,4
1960,NA,4
1961,NA,4
1962,NA,4
1963,NA,4
1964,NA,4
1965,NA,4
1966,NA,4
1967,NA,4
1968,NA,4
1969,NA,4
1970,NA,4
1971,NA,4
1972,NA,4
1973,NA,4
1974,NA,4
1975,NA,4
1976,NA,4
1977,NA,4
1978,NA,4
1979,NA,4
1980,NA,4
1981,NA,4
1982,NA,4
1983,NA,4
1984,NA,4
1985,NA,4
1986,NA,4
1987,NA,4
1988,NA,4
1989,NA,4
1990,NA,4
1991,NA,4
1992,NA,4
1993,NA,4
1994,NA,4
1995,NA,4
1996,NA,4
1997,NA,4
1998,NA,4
1999,NA,4
2000,NA,4
2001,NA,4
2002,NA,4
2003,NA,4
2004,NA,4
2005,NA,4
2006,NA,4
2007,NA,4
2008,NA,4
2009,NA,4
2010,NA,4
2011,NA,4
2012,NA,4
2013,NA,4
2014,NA,4
2015,NA,4
2016,NA,4
2017,NA,4
2018,NA,4
2019,NA,4
2020,0.021883640684631694,4
2021,0.02264460776159187,4
2022,0.023440687901939275,4
2023,0.02424113186937979,4
2024,0.024994341024059456,4
2025,0.025634233139286443,4
2026,0.026234615911502314,4
2027,0.02654174678196534,4
2028,0.02677990876290249,4
2029,0.026977517290816194,4
2030,0.027166127425938595,4
2031,0.028047345853799005,4
2032,0.02824456218879874,4
2033,0.028535470149563907,4
2034,0.028958822631610447,4
2035,0.02945130362560489,4
2036,0.030687442191156142,4
2037,0.03129926846028281,4
2038,0.031869782606240876,4
2039,0.032392355077476946,4
2040,0.03284005272870556,4
2041,0.03395749761899791,4
2042,0.034626390417917145,4
2043,0.03533867255523225,4
2044,0.036122763861832344,4
2045,0.03703744677808568,4
2046,0.03880675710796261,4
2047,0.03991970687781422,4
2048,0.04104836291354478,4
2049,0.04207851873443049,4
2050,0.04294877881346531,4
2051,0.04379738830863495,4
2052,0.04434001373008459,4
2053,0.04485256420089973,4
2054,0.04539073016010254,4
2055,0.04602515475735445,4
2056,0.047213748411308286,4
2057,0.04792516428567206,4
2058,0.048631747843456585,4
2059,0.0493420617468481,4
2060,0.04999463485433119,4
2061,0.051235918021639605,4
2062,0.05174053881435694,4
2063,0.05221873714978163,4
2064,0.05270605265055022,4
2065,0.05322827976310422,4
2066,0.05409137575157113,4
2067,0.054916463505411184,4
2068,0.055813118434797346,4
2069,0.05669163514486215,4
2070,0.05748613798303813,4
2071,0.05811928211395723,4
2072,0.05881320962928165,4
2073,0.05948804566134242,4
2074,0.06014584612428228,4
2075,0.06080000757621621,4
2076,0.061964093508731215,4
2077,0.062806247830216,4
2078,0.06373643167596539,4
2079,0.06476855974855032,4
2080,0.06587079244198299,4
2081,0.06734539516544083,4
2082,0.0685371004340929,4
2083,0.06966572684989346,4
2084,0.07073037904381646,4
2085,0.07172139784300334,4
2086,0.07226902252499909,4
2087,0.07302200681871941,4
2088,0.07381443062259734,4
2089,0.07476044889074815,4
2090,0.0758770103615612,4
2091,0.07739080334147617,4
2092,0.07853098124869132,4
2093,0.07964653638254039,4
2094,0.08060097352393251,4
2095,0.08141080307276366,4
2096,0.08197528333606813,4
2097,0.08261795546921023,4
2098,0.08325138912391747,4
2099,0.08392710747736638,4
2100,0.0847180275978451,4
2101,0.08563007787286993,4
2102,0.08639994816133503,4
2103,0.0871634770422207,4
2104,0.08789402584728227,4
2105,0.08854370333725166,4
2106,0.08982102965015505,4
2107,0.09070690761967515,4
2108,0.09160903788757954,4
2109,0.09256793658663717,4
2110,0.09363137500114117,4
2111,0.09466378319407807,4
2112,0.09556118767642123,4
2113,0.09639227444711555,4
2114,0.09709196223072915,4
2115,0.09766483045048613,4
2116,0.09852110923068158,4
2117,0.0993342975659326,4
2118,0.10013175287266031,4
2119,0.10094820755986031,4
2120,0.10185465495953122,4
2121,0.10261929874768244,4
2122,0.10353805610727788,4
2123,0.10443639998974695,4
2124,0.10525003634903285,4
2125,0.1059707435221482,4
2126,0.10678262289709389,4
2127,0.10736480000998054,4
2128,0.10791717479312186,4
2129,0.10848547644625017,4
2130,0.10914688117486439,4
2131,0.10981991866057865,4
2132,0.11053158338914161,4
2133,0.11123150332474104,4
2134,0.11185004641930008,4
2135,0.11231056109080974,4
2136,0.11286494237317604,4
2137,0.11336405723071782,4
2138,0.11386087019071713,4
2139,0.11436663890114172,4
2140,0.11490983409002946,4
2141,0.11535622245356661,4
2142,0.11614362635836946,4
2143,0.11696385839444785,4
2144,0.1177621500603991,4
2145,0.11852053869827817,4
2146,0.1188526880300251,4
2147,0.1192092196673237,4
2148,0.11952696610341372,4
2149,0.11980576542576038,4
2150,0.12008146305104905,4
2151,0.12045567615510445,4
2152,0.12135393461098015,4
2153,0.1224009770494835,4
2154,0.12358406095299758,4
2155,0.12476986604443549,4
2156,0.12562797275293017,4
2157,0.1264310277723278,4
2158,0.12709245037801079,4
2159,0.1276343407441939,4
2160,0.128118686063661,4
2161,0.12910424345697802,4
2162,0.12964623509433254,4
2163,0.1303636080043719,4
2164,0.13126336026793303,4
2165,0.13216632343885662,4
2166,0.13301900131040797,4
2167,0.13395305583210798,4
2168,0.1347008016636141,4
2169,0.13534548103489782,4
2170,0.13594653411333055,4
2171,0.13615379233009128,4
2172,0.136801820324796,4
2173,0.13758864980599048,4
2174,0.13850154488681277,4
2175,0.13946943626425204,4
2176,0.14017486534092022,4
2177,0.14097693804684247,4
2178,0.14163788957061024,4
2179,0.1421944678843649,4
2180,0.1426885554837322,4
2181,0.143117455217418,4
2182,0.14373513972581858,4
2183,0.1443674371019529,4
2184,0.1450474585823912,4
2185,0.14581772765408055,4
2186,0.14552173497547058,4
2187,0.14566333267229267,4
2188,0.14581143423850065,4
2189,0.14597194693116367,4
2190,0.14604789092415504,4
2191,0.1458273997835306,4
2192,0.14612478626733022,4
2193,0.1463946492270938,4
2194,0.14667224074447746,4
2195,0.1469919003698305,4
2196,0.14657090002823203,4
2197,0.14701304005934926,4
2198,0.14754045703450433,4
2199,0.14801865342803291,4
2200,0.14836537526610497,4
2201,0.14861149647768743,4
2202,0.14894888117297478,4
2203,0.14925732020035284,4
2204,0.14953259770480878,4
2205,0.14979351705393246,4
2206,0.14940340586704232,4
2207,0.14963540405024164,4
2208,0.1499685154950012,4
2209,0.15042028650026912,4
2210,0.15095429987033757,4
2211,0.15135200028901938,4
2212,0.15145812257918248,4
2213,0.1514738576111579,4
2214,0.1514022294413261,4
2215,0.15123854213657162,4
2216,0.15080139464829895,4
2217,0.1510291572883005,4
2218,0.15131780121653515,4
2219,0.15171205356398135,4
2220,0.1522626253598389,4
2221,0.15274424910088055,4
2222,0.1535080849358218,4
2223,0.15425538202985975,4
2224,0.15484369589555277,4
2225,0.15529243389322483,4
2226,0.15541253357226434,4
2227,0.15573253619969052,4
2228,0.1560591056730355,4
2229,0.15644281238527452,4
2230,0.15697300919388568,4
2231,0.15808598420746117,4
2232,0.15875326901227543,4
2233,0.15943518863406356,4
2234,0.16008076844069322,4
2235,0.16064390552640925,4
2236,0.16076410794464588,4
2237,0.16103984460640974,4
2238,0.16131395126900705,4
2239,0.16161977132802877,4
2240,0.1620062917145413,4
2241,0.1620286676411194,4
2242,0.16234153293143233,4
2243,0.16270052218126263,4
2244,0.16300663231554602,4
2245,0.16320059394970513,4
2246,0.16302061850670976,4
2247,0.16297112236484287,4
2248,0.16288487836096566,4
2249,0.16277315124915084,4
2250,0.16266433085400572,4
2251,0.16345786803332568,4
2252,0.16355579612271634,4
2253,0.16375596550599728,4
2254,0.16407304654415517,4
2255,0.1644277343582943,4
2256,0.16515942624431287,4
2257,0.16602080495753796,4
2258,0.16679565144627623,4
2259,0.16748529882071286,4
2260,0.16808992696872607,4
2261,0.1686193108407341,4
2262,0.1690767635126366,4
2263,0.16957889936170034,4
2264,0.17017599462445362,4
2265,0.17091181136544462,4
2266,0.17135110520705651,4
2267,0.17208034478767367,4
2268,0.17271567583016537,4
2269,0.17316885859865552,4
2270,0.17347437409381214,4
2271,0.17372741966190255,4
2272,0.17424882482188533,4
2273,0.17477527061458104,4
2274,0.1753913569933723,4
2275,0.1761445016319437,4
2276,0.17699636216300807,4
2277,0.1777182068169036,4
2278,0.17837976081039109,4
2279,0.17895405348046478,4
2280,0.17940034039395683,4
2281,0.1787489847923209,4
2282,0.1784917212391271,4
2283,0.17825229589222996,4
2284,0.17807557257141662,4
2285,0.1780371782215107,4
2286,0.1786983252815708,4
2287,0.1793154780537534,4
2288,0.17989285317267903,4
2289,0.18030911296111019,4
2290,0.18058559628340942,4
2291,0.18025595172343947,4
2292,0.18016106212407926,4
2293,0.18003065980223848,4
2294,0.1799353405635288,4
2295,0.17996619893121393,4
2296,0.18034049395699064,4
2297,0.18085392362100453,4
2298,0.18139310129761102,4
2299,0.18182700532200147,4
2300,0.18212544845025425,4
1750,NA,5
1751,NA,5
1752,NA,5
1753,NA,5
1754,NA,5
1755,NA,5
1756,NA,5
1757,NA,5
1758,NA,5
1759,NA,5
1760,NA,5
1761,NA,5
1762,NA,5
1763,NA,5
1764,NA,5
1765,NA,5
1766,NA,5
1767,NA,5
1768,NA,5
1769,NA,5
1770,NA,5
1771,NA,5
1772,NA,5
1773,NA,5
1774,NA,5
1775,NA,5
1776,NA,5
1777,NA,5
1778,NA,5
1779,NA,5
1780,NA,5
1781,NA,5
1782,NA,5
1783,NA,5
1784,NA,5
1785,NA,5
1786,NA,5
1787,NA,5
1788,NA,5
1789,NA,5
1790,NA,5
1791,NA,5
1792,NA,5
1793,NA,5
1794,NA,5
1795,NA,5
1796,NA,5
1797,NA,5
1798,NA,5
1799,NA,5
1800,NA,5
1801,NA,5
1802,NA,5
1803,NA,5
1804,NA,5
1805,NA,5
1806,NA,5
1807,NA,5
1808,NA,5
1809,NA,5
1810,NA,5
1811,NA,5
1812,NA,5
1813,NA,5
1814,NA,5
1815,NA,5
1816,NA,5
1817,NA,5
1818,NA,5
1819,NA,5
1820,NA,5
1821,NA,5
1822,NA,5
1823,NA,5
1824,NA,5
1825,NA,5
1826,NA,5
1827,NA,5
1828,NA,5
1829,NA,5
1830,NA,5
1831,NA,5
1832,NA,5
1833,NA,5
1834,NA,5
1835,NA,5
1836,NA,5
1837,NA,5
1838,NA,5
1839,NA,5
1840,NA,5
1841,NA,5
1842,NA,5
1843,NA,5
1844,NA,5
1845,NA,5
1846,NA,5
1847,NA,5
1848,NA,5
1849,NA,5
1850,NA,5
1851,NA,5
1852,NA,5
1853,NA,5
1854,NA,5
1855,NA,5
1856,NA,5
1857,NA,5
1858,NA,5
1859,NA,5
1860,NA,5
1861,NA,5
1862,NA,5
1863,NA,5
1864,NA,5
1865,NA,5
1866,NA,5
1867,NA,5
1868,NA,5
1869,NA,5
1870,NA,5
1871,NA,5
1872,NA,5
1873,NA,5
1874,NA,5
1875,NA,5
1876,NA,5
1877,NA,5
1878,NA,5
1879,NA,5
1880,NA,5
1881,NA,5
1882,NA,5
1883,NA,5
1884,NA,5
1885,NA,5
1886,NA,5
1887,NA,5
1888,NA,5
1889,NA,5
1890,NA,5
1891,NA,5
1892,NA,5
1893,NA,5
1894,NA,5
1895,NA,5
1896,NA,5
1897,NA,5
1898,NA,5
1899,NA,5
1900,NA,5
1901,NA,5
1902,NA,5
1903,NA,5
1904,NA,5
1905,NA,5
1906,NA,5
1907,NA,5
1908,NA,5
1909,NA,5
1910,NA,5
1911,NA,5
1912,NA,5
1913,NA,5
1914,NA,5
1915,NA,5
1916,NA,5
1917,NA,5
1918,NA,5
1919,NA,5
1920,NA,5
1921,NA,5
1922,NA,5
1923,NA,5
1924,NA,5
1925,NA,5
1926,NA,5
1927,NA,5
1928,NA,5
1929,NA,5
1930,NA,5
1931,NA,5
1932,NA,5
1933,NA,5
1934,NA,5
1935,NA,5
1936,NA,5
1937,NA,5
1938,NA,5
1939,NA,5
1940,NA,5
1941,NA,5
1942,NA,5
1943,NA,5
1944,NA,5
1945,NA,5
1946,NA,5
1947,NA,5
1948,NA,5
1949,NA,5
1950,NA,5
1951,NA,5
1952,NA,5
1953,NA,5
1954,NA,5
1955,NA,5
1956,NA,5
1957,NA,5
1958,NA,5
1959,NA,5
1960,NA,5
1961,NA,5
1962,NA,5
1963,NA,5
1964,NA,5
1965,NA,5
1966,NA,5
1967,NA,5
1968,NA,5
1969,NA,5
1970,NA,5
1971,NA,5
1972,NA,5
1973,NA,5
1974,NA,5
1975,NA,5
1976,NA,5
1977,NA,5
1978,NA,5
1979,NA,5
1980,NA,5
1981,NA,5
1982,NA,5
1983,NA,5
1984,NA,5
1985,NA,5
1986,NA,5
1987,NA,5
1988,NA,5
1989,NA,5
1990,NA,5
1991,NA,5
1992,NA,5
1993,NA,5
1994,NA,5
1995,NA,5
1996,NA,5
1997,NA,5
1998,NA,5
1999,NA,5
2000,NA,5
2001,NA,5
2002,NA,5
2003,NA,5
2004,NA,5
2005,NA,5
2006,NA,5
2007,NA,5
2008,NA,5
2009,NA,5
2010,NA,5
2011,NA,5
2012,NA,5
2013,NA,5
2014,NA,5
2015,NA,5
2016,NA,5
2017,NA,5
2018,NA,5
2019,NA,5
2020,0.012731473514915206,5
2021,0.013158128446809992,5
2022,0.013588558957146486,5
2023,0.014011248093050358,5
2024,0.014405665818420755,5
2025,0.014745229095768577,5
2026,0.0151980553470818,5
2027,0.015318943622308087,5
2028,0.01541247553588629,5
2029,0.015491508001952026,5
2030,0.015575453574355927,5
2031,0.016566393223922306,5
2032,0.016911741693430418,5
2033,0.017310525745653206,5
2034,0.017778042477357297,5
2035,0.018282623094992057,5
2036,0.019659553621036593,5
2037,0.020270330580023657,5
2038,0.020914079160536097,5
2039,0.021514993798104485,5
2040,0.022054751350740785,5
2041,0.02344308911743148,5
2042,0.023923569354413872,5
2043,0.024429801397168348,5
2044,0.024976808230403866,5
2045,0.025596933082447874,5
2046,0.027461789734127717,5
2047,0.02806329206975812,5
2048,0.02864765956182106,5
2049,0.029149830796164997,5
2050,0.029541528643425612,5
2051,0.030865554641684452,5
2052,0.03109190723163755,5
2053,0.03129401732596937,5
2054,0.03150243602805499,5
2055,0.03175366934395954,5
2056,0.03281469509914797,5
2057,0.033212557342953496,5
2058,0.03358959398760762,5
2059,0.033951406048023235,5
2060,0.03426619644602536,5
2061,0.03606578445998745,5
2062,0.03658583498339432,5
2063,0.03709159655736123,5
2064,0.03760070718942294,5
2065,0.03812510429627728,5
2066,0.03925458748244244,5
2067,0.039731322882029345,5
2068,0.04021887824770998,5
2069,0.040667964672214,5
2070,0.04104500827825777,5
2071,0.04183110646278803,5
2072,0.04191522693708421,5
2073,0.04196232943618072,5
2074,0.04197375741114225,5
2075,0.041956901573020275,5
2076,0.04252376801017121,5
2077,0.042557462160996117,5
2078,0.04265130704778801,5
2079,0.04277440437176046,5
2080,0.042902280599853314,5
2081,0.042719124569055085,5
2082,0.04296946279542814,5
2083,0.043158531315013474,5
2084,0.043290653474216845,5
2085,0.0433637100828992,5
2086,0.04388920000273142,5
2087,0.044185694936500305,5
2088,0.044497065608204815,5
2089,0.04484378525875343,5
2090,0.04525191888846336,5
2091,0.04610190948259949,5
2092,0.04625113793214787,5
2093,0.04636433882220603,5
2094,0.046380934976174557,5
2095,0.046316847233067636,5
2096,0.047642058695806455,5
2097,0.04787025402214408,5
2098,0.048085360064426944,5
2099,0.04831118865059182,5
2100,0.04858085488204063,5
2101,0.04884298596573646,5
2102,0.04881969170443958,5
2103,0.04881939122547117,5
2104,0.048820787039606954,5
2105,0.04879517416221466,5
2106,0.050213209954241916,5
2107,0.05066266759606214,5
2108,0.051115518313059244,5
2109,0.05158932901326893,5
2110,0.052105434869509526,5
2111,0.05187751733497669,5
2112,0.05228963591411015,5
2113,0.05266761568996572,5
2114,0.052979946052360026,5
2115,0.05323087104043449,5
2116,0.05423241667030272,5
2117,0.05436332077062089,5
2118,0.05449453525180158,5
2119,0.05463959690035366,5
2120,0.054830001448792846,5
