"time","new_sector_damage","trialnum"
1873,NA,3
1874,NA,3
1875,NA,3
1876,NA,3
1877,NA,3
1878,NA,3
1879,NA,3
1880,NA,3
1881,NA,3
1882,NA,3
1883,NA,3
1884,NA,3
1885,NA,3
1886,NA,3
1887,NA,3
1888,NA,3
1889,NA,3
1890,NA,3
1891,NA,3
1892,NA,3
1893,NA,3
1894,NA,3
1895,NA,3
1896,NA,3
1897,NA,3
1898,NA,3
1899,NA,3
1900,NA,3
1901,NA,3
1902,NA,3
1903,NA,3
1904,NA,3
1905,NA,3
1906,NA,3
1907,NA,3
1908,NA,3
1909,NA,3
1910,NA,3
1911,NA,3
1912,NA,3
1913,NA,3
1914,NA,3
1915,NA,3
1916,NA,3
1917,NA,3
1918,NA,3
1919,NA,3
1920,NA,3
1921,NA,3
1922,NA,3
1923,NA,3
1924,NA,3
1925,NA,3
1926,NA,3
1927,NA,3
1928,NA,3
1929,NA,3
1930,NA,3
1931,NA,3
1932,NA,3
1933,NA,3
1934,NA,3
1935,NA,3
1936,NA,3
1937,NA,3
1938,NA,3
1939,NA,3
1940,NA,3
1941,NA,3
1942,NA,3
1943,NA,3
1944,NA,3
1945,NA,3
1946,NA,3
1947,NA,3
1948,NA,3
1949,NA,3
1950,NA,3
1951,NA,3
1952,NA,3
1953,NA,3
1954,NA,3
1955,NA,3
1956,NA,3
1957,NA,3
1958,NA,3
1959,NA,3
1960,NA,3
1961,NA,3
1962,NA,3
1963,NA,3
1964,NA,3
1965,NA,3
1966,NA,3
1967,NA,3
1968,NA,3
1969,NA,3
1970,NA,3
1971,NA,3
1972,NA,3
1973,NA,3
1974,NA,3
1975,NA,3
1976,NA,3
1977,NA,3
1978,NA,3
1979,NA,3
1980,NA,3
1981,NA,3
1982,NA,3
1983,NA,3
1984,NA,3
1985,NA,3
1986,NA,3
1987,NA,3
1988,NA,3
1989,NA,3
1990,NA,3
1991,NA,3
1992,NA,3
1993,NA,3
1994,NA,3
1995,NA,3
1996,NA,3
1997,NA,3
1998,NA,3
1999,NA,3
2000,NA,3
2001,NA,3
2002,NA,3
2003,NA,3
2004,NA,3
2005,NA,3
2006,NA,3
2007,NA,3
2008,NA,3
2009,NA,3
2010,NA,3
2011,NA,3
2012,NA,3
2013,NA,3
2014,NA,3
2015,NA,3
2016,NA,3
2017,NA,3
2018,NA,3
2019,NA,3
2020,1.160804444230739e12,3
2021,1.2321143811443718e12,3
2022,1.3136248220594966e12,3
2023,1.4034691472584956e12,3
2024,1.4981617344952522e12,3
2025,1.5926733167970732e12,3
2026,1.5930974324784705e12,3
2027,1.587180313582173e12,3
2028,1.5793635183814998e12,3
2029,1.5715799199050251e12,3
2030,1.5661913644004226e12,3
2031,1.5840370097432292e12,3
2032,1.6071606803665774e12,3
2033,1.6385256494283162e12,3
2034,1.6811351978533848e12,3
2035,1.7297146038370977e12,3
2036,1.8273022273226743e12,3
2037,1.92803484420234e12,3
2038,2.030529255275736e12,3
2039,2.1344742532805186e12,3
2040,2.23759686119504e12,3
2041,2.344431897813982e12,3
2042,2.45935974223404e12,3
2043,2.587401869636664e12,3
2044,2.7322665105361836e12,3
2045,2.901050111620736e12,3
2046,3.027780116252191e12,3
2047,3.170812790905303e12,3
2048,3.324293946468336e12,3
2049,3.477244574982289e12,3
2050,3.6238985432766055e12,3
2051,3.5923116336105615e12,3
2052,3.561453250869492e12,3
2053,3.533838739920071e12,3
2054,3.5145562413090225e12,3
2055,3.509793613939189e12,3
2056,3.5171940965152246e12,3
2057,3.5310784053848765e12,3
2058,3.545759568154802e12,3
2059,3.562453943505585e12,3
2060,3.5752495771793696e12,3
2061,3.639560859670521e12,3
2062,3.7035658668076147e12,3
2063,3.7723562773616577e12,3
2064,3.8497658486649985e12,3
2065,3.938713023722397e12,3
2066,4.0777347709414546e12,3
2067,4.2380025057174517e12,3
2068,4.413493641724622e12,3
2069,4.594940308139785e12,3
2070,4.775552303990906e12,3
2071,4.809011213148158e12,3
2072,4.841288058027607e12,3
2073,4.878777389850266e12,3
2074,4.921711568689038e12,3
2075,4.971855216968057e12,3
2076,5.091467248246315e12,3
2077,5.224499895688787e12,3
2078,5.377362788739907e12,3
2079,5.552216775188627e12,3
2080,5.745638484316711e12,3
2081,5.814828567723306e12,3
2082,5.882904211748927e12,3
2083,5.945676965695803e12,3
2084,6.004219026785007e12,3
2085,6.058000875846716e12,3
2086,6.291403413755607e12,3
2087,6.539521276344951e12,3
2088,6.80775839147284e12,3
2089,7.102915707452161e12,3
2090,7.434164170086e12,3
2091,7.657812057649281e12,3
2092,7.90493687762723e12,3
2093,8.159844079969883e12,3
2094,8.4043202341720205e12,3
2095,8.642207847816742e12,3
2096,8.698271113444678e12,3
2097,8.753687106706626e12,3
2098,8.815949706254736e12,3
2099,8.892297306039537e12,3
2100,8.992998108029574e12,3
2101,8.912326418830781e12,3
2102,8.837340741411826e12,3
2103,8.762363737341491e12,3
2104,8.685073715380724e12,3
2105,8.600185639674022e12,3
2106,8.775477637980425e12,3
2107,8.958024907087672e12,3
2108,9.153523515723908e12,3
2109,9.3685367327871e12,3
2110,9.610876339326168e12,3
2111,9.772222238370201e12,3
2112,9.957771391897541e12,3
2113,1.0149291242898459e13,3
2114,1.0337609367405344e13,3
2115,1.0525057167858404e13,3
2116,1.0685687741680248e13,3
2117,1.0847632093330941e13,3
2118,1.1019964640409945e13,3
2119,1.120865079369541e13,3
2120,1.1425975543606602e13,3
2121,1.1636777321001373e13,3
2122,1.1888284450111992e13,3
2123,1.21493374632487e13,3
2124,1.24103536988828e13,3
2125,1.267077411663335e13,3
2126,1.2440453027048582e13,3
2127,1.222156197038803e13,3
2128,1.2022982966118582e13,3
2129,1.185117178283133e13,3
2130,1.171710307282293e13,3
2131,1.1921568494173043e13,3
2132,1.2161135366473701e13,3
2133,1.2413031030256904e13,3
2134,1.2666465194099514e13,3
2135,1.2909418141625854e13,3
2136,1.3249688423675824e13,3
2137,1.3600170821651926e13,3
2138,1.3975529174099365e13,3
2139,1.437956334802625e13,3
2140,1.481999994165607e13,3
2141,1.4844164670909732e13,3
2142,1.4902707511011389e13,3
2143,1.4977497626634105e13,3
2144,1.5057959297694604e13,3
2145,1.5141330865904578e13,3
2146,1.576450631062873e13,3
2147,1.6413635487891846e13,3
2148,1.7096170610680416e13,3
2149,1.781324438704777e13,3
2150,1.8574963955882848e13,3
2151,1.9080272094835223e13,3
2152,1.9631724643663855e13,3
2153,2.0252135705926242e13,3
2154,2.0940529427102254e13,3
2155,2.1663175341592098e13,3
2156,2.1326777706623336e13,3
2157,2.102066795917929e13,3
2158,2.0738027576776164e13,3
2159,2.0485564656414977e13,3
2160,2.027876183012148e13,3
2161,2.048095208911689e13,3
2162,2.0732762131914156e13,3
2163,2.1053346174265867e13,3
2164,2.1443780434601547e13,3
2165,2.1855993621172613e13,3
2166,2.1262457776936484e13,3
2167,2.0669252011245043e13,3
2168,2.0068054750105555e13,3
2169,1.9482996156867074e13,3
2170,1.8927878766418176e13,3
2171,1.8411905796369965e13,3
2172,1.7952641875458094e13,3
2173,1.7561767443381613e13,3
2174,1.7229340819636982e13,3
2175,1.6936266205118998e13,3
2176,1.6570947167262605e13,3
2177,1.6219098219549049e13,3
2178,1.5872960060223586e13,3
2179,1.554107772966189e13,3
2180,1.5230776563306438e13,3
2181,1.5191388889989709e13,3
2182,1.5173157445561238e13,3
2183,1.5179066480469125e13,3
2184,1.521433220395773e13,3
2185,1.5285672047014723e13,3
2186,1.5843613407516123e13,3
2187,1.6453425666378018e13,3
2188,1.710343393542324e13,3
2189,1.7798076178172406e13,3
2190,1.8520989691771438e13,3
2191,1.8575640114300414e13,3
2192,1.863572239080619e13,3
2193,1.8715291827468445e13,3
2194,1.8821736415108176e13,3
2195,1.8962217112876605e13,3
2196,1.932013844428085e13,3
2197,1.9733272401642016e13,3
2198,2.0186559207759516e13,3
2199,2.065187906710218e13,3
2200,2.1113047021679207e13,3
2201,2.1266211003284688e13,3
2202,2.1411000113040652e13,3
2203,2.1564376072638188e13,3
2204,2.172504234585891e13,3
2205,2.189748480203004e13,3
2206,2.181345415108688e13,3
2207,2.1760319465508266e13,3
2208,2.175160949508823e13,3
2209,2.1789918246300887e13,3
2210,2.186581625036734e13,3
2211,2.1425140484054605e13,3
2212,2.099470944063242e13,3
2213,2.056792879639001e13,3
2214,2.0147257737241527e13,3
2215,1.9732538405726703e13,3
2216,1.9903279832077195e13,3
2217,2.009910832240805e13,3
2218,2.032881489075204e13,3
2219,2.0602111206142344e13,3
2220,2.0930131306504766e13,3
2221,2.0567531488492863e13,3
2222,2.026455963105336e13,3
2223,1.9992250199056617e13,3
2224,1.9722760747647582e13,3
2225,1.9463548584758855e13,3
2226,1.976414000024054e13,3
2227,2.0077027781244145e13,3
2228,2.0412395877697477e13,3
2229,2.0781437772703746e13,3
2230,2.120374115199808e13,3
2231,2.1460517564597906e13,3
2232,2.1749800731976188e13,3
2233,2.20669140000248e13,3
2234,2.240121344914793e13,3
2235,2.2743808497284777e13,3
2236,2.2360328186722492e13,3
2237,2.1986589988023574e13,3
2238,2.163680024719642e13,3
2239,2.1316437518452836e13,3
2240,2.10336077251505e13,3
2241,2.07791413236583e13,3
2242,2.0575474059800715e13,3
2243,2.0395850169685984e13,3
2244,2.0220583343965504e13,3
2245,2.003938400403717e13,3
2246,1.986560059959008e13,3
2247,1.9696224250883094e13,3
2248,1.9537714893947312e13,3
2249,1.939155070215798e13,3
2250,1.9262259512525418e13,3
2251,1.9308425707396168e13,3
2252,1.9383069663846965e13,3
2253,1.9494814775715414e13,3
2254,1.9645550609116008e13,3
2255,1.9819333225905863e13,3
2256,1.897242065596937e13,3
2257,1.818400307649879e13,3
2258,1.7442597771948545e13,3
2259,1.6747980249583184e13,3
2260,1.609900860632035e13,3
2261,1.5638722851142312e13,3
2262,1.5208477584929846e13,3
2263,1.481096821983527e13,3
2264,1.4450169074530678e13,3
2265,1.412953289208747e13,3
2266,1.449120713198418e13,3
2267,1.489210603124002e13,3
2268,1.5312282861441549e13,3
2269,1.5741182923369238e13,3
2270,1.6185860159923354e13,3
2271,1.5792971174756371e13,3
2272,1.5416996047002709e13,3
2273,1.506453361507018e13,3
2274,1.4745678756350572e13,3
2275,1.446391668921971e13,3
2276,1.4772783301241385e13,3
2277,1.5123472088722545e13,3
2278,1.5510003832220365e13,3
2279,1.5931419531963451e13,3
2280,1.6384590721582557e13,3
2281,1.572559509932743e13,3
2282,1.5101364046698016e13,3
2283,1.4513424240520117e13,3
2284,1.3964644333115549e13,3
2285,1.346091865361841e13,3
2286,1.3437625816867105e13,3
2287,1.3427767816434445e13,3
2288,1.3418707189824814e13,3
2289,1.3396314646776805e13,3
2290,1.3365199484169748e13,3
2291,1.3762970654009938e13,3
2292,1.4173926972108688e13,3
2293,1.4604536985760068e13,3
2294,1.506533289170038e13,3
2295,1.5570529204343115e13,3
2296,1.5423991301429848e13,3
2297,1.5309390481796469e13,3
2298,1.5212810443466645e13,3
2299,1.5116946545936867e13,3
2300,1.501982374769555e13,3
1750,NA,4
1751,NA,4
1752,NA,4
1753,NA,4
1754,NA,4
1755,NA,4
1756,NA,4
1757,NA,4
1758,NA,4
1759,NA,4
1760,NA,4
1761,NA,4
1762,NA,4
1763,NA,4
1764,NA,4
1765,NA,4
1766,NA,4
1767,NA,4
1768,NA,4
1769,NA,4
1770,NA,4
1771,NA,4
1772,NA,4
1773,NA,4
1774,NA,4
1775,NA,4
1776,NA,4
1777,NA,4
1778,NA,4
1779,NA,4
1780,NA,4
1781,NA,4
1782,NA,4
1783,NA,4
1784,NA,4
1785,NA,4
1786,NA,4
1787,NA,4
1788,NA,4
1789,NA,4
1790,NA,4
1791,NA,4
1792,NA,4
1793,NA,4
1794,NA,4
1795,NA,4
1796,NA,4
1797,NA,4
1798,NA,4
1799,NA,4
1800,NA,4
1801,NA,4
1802,NA,4
1803,NA,4
1804,NA,4
1805,NA,4
1806,NA,4
1807,NA,4
1808,NA,4
1809,NA,4
1810,NA,4
1811,NA,4
1812,NA,4
1813,NA,4
1814,NA,4
1815,NA,4
1816,NA,4
1817,NA,4
1818,NA,4
1819,NA,4
1820,NA,4
1821,NA,4
1822,NA,4
1823,NA,4
1824,NA,4
1825,NA,4
1826,NA,4
1827,NA,4
1828,NA,4
1829,NA,4
1830,NA,4
1831,NA,4
1832,NA,4
1833,NA,4
1834,NA,4
1835,NA,4
1836,NA,4
1837,NA,4
1838,NA,4
1839,NA,4
1840,NA,4
1841,NA,4
1842,NA,4
1843,NA,4
1844,NA,4
1845,NA,4
1846,NA,4
1847,NA,4
1848,NA,4
1849,NA,4
1850,NA,4
1851,NA,4
1852,NA,4
1853,NA,4
1854,NA,4
1855,NA,4
1856,NA,4
1857,NA,4
1858,NA,4
1859,NA,4
1860,NA,4
1861,NA,4
1862,NA,4
1863,NA,4
1864,NA,4
1865,NA,4
1866,NA,4
1867,NA,4
1868,NA,4
1869,NA,4
1870,NA,4
1871,NA,4
1872,NA,4
1873,NA,4
1874,NA,4
1875,NA,4
1876,NA,4
1877,NA,4
1878,NA,4
1879,NA,4
1880,NA,4
1881,NA,4
1882,NA,4
1883,NA,4
1884,NA,4
1885,NA,4
1886,NA,4
1887,NA,4
1888,NA,4
1889,NA,4
1890,NA,4
1891,NA,4
1892,NA,4
1893,NA,4
1894,NA,4
1895,NA,4
1896,NA,4
1897,NA,4
1898,NA,4
1899,NA,4
1900,NA,4
1901,NA,4
1902,NA,4
1903,NA,4
1904,NA,4
1905,NA,4
1906,NA,4
1907,NA,4
1908,NA,4
1909,NA,4
1910,NA,4
1911,NA,4
1912,NA,4
1913,NA,4
1914,NA,4
1915,NA,4
1916,NA,4
1917,NA,4
1918,NA,4
1919,NA,4
1920,NA,4
1921,NA,4
1922,NA,4
1923,NA,4
1924,NA,4
1925,NA,4
1926,NA,4
1927,NA,4
1928,NA,4
1929,NA,4
1930,NA,4
1931,NA,4
1932,NA,4
1933,NA,4
1934,NA,4
1935,NA,4
1936,NA,4
1937,NA,4
1938,NA,4
1939,NA,4
1940,NA,4
1941,NA,4
1942,NA,4
1943,NA,4
1944,NA,4
1945,NA,4
1946,NA,4
1947,NA,4
1948,NA,4
1949,NA,4
1950,NA,4
1951,NA,4
1952,NA,4
1953,NA,4
1954,NA,4
1955,NA,4
1956,NA,4
1957,NA,4
1958,NA,4
1959,NA,4
1960,NA,4
1961,NA,4
1962,NA,4
1963,NA,4
1964,NA,4
1965,NA,4
1966,NA,4
1967,NA,4
1968,NA,4
1969,NA,4
1970,NA,4
1971,NA,4
1972,NA,4
1973,NA,4
1974,NA,4
1975,NA,4
1976,NA,4
1977,NA,4
1978,NA,4
1979,NA,4
1980,NA,4
1981,NA,4
1982,NA,4
1983,NA,4
1984,NA,4
1985,NA,4
1986,NA,4
1987,NA,4
1988,NA,4
1989,NA,4
1990,NA,4
1991,NA,4
1992,NA,4
1993,NA,4
1994,NA,4
1995,NA,4
1996,NA,4
1997,NA,4
1998,NA,4
1999,NA,4
2000,NA,4
2001,NA,4
2002,NA,4
2003,NA,4
2004,NA,4
2005,NA,4
2006,NA,4
2007,NA,4
2008,NA,4
2009,NA,4
2010,NA,4
2011,NA,4
2012,NA,4
2013,NA,4
2014,NA,4
2015,NA,4
2016,NA,4
2017,NA,4
2018,NA,4
2019,NA,4
2020,1.508697347279527e12,4
2021,1.582963421224715e12,4
2022,1.6637381450528823e12,4
2023,1.749017088879777e12,4
2024,1.8349403647536997e12,4
2025,1.9161208412112866e12,4
2026,2.0923977053105876e12,4
2027,2.2730738889621523e12,4
2028,2.4624180078184316e12,4
2029,2.663384527618521e12,4
2030,2.880132837734784e12,4
2031,3.0227495685497065e12,4
2032,3.1857247123372954e12,4
2033,3.376433166084292e12,4
2034,3.603642230188417e12,4
2035,3.862615290232731e12,4
2036,4.098193133973735e12,4
2037,4.3467348270494775e12,4
2038,4.605227795543305e12,4
2039,4.872917298539187e12,4
2040,5.14520783745258e12,4
2041,5.225128022868124e12,4
2042,5.307359466556369e12,4
2043,5.399385656672433e12,4
2044,5.505727254980937e12,4
2045,5.635522481422626e12,4
2046,5.996024983048521e12,4
2047,6.39764629468781e12,4
2048,6.833751189948756e12,4
2049,7.287952725294423e12,4
2050,7.750262943207027e12,4
2051,8.143012462930177e12,4
2052,8.549042271049407e12,4
2053,8.974933135952848e12,4
2054,9.434111502305475e12,4
2055,9.945546509019094e12,4
2056,1.0504730447160174e13,4
2057,1.1114445235667504e13,4
2058,1.17645355832266e13,4
2059,1.246016909183492e13,4
2060,1.3187598480138436e13,4
2061,1.3640764732609086e13,4
2062,1.4104117598320578e13,4
2063,1.459160897106614e13,4
2064,1.5115150454606158e13,4
2065,1.5684871385108697e13,4
2066,1.6232957760405586e13,4
2067,1.6854450979110596e13,4
2068,1.7533163110377537e13,4
2069,1.8241766215801805e13,4
2070,1.895853866497632e13,4
2071,1.990556890106136e13,4
2072,2.0881314965180035e13,4
2073,2.190666779834781e13,4
2074,2.2985655205293055e13,4
2075,2.41276028215336e13,4
2076,2.5336837969112754e13,4
2077,2.6647357950085176e13,4
2078,2.8092064758943258e13,4
2079,2.9691110042426242e13,4
2080,3.1443294848281832e13,4
2081,3.232166684086119e13,4
2082,3.3238526569808746e13,4
2083,3.4176102973594527e13,4
2084,3.513690044183271e13,4
2085,3.611857464962585e13,4
2086,3.736428551688085e13,4
2087,3.8677200847065336e13,4
2088,4.0082529968291195e13,4
2089,4.161152670675589e13,4
2090,4.330651969536665e13,4
2091,4.498152412121622e13,4
2092,4.682726804017153e13,4
2093,4.878487656925627e13,4
2094,5.07765206667152e13,4
2095,5.281539950130491e13,4
2096,5.558594500435195e13,4
2097,5.851391968933635e13,4
2098,6.164917331273976e13,4
2099,6.504925325237886e13,4
2100,6.8799373601922414e13,4
2101,6.7381905845171e13,4
2102,6.603352224915997e13,4
2103,6.47739470709908e13,4
2104,6.358078379461555e13,4
2105,6.241839835079852e13,4
2106,6.0934337280921875e13,4
2107,5.951540108345906e13,4
2108,5.8182972219690336e13,4
2109,5.695979350449433e13,4
2110,5.587030964931833e13,4
2111,5.701424452900665e13,4
2112,5.832073965825806e13,4
2113,5.971653579790437e13,4
2114,6.1162133007294234e13,4
2115,6.2661774689786266e13,4
2116,6.222392476105916e13,4
2117,6.1781221950745586e13,4
2118,6.136854883450074e13,4
2119,6.1007686822320875e13,4
2120,6.0742346415564555e13,4
2121,6.26180137511981e13,4
2122,6.470445680139993e13,4
2123,6.689823460815663e13,4
2124,6.916292152247432e13,4
2125,7.149830488006177e13,4
2126,7.074693950030534e13,4
2127,7.001122919215373e13,4
2128,6.93271340474057e13,4
2129,6.872327960623433e13,4
2130,6.824786307040465e13,4
2131,6.976681569161182e13,4
2132,7.146990813785895e13,4
2133,7.32666271335112e13,4
2134,7.510940532307139e13,4
2135,7.694160946256088e13,4
2136,7.60740634339894e13,4
2137,7.54228507571746e13,4
2138,7.50406624717926e13,4
2139,7.494254847890152e13,4
2140,7.516152223090233e13,4
2141,7.470945796708872e13,4
2142,7.437281436353097e13,4
2143,7.40916604357846e13,4
2144,7.382741185022314e13,4
2145,7.35676402388001e13,4
2146,7.636078297187483e13,4
2147,7.925715184641792e13,4
2148,8.228220830283703e13,4
2149,8.54414868107743e13,4
2150,8.876941437398494e13,4
2151,8.94605722640452e13,4
2152,9.027912055541464e13,4
2153,9.12903520159896e13,4
2154,9.248700324027273e13,4
2155,9.376471787719862e13,4
2156,9.560388816415597e13,4
2157,9.746546659832202e13,4
2158,9.932890475786648e13,4
2159,1.0121637795502077e14,4
2160,1.0318591082199003e14,4
2161,1.0402438928753573e14,4
2162,1.0506421084680873e14,4
2163,1.0637813848507861e14,4
2164,1.0798053480013495e14,4
2165,1.0972049546703811e14,4
2166,1.0855432347300048e14,4
2167,1.0741679169182683e14,4
2168,1.0626694842059308e14,4
2169,1.0518033897480969e14,4
2170,1.042080774516138e14,4
2171,1.0598042490058611e14,4
2172,1.0794372084338408e14,4
2173,1.1017819651636278e14,4
2174,1.126849646860445e14,4
2175,1.1541361658549695e14,4
2176,1.1165044085776669e14,4
2177,1.0804769011948472e14,4
2178,1.04555668196105e14,4
2179,1.0119841323666119e14,4
2180,9.800007245891088e13,4
2181,9.35990454330096e13,4
2182,8.949890619179158e13,4
2183,8.568705163481511e13,4
2184,8.215930483874553e13,4
2185,7.891574824642092e13,4
2186,8.370020119347973e13,4
2187,8.888975312248625e13,4
2188,9.446327539948578e13,4
2189,1.0045439315003795e14,4
2190,1.0681931985844961e14,4
2191,1.0988946227218362e14,4
2192,1.1306314583620311e14,4
2193,1.1639932695057944e14,4
2194,1.1993825169377955e14,4
2195,1.2372350934535573e14,4
2196,1.2784689778358178e14,4
2197,1.323916776067371e14,4
2198,1.3731727105040072e14,4
2199,1.425140247909795e14,4
2200,1.4791130861596962e14,4
2201,1.48591973694884e14,4
2202,1.4929978001505278e14,4
2203,1.501113065563408e14,4
2204,1.510229812489365e14,4
2205,1.5205635282547912e14,4
2206,1.550038218052508e14,4
2207,1.581919525337673e14,4
2208,1.6170747018839588e14,4
2209,1.6559271951184838e14,4
2210,1.698294594960689e14,4
2211,1.7507775380140603e14,4
2212,1.8068823094114538e14,4
2213,1.8663443601252112e14,4
2214,1.9293704974137603e14,4
2215,1.996071683878443e14,4
2216,2.0313086506540775e14,4
2217,2.0692570739461272e14,4
2218,2.1106587553322078e14,4
2219,2.1563609658515784e14,4
2220,2.2073791050208266e14,4
2221,2.2400503592761366e14,4
2222,2.2767801927040656e14,4
2223,2.315749186393199e14,4
2224,2.3547763813768153e14,4
2225,2.3942313556085762e14,4
2226,2.3918325724344394e14,4
2227,2.3914199430160653e14,4
2228,2.3937875783829166e14,4
2229,2.399772682931302e14,4
2230,2.4108638941348594e14,4
2231,2.4284538758760534e14,4
2232,2.448882252865372e14,4
2233,2.471790867139252e14,4
2234,2.4964000329113847e14,4
2235,2.5219998321906384e14,4
2236,2.503734726139549e14,4
2237,2.4864237807798144e14,4
2238,2.471137400996286e14,4
2239,2.4583858407633728e14,4
2240,2.448927133826845e14,4
2241,2.5072729342460044e14,4
2242,2.5725218348543525e14,4
2243,2.6430293422188675e14,4
2244,2.7173358941849053e14,4
2245,2.7945626694254538e14,4
2246,2.9181777926265194e14,4
2247,3.04703135670859e14,4
2248,3.1820646012045056e14,4
2249,3.3238345611088156e14,4
2250,3.473350909139232e14,4
2251,3.5506354884952075e14,4
2252,3.6353615204442575e14,4
2253,3.729193551885548e14,4
2254,3.8331018641373206e14,4
2255,3.945756532463151e14,4
2256,3.889049319380698e14,4
2257,3.83637204530159e14,4
2258,3.786185285800042e14,4
2259,3.7384146844924856e14,4
2260,3.692961472866506e14,4
2261,3.742258393037118e14,4
2262,3.795984390899638e14,4
2263,3.855279552168251e14,4
2264,3.921654425714005e14,4
2265,3.996768665054512e14,4
2266,4.054309617701543e14,4
2267,4.1189549006627056e14,4
2268,4.186848553318869e14,4
2269,4.2556591284675794e14,4
2270,4.326301531868352e14,4
2271,4.1781209622190544e14,4
2272,4.036712289246148e14,4
2273,3.9030599231242494e14,4
2274,3.7787733207934444e14,4
2275,3.6643566754554244e14,4
2276,3.531093454539964e14,4
2277,3.4061673052748925e14,4
2278,3.287776792317887e14,4
2279,3.175044211672779e14,4
2280,3.0669243070511775e14,4
2281,3.147761221078203e14,4
2282,3.234472588539718e14,4
2283,3.328079762840873e14,4
2284,3.430015686828325e14,4
2285,3.54256839718651e14,4
2286,3.5551186278988606e14,4
2287,3.572404409105748e14,4
2288,3.5922617634456075e14,4
2289,3.612100477145179e14,4
2290,3.632483018291021e14,4
2291,3.698436938641577e14,4
2292,3.7669230721463e14,4
2293,3.838975414391632e14,4
2294,3.916354277109288e14,4
2295,4.001477864076694e14,4
2296,4.009660812435205e14,4
2297,4.022571908172595e14,4
2298,4.037899185292719e14,4
2299,4.052408044996761e14,4
2300,4.065355176409697e14,4
1750,NA,5
1751,NA,5
1752,NA,5
1753,NA,5
1754,NA,5
1755,NA,5
1756,NA,5
1757,NA,5
1758,NA,5
1759,NA,5
1760,NA,5
1761,NA,5
1762,NA,5
1763,NA,5
1764,NA,5
1765,NA,5
1766,NA,5
1767,NA,5
1768,NA,5
1769,NA,5
1770,NA,5
1771,NA,5
1772,NA,5
1773,NA,5
1774,NA,5
1775,NA,5
1776,NA,5
1777,NA,5
1778,NA,5
1779,NA,5
1780,NA,5
1781,NA,5
1782,NA,5
1783,NA,5
1784,NA,5
1785,NA,5
1786,NA,5
1787,NA,5
1788,NA,5
1789,NA,5
1790,NA,5
1791,NA,5
1792,NA,5
1793,NA,5
1794,NA,5
1795,NA,5
1796,NA,5
1797,NA,5
1798,NA,5
1799,NA,5
1800,NA,5
1801,NA,5
1802,NA,5
1803,NA,5
1804,NA,5
1805,NA,5
1806,NA,5
1807,NA,5
1808,NA,5
1809,NA,5
1810,NA,5
1811,NA,5
1812,NA,5
1813,NA,5
1814,NA,5
1815,NA,5
1816,NA,5
1817,NA,5
1818,NA,5
1819,NA,5
1820,NA,5
1821,NA,5
1822,NA,5
1823,NA,5
1824,NA,5
1825,NA,5
1826,NA,5
1827,NA,5
1828,NA,5
1829,NA,5
1830,NA,5
1831,NA,5
1832,NA,5
1833,NA,5
1834,NA,5
1835,NA,5
1836,NA,5
1837,NA,5
1838,NA,5
1839,NA,5
1840,NA,5
1841,NA,5
1842,NA,5
1843,NA,5
1844,NA,5
1845,NA,5
1846,NA,5
1847,NA,5
1848,NA,5
1849,NA,5
1850,NA,5
1851,NA,5
1852,NA,5
1853,NA,5
1854,NA,5
1855,NA,5
1856,NA,5
1857,NA,5
1858,NA,5
1859,NA,5
1860,NA,5
1861,NA,5
1862,NA,5
1863,NA,5
1864,NA,5
1865,NA,5
1866,NA,5
1867,NA,5
1868,NA,5
1869,NA,5
1870,NA,5
1871,NA,5
1872,NA,5
1873,NA,5
1874,NA,5
1875,NA,5
1876,NA,5
1877,NA,5
1878,NA,5
1879,NA,5
1880,NA,5
1881,NA,5
1882,NA,5
1883,NA,5
1884,NA,5
1885,NA,5
1886,NA,5
1887,NA,5
1888,NA,5
1889,NA,5
1890,NA,5
1891,NA,5
1892,NA,5
1893,NA,5
1894,NA,5
1895,NA,5
1896,NA,5
1897,NA,5
1898,NA,5
1899,NA,5
1900,NA,5
1901,NA,5
1902,NA,5
1903,NA,5
1904,NA,5
1905,NA,5
1906,NA,5
1907,NA,5
1908,NA,5
1909,NA,5
1910,NA,5
1911,NA,5
1912,NA,5
1913,NA,5
1914,NA,5
1915,NA,5
1916,NA,5
1917,NA,5
1918,NA,5
1919,NA,5
1920,NA,5
1921,NA,5
1922,NA,5
1923,NA,5
1924,NA,5
1925,NA,5
1926,NA,5
1927,NA,5
1928,NA,5
1929,NA,5
1930,NA,5
1931,NA,5
1932,NA,5
1933,NA,5
1934,NA,5
1935,NA,5
1936,NA,5
1937,NA,5
1938,NA,5
1939,NA,5
1940,NA,5
1941,NA,5
1942,NA,5
1943,NA,5
1944,NA,5
1945,NA,5
1946,NA,5
1947,NA,5
1948,NA,5
1949,NA,5
1950,NA,5
1951,NA,5
1952,NA,5
1953,NA,5
1954,NA,5
1955,NA,5
1956,NA,5
1957,NA,5
1958,NA,5
1959,NA,5
1960,NA,5
1961,NA,5
1962,NA,5
1963,NA,5
1964,NA,5
1965,NA,5
1966,NA,5
1967,NA,5
1968,NA,5
1969,NA,5
1970,NA,5
1971,NA,5
1972,NA,5
1973,NA,5
1974,NA,5
1975,NA,5
1976,NA,5
1977,NA,5
1978,NA,5
1979,NA,5
1980,NA,5
1981,NA,5
1982,NA,5
1983,NA,5
1984,NA,5
1985,NA,5
1986,NA,5
1987,NA,5
1988,NA,5
1989,NA,5
1990,NA,5
1991,NA,5
