"time","net_consumption","trialnum"
1998,NA,3
1999,NA,3
2000,NA,3
2001,NA,3
2002,NA,3
2003,NA,3
2004,NA,3
2005,NA,3
2006,NA,3
2007,NA,3
2008,NA,3
2009,NA,3
2010,NA,3
2011,NA,3
2012,NA,3
2013,NA,3
2014,NA,3
2015,NA,3
2016,NA,3
2017,NA,3
2018,NA,3
2019,NA,3
2020,118287.41012248331,3
2021,121382.67639391159,3
2022,124803.84304466157,3
2023,128578.03965960267,3
2024,132736.77858159217,3
2025,137316.31236214485,3
2026,134611.4600039435,3
2027,132205.71631499502,3
2028,130041.04103534903,3
2029,128105.78261153556,3
2030,126388.90393036093,3
2031,126265.3272932937,3
2032,126286.92416844131,3
2033,126407.5549006075,3
2034,126624.81165613847,3
2035,126943.54974302968,3
2036,130675.05160540741,3
2037,134707.8070105356,3
2038,139019.89257764522,3
2039,143625.80336322574,3
2040,148543.08933749064,3
2041,153837.26300857688,3
2042,159628.9763170113,3
2043,165876.53445355227,3
2044,172608.00317011474,3
2045,179850.99301101064,3
2046,183459.31200482041,3
2047,187523.84423406865,3
2048,191984.7144691455,3
2049,196877.63252172488,3
2050,202236.00185618034,3
2051,198153.7727826634,3
2052,194553.52092894574,3
2053,191276.1149454128,3
2054,188292.90808414487,3
2055,185576.69251233718,3
2056,182975.12433149022,3
2057,180542.0498888807,3
2058,178311.84192344657,3
2059,176276.7058456018,3
2060,174436.0743383947,3
2061,175532.1070344257,3
2062,176923.07261047393,3
2063,178562.52294719976,3
2064,180457.84908449755,3
2065,182619.13095217594,3
2066,186434.9454260082,3
2067,190493.46245072267,3
2068,194768.1199326671,3
2069,199310.1207342076,3
2070,204145.1449103788,3
2071,203166.66830952643,3
2072,202481.1184821478,3
2073,202060.0766210729,3
2074,201908.33533256312,3
2075,202029.8064169074,3
2076,204866.2224538711,3
2077,207930.89213772697,3
2078,211251.12772373387,3
2079,214835.64311929862,3
2080,218702.18158274255,3
2081,217787.92171580897,3
2082,217008.5738340518,3
2083,216381.06163951842,3
2084,215902.36698056312,3
2085,215572.4102838955,3
2086,221847.94134263485,3
2087,228447.3313085062,3
2088,235393.77153096354,3
2089,242697.34653446858,3
2090,250366.29402120784,3
2091,253719.14012320788,3
2092,257417.23733541917,3
2093,261451.22794515706,3
2094,265854.72326463053,3
2095,270633.24442560255,3
2096,270095.67221169453,3
2097,269769.5904876949,3
2098,269603.04496825574,3
2099,269584.52234442503,3
2100,269698.76931868016,3
2101,263971.0610941482,3
2102,258577.12862880432,3
2103,253483.01237497857,3
2104,248678.61863348747,3
2105,244158.64737144913,3
2106,247404.74305982285,3
2107,250855.28802632724,3
2108,254563.56427500723,3
2109,258530.58498328802,3
2110,262756.590677443,3
2111,264036.83163055684,3
2112,265590.22699441825,3
2113,267510.427306549,3
2114,269819.84668749303,3
2115,272528.4435506283,3
2116,274718.1179082556,3
2117,277233.6729243249,3
2118,280009.1497310405,3
2119,283045.1026850912,3
2120,286334.77916754474,3
2121,288739.7471816846,3
2122,291440.5228002747,3
2123,294486.6545445835,3
2124,297898.1164077695,3
2125,301684.4543583256,3
2126,294585.93713543244,3
2127,288018.08717470075,3
2128,282025.1318538573,3
2129,276568.17826273455,3
2130,271605.86431903683,3
2131,273615.26859207184,3
2132,275942.3625508121,3
2133,278606.8913172791,3
2134,281632.5093473976,3
2135,285045.3787003115,3
2136,291126.1238996206,3
2137,297685.31072300614,3
2138,304689.1709147086,3
2139,312160.9597742531,3
2140,320121.1994017429,3
2141,318512.6163091572,3
2142,317144.31459213904,3
2143,315991.8271052768,3
2144,315063.4758495602,3
2145,314358.5499534665,3
2146,325120.88148373994,3
2147,336577.0853472882,3
2148,348718.8360065933,3
2149,361586.75627817004,3
2150,375213.4223597965,3
2151,383469.8681705699,3
2152,392174.3395912976,3
2153,401296.5131669903,3
2154,410868.47169321735,3
2155,420964.7070103289,3
2156,411023.1031879682,3
2157,402431.36826121365,3
2158,395093.8138654401,3
2159,388928.5422150153,3
2160,383852.53669503867,3
2161,386226.0838828312,3
2162,389021.81897510245,3
2163,392169.5356106286,3
2164,395669.81347498944,3
2165,399583.8498908447,3
2166,385541.616982368,3
2167,372486.525531981,3
2168,360259.9154802958,3
2169,348775.08420330944,3
2170,337964.0063790471,3
2171,327772.8507484215,3
2172,318388.44077457336,3
2173,309675.0523450994,3
2174,301593.94740634866,3
2175,294123.3379887346,3
2176,285616.487440747,3
2177,277782.9693631403,3
2178,270628.485272529,3
2179,264092.1658081207,3
2180,258119.20679951902,3
2181,256725.08256296875,3
2182,255753.61414761277,3
2183,255127.20827884882,3
2184,254841.2466027638,3
2185,254890.40529847352,3
2186,262493.3044997779,3
2187,270658.1015405995,3
2188,279395.70752139256,3
2189,288747.51107930776,3
2190,298786.3451721936,3
2191,298458.64665227657,3
2192,298556.90922240156,3
2193,299000.9568687545,3
2194,299786.0515522099,3
2195,300908.91334532376,3
2196,304855.30566685274,3
2197,309164.9978167427,3
2198,313751.7443414129,3
2199,318668.6333751769,3
2200,323954.6514768502,3
2201,324995.17283721,3
2202,326294.7576012892,3
2203,327785.78869676025,3
2204,329473.05125130794,3
2205,331354.45188909385,3
2206,329268.95670676243,3
2207,327523.37408942985,3
2208,326062.15420610673,3
2209,324883.67362343834,3
2210,324002.476649993,3
2211,315476.3782533941,3
2212,307452.4952689417,3
2213,299863.66755872546,3
2214,292692.1133401908,3
2215,285924.34941723867,3
2216,287818.4896554616,3
2217,290052.6185926257,3
2218,292584.6424688151,3
2219,295406.02495932335,3
2220,298507.34424010286,3
2221,291434.75133138546,3
2222,285019.7188174667,3
2223,279259.52634080703,3
2224,274162.2380426197,3
2225,269694.2215756137,3
2226,273291.8143804522,3
2227,277198.5384733145,3
2228,281369.5889135314,3
2229,285800.782852892,3
2230,290478.12954357994,3
2231,292419.72072846204,3
2232,294728.4607442862,3
2233,297390.3514423944,3
2234,300422.92332056,3
2235,303843.2572398553,3
2236,297845.30657340115,3
2237,292299.9532862679,3
2238,287087.40898203,3
2239,282182.00762866955,3
2240,277556.00798875804,3
2241,273006.4046916672,3
2242,268641.6005311106,3
2243,264580.3914313819,3
2244,260830.88966749198,3
2245,257390.51638972503,3
2246,254505.00469003367,3
2247,251812.7400284873,3
2248,249345.81423979806,3
2249,247092.8063771687,3
2250,245039.20498616277,3
2251,244993.3216119042,3
2252,245279.33351097885,3
2253,245749.96264883556,3
2254,246400.13814039112,3
2255,247248.37263759208,3
2256,235452.11761498053,3
2257,224702.45665631263,3
2258,214837.89747086336,3
2259,205797.1167676252,3
2260,197526.09412820762,3
2261,191564.99905506437,3
2262,186018.6775874614,3
2263,180774.37125832055,3
2264,175804.88232038062,3
2265,171085.48587958707,3
2266,174479.92494595947,3
2267,178143.6192854652,3
2268,182177.67274698915,3
2269,186615.59598896911,3
2270,191469.9427566373,3
2271,186649.90180823306,3
2272,182032.5775888117,3
2273,177663.61900047743,3
2274,173517.1838016611,3
2275,169577.01193829125,3
2276,172359.8454380554,3
2277,175617.5282519462,3
2278,179364.53627765898,3
2279,183630.71072018685,3
2280,188452.85199554058,3
2281,180329.35487414617,3
2282,172953.1240624083,3
2283,165965.8901467734,3
2284,159336.71686675775,3
2285,153032.8294487998,3
2286,151990.2756868301,3
2287,151026.72920918642,3
2288,150159.53827961,3
2289,149405.34714087343,3
2290,148756.8946648271,3
2291,153055.8271944913,3
2292,157484.1587180169,3
2293,162146.2856858194,3
2294,167043.98363598675,3
2295,172175.61010659244,3
2296,169655.3126088927,3
2297,167547.9359633143,3
2298,165651.85860903419,3
2299,163987.43400479018,3
2300,162556.45080438023,3
1750,NA,4
1751,NA,4
1752,NA,4
1753,NA,4
1754,NA,4
1755,NA,4
1756,NA,4
1757,NA,4
1758,NA,4
1759,NA,4
1760,NA,4
1761,NA,4
1762,NA,4
1763,NA,4
1764,NA,4
1765,NA,4
1766,NA,4
1767,NA,4
1768,NA,4
1769,NA,4
1770,NA,4
1771,NA,4
1772,NA,4
1773,NA,4
1774,NA,4
1775,NA,4
1776,NA,4
1777,NA,4
1778,NA,4
1779,NA,4
1780,NA,4
1781,NA,4
1782,NA,4
1783,NA,4
1784,NA,4
1785,NA,4
1786,NA,4
1787,NA,4
1788,NA,4
1789,NA,4
1790,NA,4
1791,NA,4
1792,NA,4
1793,NA,4
1794,NA,4
1795,NA,4
1796,NA,4
1797,NA,4
1798,NA,4
1799,NA,4
1800,NA,4
1801,NA,4
1802,NA,4
1803,NA,4
1804,NA,4
1805,NA,4
1806,NA,4
1807,NA,4
1808,NA,4
1809,NA,4
1810,NA,4
1811,NA,4
1812,NA,4
1813,NA,4
1814,NA,4
1815,NA,4
1816,NA,4
1817,NA,4
1818,NA,4
1819,NA,4
1820,NA,4
1821,NA,4
1822,NA,4
1823,NA,4
1824,NA,4
1825,NA,4
1826,NA,4
1827,NA,4
1828,NA,4
1829,NA,4
1830,NA,4
1831,NA,4
1832,NA,4
1833,NA,4
1834,NA,4
1835,NA,4
1836,NA,4
1837,NA,4
1838,NA,4
1839,NA,4
1840,NA,4
1841,NA,4
1842,NA,4
1843,NA,4
1844,NA,4
1845,NA,4
1846,NA,4
1847,NA,4
1848,NA,4
1849,NA,4
1850,NA,4
1851,NA,4
1852,NA,4
1853,NA,4
1854,NA,4
1855,NA,4
1856,NA,4
1857,NA,4
1858,NA,4
1859,NA,4
1860,NA,4
1861,NA,4
1862,NA,4
1863,NA,4
1864,NA,4
1865,NA,4
1866,NA,4
1867,NA,4
1868,NA,4
1869,NA,4
1870,NA,4
1871,NA,4
1872,NA,4
1873,NA,4
1874,NA,4
1875,NA,4
1876,NA,4
1877,NA,4
1878,NA,4
1879,NA,4
1880,NA,4
1881,NA,4
1882,NA,4
1883,NA,4
1884,NA,4
1885,NA,4
1886,NA,4
1887,NA,4
1888,NA,4
1889,NA,4
1890,NA,4
1891,NA,4
1892,NA,4
1893,NA,4
1894,NA,4
1895,NA,4
1896,NA,4
1897,NA,4
1898,NA,4
1899,NA,4
1900,NA,4
1901,NA,4
1902,NA,4
1903,NA,4
1904,NA,4
1905,NA,4
1906,NA,4
1907,NA,4
1908,NA,4
1909,NA,4
1910,NA,4
1911,NA,4
1912,NA,4
1913,NA,4
1914,NA,4
1915,NA,4
1916,NA,4
1917,NA,4
1918,NA,4
1919,NA,4
1920,NA,4
1921,NA,4
1922,NA,4
1923,NA,4
1924,NA,4
1925,NA,4
1926,NA,4
1927,NA,4
1928,NA,4
1929,NA,4
1930,NA,4
1931,NA,4
1932,NA,4
1933,NA,4
1934,NA,4
1935,NA,4
1936,NA,4
1937,NA,4
1938,NA,4
1939,NA,4
1940,NA,4
1941,NA,4
1942,NA,4
1943,NA,4
1944,NA,4
1945,NA,4
1946,NA,4
1947,NA,4
1948,NA,4
1949,NA,4
1950,NA,4
1951,NA,4
1952,NA,4
1953,NA,4
1954,NA,4
1955,NA,4
1956,NA,4
1957,NA,4
1958,NA,4
1959,NA,4
1960,NA,4
1961,NA,4
1962,NA,4
1963,NA,4
1964,NA,4
1965,NA,4
1966,NA,4
1967,NA,4
1968,NA,4
1969,NA,4
1970,NA,4
1971,NA,4
1972,NA,4
1973,NA,4
1974,NA,4
1975,NA,4
1976,NA,4
1977,NA,4
1978,NA,4
1979,NA,4
1980,NA,4
1981,NA,4
1982,NA,4
1983,NA,4
1984,NA,4
1985,NA,4
1986,NA,4
1987,NA,4
1988,NA,4
1989,NA,4
1990,NA,4
1991,NA,4
1992,NA,4
1993,NA,4
1994,NA,4
1995,NA,4
1996,NA,4
1997,NA,4
1998,NA,4
1999,NA,4
2000,NA,4
2001,NA,4
2002,NA,4
2003,NA,4
2004,NA,4
2005,NA,4
2006,NA,4
2007,NA,4
2008,NA,4
2009,NA,4
2010,NA,4
2011,NA,4
2012,NA,4
2013,NA,4
2014,NA,4
2015,NA,4
2016,NA,4
2017,NA,4
2018,NA,4
2019,NA,4
2020,117890.95221089602,4
2021,118871.68455581441,4
2022,119993.0673517508,4
2023,121261.8617800105,4
2024,122688.71197025444,4
2025,124287.61183981484,4
2026,132569.34353748287,4
2027,141481.01184783853,4
2028,151040.8793357541,4
2029,161295.07550743676,4
2030,172292.22291855369,4
2031,178238.3053757686,4
2032,184866.0540904879,4
2033,192073.69518305504,4
2034,199893.6765025786,4
2035,208383.69198719313,4
2036,214757.6651231802,4
2037,221675.09387796343,4
2038,229035.9702772365,4
2039,236869.06554311985,4
2040,245210.6962702084,4
2041,244470.63747544473,4
2042,244003.43665688616,4
2043,243686.27574721462,4
2044,243514.20613596946,4
2045,243474.9217887629,4
2046,252102.37011851746,4
2047,261546.67555628158,4
2048,271695.66576305305,4
2049,282648.0254497051,4
2050,294500.33066109807,4
2051,304096.9605140982,4
2052,314326.0538500598,4
2053,325144.62529979576,4
2054,336579.5530898867,4
2055,348654.5927278691,4
2056,360666.0793711453,4
2057,373574.64259007387,4
2058,387253.73395977623,4
2059,401749.4471695029,4
2060,417142.00806202507,4
2061,424000.02042388136,4
2062,431809.93129398423,4
2063,440277.7267497438,4
2064,449406.9465604062,4
2065,459206.9674097959,4
2066,466900.54076310794,4
2067,475190.0979934952,4
2068,484037.2891867572,4
2069,493506.7428797594,4
2070,503657.3788374884,4
2071,520557.95662511076,4
2072,538308.9608035325,4
2073,557011.8003416025,4
2074,576728.8436756785,4
2075,597520.4418244924,4
2076,618921.514230464,4
2077,641932.3126945858,4
2078,666393.3549366778,4
2079,692404.439656175,4
2080,720108.5628657162,4
2081,726654.1658990862,4
2082,734227.30815767,4
2083,742696.5889518504,4
2084,752104.4950784586,4
2085,762504.7789226309,4
2086,779240.7319499447,4
2087,796731.2369098,4
2088,815163.3553421975,4
2089,834489.1369163705,4
2090,854744.6523212042,4
2091,872218.626319179,4
2092,891647.846390998,4
2093,912796.1271998808,4
2094,935901.8034234729,4
2095,961072.2590278347,4
2096,1.0003860848968589e6,4
2097,1.0422408138439753e6,4
2098,1.0869164933838495e6,4
2099,1.1345537476768976e6,4
2100,1.185271151227312e6,4
2101,1.146054427116594e6,4
2102,1.1095211502439673e6,4
2103,1.0753563999514822e6,4
2104,1.0434646649266309e6,4
2105,1.0137827831765303e6,4
2106,979553.183380526,4
2107,947650.3020652545,4
2108,917527.7961472754,4
2109,889059.3619109376,4
2110,862122.295894217,4
2111,868122.9722001698,4
2112,875696.0390925083,4
2113,884802.084088716,4
2114,895538.4952488358,4
2115,907943.2339765208,4
2116,892738.2326003237,4
2117,878410.5002266524,4
2118,864899.0698104561,4
2119,852140.2788238091,4
2120,840040.9268217515,4
2121,856254.7134352564,4
2122,873398.6012353098,4
2123,891716.8539478845,4
2124,911364.4171463518,4
2125,932453.4007705527,4
2126,914501.5513308377,4
2127,897937.6675122123,4
2128,882490.7979637026,4
2129,868058.8372054206,4
2130,854516.6523309762,4
2131,864127.1583380959,4
2132,874656.6160745544,4
2133,886153.8900903151,4
2134,898692.7135507087,4
2135,912361.1355783995,4
2136,895323.3286699436,4
2137,881776.1627801291,4
2138,871590.0428596935,4
2139,864749.5069837848,4
2140,861289.6181860683,4
2141,849560.1814181128,4
2142,838065.3943591726,4
2143,827081.8217961671,4
2144,816638.3121716661,4
2145,806729.1183679472,4
2146,831300.0507178328,4
2147,857149.1037882123,4
2148,884402.8809391293,4
2149,913135.0794978783,4
2150,943385.855876487,4
2151,945190.1476547873,4
2152,947126.0729267333,4
2153,949591.822057438,4
2154,952598.2114440234,4
2155,956289.1618237696,4
2156,966587.9608092206,4
2157,977881.9920812236,4
2158,990322.9540284781,4
2159,1.0039483992649977e6,4
2160,1.01875413492052e6,4
2161,1.0215662600950161e6,4
2162,1.0260226564920589e6,4
2163,1.0314117206106756e6,4
2164,1.037740497025512e6,4
2165,1.0452437965667201e6,4
2166,1.0258626990978266e6,4
2167,1.0080360606618737e6,4
2168,992018.3455518056,4
2169,977656.1429973443,4
2170,964835.584218014,4
2171,977818.0265411302,4
2172,991481.2989630421,4
2173,1.0061904657463813e6,4
2174,1.0219906651487655e6,4
2175,1.039000749038111e6,4
2176,998074.2907165816,4
2177,959753.7046153154,4
2178,924086.9499526956,4
2179,890823.2799294044,4
2180,859735.0078868401,4
2181,818673.1061512558,4
2182,780404.6904960158,4
2183,744849.2042142431,4
2184,711749.3353438446,4
2185,680867.7270260105,4
2186,719344.9803722149,4
2187,760157.7384373947,4
2188,803841.4513080353,4
2189,850596.6054119274,4
2190,900746.5091268661,4
2191,924122.4609838253,4
2192,948248.2981475041,4
2193,973772.8465578033,4
2194,1.0007331847812646e6,4
2195,1.0291679162267391e6,4
2196,1.0601227026698655e6,4
2197,1.091930826166442e6,4
2198,1.1256374633092345e6,4
2199,1.1615413123236296e6,4
2200,1.1999013837513027e6,4
2201,1.2012374511379742e6,4
2202,1.2035136813775983e6,4
2203,1.2069006441807768e6,4
2204,1.2114088075931128e6,4
2205,1.217019151091472e6,4
2206,1.2387521354879118e6,4
2207,1.261044408669782e6,4
2208,1.2847208615814054e6,4
2209,1.309842061960689e6,4
2210,1.3365606142739733e6,4
2211,1.3710719254192715e6,4
2212,1.4089705777923348e6,4
2213,1.4501204723284242e6,4
2214,1.4947152692125617e6,4
2215,1.5429817344757123e6,4
2216,1.5681132946107504e6,4
2217,1.5939697120001067e6,4
2218,1.621706782566062e6,4
2219,1.6513039396509384e6,4
2220,1.682731286362248e6,4
2221,1.6986593611585072e6,4
2222,1.7156800141925937e6,4
2223,1.7344596018443312e6,4
2224,1.7553769675190337e6,4
2225,1.7784966617972343e6,4
2226,1.7726069340339277e6,4
2227,1.768425104123386e6,4
2228,1.7663372037067912e6,4
2229,1.7662246198894621e6,4
2230,1.7678949858906963e6,4
2231,1.7715999961091287e6,4
2232,1.777854330157369e6,4
2233,1.7857197746480196e6,4
2234,1.795339055133834e6,4
2235,1.8068545155670303e6,4
2236,1.78919147370098e6,4
2237,1.772882529617528e6,4
2238,1.7582156607391064e6,4
2239,1.7450795359254372e6,4
2240,1.7333399503785346e6,4
2241,1.768622390443271e6,4
2242,1.8060885949581917e6,4
2243,1.8463315295598968e6,4
2244,1.8896857505527392e6,4
2245,1.9364394962910176e6,4
2246,2.0176589009946054e6,4
2247,2.1028443941275566e6,4
2248,2.1926434406657997e6,4
2249,2.287304319166176e6,4
2250,2.387041120864798e6,4
2251,2.4340213668894963e6,4
2252,2.4869575160010075e6,4
2253,2.543781751508342e6,4
2254,2.6046738110189824e6,4
2255,2.670129241359842e6,4
2256,2.6199635436840607e6,4
2257,2.5731398741507255e6,4
2258,2.5301248899036474e6,4
2259,2.490711511593939e6,4
2260,2.454716245227154e6,4
2261,2.4829882443733052e6,4
2262,2.514116451987182e6,4
2263,2.5478627577066333e6,4
2264,2.5841851518046074e6,4
2265,2.6230613826438305e6,4
2266,2.649046592577222e6,4
2267,2.6772989586041546e6,4
2268,2.7090845647468707e6,4
2269,2.7447622883997383e6,4
2270,2.7843091133391988e6,4
2271,2.684953004574003e6,4
2272,2.5901595628800304e6,4
2273,2.5005194234059905e6,4
2274,2.4155082699172557e6,4
2275,2.3347580640984997e6,4
2276,2.2407754840659406e6,4
2277,2.1529798095868407e6,4
2278,2.0707714904797475e6,4
2279,1.9938445746217929e6,4
2280,1.9219440260981545e6,4
2281,1.9722021305482157e6,4
2282,2.0253388516886407e6,4
2283,2.082482964643368e6,4
2284,2.1437902668633196e6,4
2285,2.2093473620935683e6,4
2286,2.208354335810154e6,4
2287,2.209496697319125e6,4
2288,2.212803427871772e6,4
2289,2.2186505643312605e6,4
2290,2.227039460319736e6,4
2291,2.2658656844662e6,4
2292,2.306534022808061e6,4
2293,2.3498377452844162e6,4
2294,2.3956369826029465e6,4
2295,2.4437220523463646e6,4
2296,2.441473726228318e6,4
2297,2.4399930217363928e6,4
2298,2.4396029560290575e6,4
2299,2.440686012602728e6,4
2300,2.4433324008860434e6,4
1750,NA,5
1751,NA,5
1752,NA,5
1753,NA,5
1754,NA,5
1755,NA,5
1756,NA,5
1757,NA,5
1758,NA,5
1759,NA,5
1760,NA,5
1761,NA,5
1762,NA,5
1763,NA,5
1764,NA,5
1765,NA,5
1766,NA,5
1767,NA,5
1768,NA,5
1769,NA,5
1770,NA,5
1771,NA,5
1772,NA,5
1773,NA,5
1774,NA,5
1775,NA,5
1776,NA,5
1777,NA,5
1778,NA,5
1779,NA,5
1780,NA,5
1781,NA,5
1782,NA,5
1783,NA,5
1784,NA,5
1785,NA,5
1786,NA,5
1787,NA,5
1788,NA,5
1789,NA,5
1790,NA,5
1791,NA,5
1792,NA,5
1793,NA,5
1794,NA,5
1795,NA,5
1796,NA,5
1797,NA,5
1798,NA,5
1799,NA,5
1800,NA,5
1801,NA,5
1802,NA,5
1803,NA,5
1804,NA,5
1805,NA,5
1806,NA,5
1807,NA,5
1808,NA,5
1809,NA,5
1810,NA,5
1811,NA,5
1812,NA,5
1813,NA,5
1814,NA,5
1815,NA,5
1816,NA,5
1817,NA,5
1818,NA,5
1819,NA,5
1820,NA,5
1821,NA,5
1822,NA,5
1823,NA,5
1824,NA,5
1825,NA,5
1826,NA,5
1827,NA,5
1828,NA,5
1829,NA,5
1830,NA,5
1831,NA,5
1832,NA,5
1833,NA,5
1834,NA,5
1835,NA,5
1836,NA,5
1837,NA,5
1838,NA,5
1839,NA,5
1840,NA,5
1841,NA,5
1842,NA,5
1843,NA,5
1844,NA,5
1845,NA,5
1846,NA,5
1847,NA,5
1848,NA,5
1849,NA,5
1850,NA,5
1851,NA,5
1852,NA,5
1853,NA,5
1854,NA,5
1855,NA,5
1856,NA,5
1857,NA,5
1858,NA,5
1859,NA,5
1860,NA,5
1861,NA,5
1862,NA,5
1863,NA,5
1864,NA,5
1865,NA,5
1866,NA,5
1867,NA,5
1868,NA,5
1869,NA,5
1870,NA,5
1871,NA,5
1872,NA,5
1873,NA,5
1874,NA,5
1875,NA,5
1876,NA,5
1877,NA,5
1878,NA,5
1879,NA,5
1880,NA,5
1881,NA,5
1882,NA,5
1883,NA,5
1884,NA,5
1885,NA,5
1886,NA,5
1887,NA,5
1888,NA,5
1889,NA,5
1890,NA,5
1891,NA,5
1892,NA,5
1893,NA,5
1894,NA,5
1895,NA,5
1896,NA,5
1897,NA,5
1898,NA,5
1899,NA,5
1900,NA,5
1901,NA,5
1902,NA,5
1903,NA,5
1904,NA,5
1905,NA,5
1906,NA,5
1907,NA,5
1908,NA,5
1909,NA,5
1910,NA,5
1911,NA,5
1912,NA,5
1913,NA,5
1914,NA,5
1915,NA,5
1916,NA,5
1917,NA,5
1918,NA,5
1919,NA,5
1920,NA,5
1921,NA,5
1922,NA,5
1923,NA,5
1924,NA,5
1925,NA,5
1926,NA,5
1927,NA,5
1928,NA,5
1929,NA,5
1930,NA,5
1931,NA,5
1932,NA,5
1933,NA,5
1934,NA,5
1935,NA,5
1936,NA,5
1937,NA,5
1938,NA,5
1939,NA,5
1940,NA,5
1941,NA,5
1942,NA,5
1943,NA,5
1944,NA,5
1945,NA,5
1946,NA,5
1947,NA,5
1948,NA,5
1949,NA,5
1950,NA,5
1951,NA,5
1952,NA,5
1953,NA,5
1954,NA,5
1955,NA,5
1956,NA,5
1957,NA,5
1958,NA,5
1959,NA,5
1960,NA,5
1961,NA,5
1962,NA,5
1963,NA,5
1964,NA,5
1965,NA,5
1966,NA,5
1967,NA,5
1968,NA,5
1969,NA,5
1970,NA,5
1971,NA,5
1972,NA,5
1973,NA,5
1974,NA,5
1975,NA,5
1976,NA,5
1977,NA,5
1978,NA,5
1979,NA,5
1980,NA,5
1981,NA,5
1982,NA,5
1983,NA,5
1984,NA,5
1985,NA,5
1986,NA,5
1987,NA,5
1988,NA,5
1989,NA,5
1990,NA,5
1991,NA,5
1992,NA,5
1993,NA,5
1994,NA,5
1995,NA,5
1996,NA,5
1997,NA,5
1998,NA,5
1999,NA,5
2000,NA,5
2001,NA,5
2002,NA,5
2003,NA,5
2004,NA,5
2005,NA,5
2006,NA,5
2007,NA,5
2008,NA,5
2009,NA,5
2010,NA,5
2011,NA,5
2012,NA,5
2013,NA,5
2014,NA,5
2015,NA,5
2016,NA,5
2017,NA,5
2018,NA,5
2019,NA,5
2020,119470.03648879325,5
2021,118982.1045985642,5
2022,118601.25778280917,5
2023,118326.27028565979,5
2024,118157.36752256883,5
2025,118095.86642199429,5
2026,123279.49352791022,5
2027,128846.43648031184,5
2028,134793.54166362403,5
2029,141157.03855427576,5
2030,147977.45278890265,5
2031,146981.32220263654,5
2032,146215.65015379916,5
2033,145573.25991518877,5
2034,145050.06171475482,5
2035,144649.17084937435,5
2036,149161.4342627136,5
2037,153987.2748697832,5
2038,159018.36907657245,5
2039,164277.43404854435,5
2040,169779.55237037016,5
2041,172195.03665324094,5
2042,174892.62610257676,5
2043,177715.54405445597,5
2044,180666.945825598,5
2045,183747.21666842749,5
2046,196620.1518869654,5
2047,210786.37371113076,5
2048,226100.81248852174,5
2049,242677.72369607643,5
2050,260635.14140685048,5
2051,267360.02530075354,5
2052,274856.4157219559,5
2053,282872.9045279795,5
2054,291440.6340482808,5
2055,300591.55394707934,5
2056,310542.82309965935,5
2057,321351.57721002965,5
2058,332868.02426908497,5
2059,345144.3231820015,5
2060,358251.18849152204,5
2061,364498.14486856887,5
2062,371769.4205243106,5
2063,379622.3206412187,5
2064,388078.5277428921,5
2065,397163.66365609836,5
2066,405743.3478738633,5
2067,415358.4073423456,5
2068,425794.34114586056,5
2069,437139.83391188394,5
2070,449486.2380667115,5
2071,470107.9129914886,5
2072,492726.10123810486,5
2073,517179.3035615109,5
2074,543632.3171243613,5
2075,572263.2256968536,5
2076,582811.3966808112,5
2077,594588.1911049279,5
2078,607279.1512311207,5
2079,620948.8909833287,5
2080,635664.6036595799,5
2081,657572.5894188152,5
2082,680386.4782643011,5
2083,704527.5388012603,5
2084,730094.3613360829,5
2085,757200.4587437036,5
2086,767905.9254471064,5
2087,779512.7558211084,5
2088,791850.9214454166,5
2089,804927.7491115038,5
2090,818746.2033597012,5
2091,826468.4087949502,5
2092,835722.478262303,5
2093,845973.3534191013,5
2094,857316.0511108217,5
2095,869784.9766522637,5
2096,882901.4076516263,5
2097,898135.5911294827,5
2098,914540.1863635334,5
2099,932137.6282465368,5
2100,950943.8791524309,5
2101,954072.5503271187,5
2102,958143.8411061118,5
2103,962849.9338060679,5
2104,968215.1672231727,5
2105,974274.2521460042,5
2106,960255.4301462946,5
2107,948485.6953030814,5
2108,937884.3526990513,5
2109,928357.8706570541,5
2110,919817.5671755865,5
2111,946478.3525790812,5
2112,974079.7049773119,5
2113,1.0033677483313085e6,5
2114,1.0344771922807747e6,5
2115,1.0675158625881393e6,5
2116,1.0409097536112635e6,5
2117,1.0169687214232304e6,5
2118,994566.0127662835,5
2119,973563.294792926,5
2120,953822.1111347683,5
2121,981429.1162330282,5
2122,1.0105765355422192e6,5
2123,1.0415074886967366e6,5
2124,1.074372335152945e6,5
2125,1.109306955052282e6,5
2126,1.0956133526228617e6,5
2127,1.0839579048287706e6,5
2128,1.0735416223190855e6,5
2129,1.0643032545370185e6,5
2130,1.05617126418796e6,5
2131,1.0739553196078474e6,5
2132,1.0934002296235831e6,5
2133,1.114679180139096e6,5
2134,1.1379240192001564e6,5
2135,1.1632833173425808e6,5
2136,1.1465096985680994e6,5
2137,1.1317207026202457e6,5
2138,1.1177907023637234e6,5
2139,1.1046801194078177e6,5
2140,1.092342402600577e6,5
2141,1.0968801648012528e6,5
2142,1.104613208910534e6,5
2143,1.1131825948123718e6,5
2144,1.1226357727852375e6,5
2145,1.1330014988977013e6,5
2146,1.0935988508791006e6,5
2147,1.0557656337106868e6,5
2148,1.020567247733303e6,5
2149,987833.2623250685,5
2150,957390.4257907621,5
2151,937841.2830193959,5
2152,917885.1488318326,5
2153,898990.7091452986,5
2154,881124.7739185411,5
2155,864309.7188787608,5
