"time","energy_damage","trialnum"
1865,NA,3
1866,NA,3
1867,NA,3
1868,NA,3
1869,NA,3
1870,NA,3
1871,NA,3
1872,NA,3
1873,NA,3
1874,NA,3
1875,NA,3
1876,NA,3
1877,NA,3
1878,NA,3
1879,NA,3
1880,NA,3
1881,NA,3
1882,NA,3
1883,NA,3
1884,NA,3
1885,NA,3
1886,NA,3
1887,NA,3
1888,NA,3
1889,NA,3
1890,NA,3
1891,NA,3
1892,NA,3
1893,NA,3
1894,NA,3
1895,NA,3
1896,NA,3
1897,NA,3
1898,NA,3
1899,NA,3
1900,NA,3
1901,NA,3
1902,NA,3
1903,NA,3
1904,NA,3
1905,NA,3
1906,NA,3
1907,NA,3
1908,NA,3
1909,NA,3
1910,NA,3
1911,NA,3
1912,NA,3
1913,NA,3
1914,NA,3
1915,NA,3
1916,NA,3
1917,NA,3
1918,NA,3
1919,NA,3
1920,NA,3
1921,NA,3
1922,NA,3
1923,NA,3
1924,NA,3
1925,NA,3
1926,NA,3
1927,NA,3
1928,NA,3
1929,NA,3
1930,NA,3
1931,NA,3
1932,NA,3
1933,NA,3
1934,NA,3
1935,NA,3
1936,NA,3
1937,NA,3
1938,NA,3
1939,NA,3
1940,NA,3
1941,NA,3
1942,NA,3
1943,NA,3
1944,NA,3
1945,NA,3
1946,NA,3
1947,NA,3
1948,NA,3
1949,NA,3
1950,NA,3
1951,NA,3
1952,NA,3
1953,NA,3
1954,NA,3
1955,NA,3
1956,NA,3
1957,NA,3
1958,NA,3
1959,NA,3
1960,NA,3
1961,NA,3
1962,NA,3
1963,NA,3
1964,NA,3
1965,NA,3
1966,NA,3
1967,NA,3
1968,NA,3
1969,NA,3
1970,NA,3
1971,NA,3
1972,NA,3
1973,NA,3
1974,NA,3
1975,NA,3
1976,NA,3
1977,NA,3
1978,NA,3
1979,NA,3
1980,NA,3
1981,NA,3
1982,NA,3
1983,NA,3
1984,NA,3
1985,NA,3
1986,NA,3
1987,NA,3
1988,NA,3
1989,NA,3
1990,NA,3
1991,NA,3
1992,NA,3
1993,NA,3
1994,NA,3
1995,NA,3
1996,NA,3
1997,NA,3
1998,NA,3
1999,NA,3
2000,NA,3
2001,NA,3
2002,NA,3
2003,NA,3
2004,NA,3
2005,NA,3
2006,NA,3
2007,NA,3
2008,NA,3
2009,NA,3
2010,NA,3
2011,NA,3
2012,NA,3
2013,NA,3
2014,NA,3
2015,NA,3
2016,NA,3
2017,NA,3
2018,NA,3
2019,NA,3
2020,6.8241193861919e10,3
2021,7.117640398122267e10,3
2022,7.443409170364084e10,3
2023,7.795141188369891e10,3
2024,8.162503263515924e10,3
2025,8.531691740676216e10,3
2026,8.526669651720071e10,3
2027,8.511404669122173e10,3
2028,8.497683671861426e10,3
2029,8.490525492524199e10,3
2030,8.496210240631581e10,3
2031,8.544624173634386e10,3
2032,8.613052122835243e10,3
2033,8.709380961392007e10,3
2034,8.841336891135992e10,3
2035,8.994459310344891e10,3
2036,9.429785892014786e10,3
2037,9.886647027937375e10,3
2038,1.03621994883836e11,3
2039,1.0856467425052087e11,3
2040,1.1364458247061566e11,3
2041,1.1888712540198021e11,3
2042,1.2454159721513065e11,3
2043,1.3075414852803545e11,3
2044,1.3763802310604932e11,3
2045,1.4539336190042508e11,3
2046,1.513738302967741e11,3
2047,1.5797570760503275e11,3
2048,1.6506452028344846e11,3
2049,1.7237961257328323e11,3
2050,1.7979391239334494e11,3
2051,1.7549406632688422e11,3
2052,1.7153034062844507e11,3
2053,1.6793751187452838e11,3
2054,1.648111558608591e11,3
2055,1.622690841238936e11,3
2056,1.619830345956549e11,3
2057,1.6194341900409064e11,3
2058,1.6201624118611734e11,3
2059,1.6222989299429144e11,3
2060,1.62447434125704e11,3
2061,1.662947245808984e11,3
2062,1.7036837458166742e11,3
2063,1.74806995422542e11,3
2064,1.797249661997985e11,3
2065,1.852202357793105e11,3
2066,1.9050685673261295e11,3
2067,1.9646238486115515e11,3
2068,2.0295100430437347e11,3
2069,2.0976692986907568e11,3
2070,2.1676936968759937e11,3
2071,2.195966564650252e11,3
2072,2.2266665723670682e11,3
2073,2.2613995190900635e11,3
2074,2.3003573869311438e11,3
2075,2.3441201391261267e11,3
2076,2.395147894504754e11,3
2077,2.4514366413450058e11,3
2078,2.514623330039434e11,3
2079,2.585325241567632e11,3
2080,2.662838734299858e11,3
2081,2.6641707663448215e11,3
2082,2.6664888283599295e11,3
2083,2.668836888390259e11,3
2084,2.6715029855521164e11,3
2085,2.6744078565840744e11,3
2086,2.749205429228159e11,3
2087,2.8282002558343024e11,3
2088,2.91256626759555e11,3
2089,3.003735246903939e11,3
2090,3.1035839853305646e11,3
2091,3.204612621830208e11,3
2092,3.31320145462269e11,3
2093,3.4261111076242365e11,3
2094,3.539532543670231e11,3
2095,3.6544161871228235e11,3
2096,3.675212823563181e11,3
2097,3.6968946935944464e11,3
2098,3.721083375144111e11,3
2099,3.749343534718972e11,3
2100,3.7838929196603503e11,3
2101,3.7519188583526044e11,3
2102,3.722818253743635e11,3
2103,3.695309560852123e11,3
2104,3.6688419693453033e11,3
2105,3.642214119100587e11,3
2106,3.7364999377919104e11,3
2107,3.8356386263228656e11,3
2108,3.941044533272832e11,3
2109,4.054364234998025e11,3
2110,4.177565790566619e11,3
2111,4.2444698216185693e11,3
2112,4.321128574513188e11,3
2113,4.403716322576494e11,3
2114,4.4904784954096735e11,3
2115,4.582273807632257e11,3
2116,4.6316125305406384e11,3
2117,4.683185250058861e11,3
2118,4.739110263206849e11,3
2119,4.800790238177631e11,3
2120,4.87101567592058e11,3
2121,4.998368576350954e11,3
2122,5.138522130879337e11,3
2123,5.2847481626823785e11,3
2124,5.435052959302222e11,3
2125,5.589462397662134e11,3
2126,5.429172272516114e11,3
2127,5.2787494690884125e11,3
2128,5.139783809729438e11,3
2129,5.013285578108897e11,3
2130,4.9012264788644415e11,3
2131,5.00291936899891e11,3
2132,5.1172115286863464e11,3
2133,5.239358213623359e11,3
2134,5.3672111557619293e11,3
2135,5.498317861609865e11,3
2136,5.666127283103049e11,3
2137,5.842304931342653e11,3
2138,6.030537984868333e11,3
2139,6.232139944111843e11,3
2140,6.449363410476532e11,3
2141,6.451907519813014e11,3
2142,6.465079071761635e11,3
2143,6.48470701518835e11,3
2144,6.508361787735616e11,3
2145,6.535400454272489e11,3
2146,6.800899706792882e11,3
2147,7.080422063070233e11,3
2148,7.376132733932987e11,3
2149,7.688804208278314e11,3
2150,8.021280281626841e11,3
2151,8.22334459443039e11,3
2152,8.441426568638022e11,3
2153,8.681047173797864e11,3
2154,8.9423701100781e11,3
2155,9.218279254199613e11,3
2156,9.038420559591694e11,3
2157,8.878369952226935e11,3
2158,8.735966836587709e11,3
2159,8.612133502016698e11,3
2160,8.509793507815913e11,3
2161,8.622162695770369e11,3
2162,8.748977717609929e11,3
2163,8.894648104245203e11,3
2164,9.059558099652601e11,3
2165,9.233120775208385e11,3
2166,8.941512483727781e11,3
2167,8.661077181990643e11,3
2168,8.389155387508468e11,3
2169,8.1303141897093e11,3
2170,7.886884325419791e11,3
2171,7.684985922687319e11,3
2172,7.501835903141549e11,3
2173,7.339845214621647e11,3
2174,7.196657905882511e11,3
2175,7.067898281447847e11,3
2176,6.841913874138672e11,3
2177,6.631202327239115e11,3
2178,6.433307106267365e11,3
2179,6.249340513846218e11,3
2180,6.080145070792129e11,3
2181,6.071521722673469e11,3
2182,6.07025413236515e11,3
2183,6.076935493654401e11,3
2184,6.092636777625975e11,3
2185,6.118749457739386e11,3
2186,6.30230813068963e11,3
2187,6.499963045662598e11,3
2188,6.709160571912383e11,3
2189,6.930724286423918e11,3
2190,7.161166777748148e11,3
2191,7.19082824921913e11,3
2192,7.223483058068118e11,3
2193,7.262052798334857e11,3
2194,7.308104195845345e11,3
2195,7.363165510194862e11,3
2196,7.453181365429253e11,3
2197,7.55575652603784e11,3
2198,7.667710765898804e11,3
2199,7.783337663950433e11,3
2200,7.899482318687188e11,3
2201,7.975340794703851e11,3
2202,8.051521894022377e11,3
2203,8.131434461103804e11,3
2204,8.214851588581847e11,3
2205,8.302712890919061e11,3
2206,8.283400471428274e11,3
2207,8.273892266331326e11,3
2208,8.277031023936666e11,3
2209,8.293459005383889e11,3
2210,8.321384738514783e11,3
2211,8.121644048080592e11,3
2212,7.929358606398269e11,3
2213,7.743061910429718e11,3
2214,7.563126044513562e11,3
2215,7.389402226827294e11,3
2216,7.461112162543761e11,3
2217,7.541294501320371e11,3
2218,7.631811265585978e11,3
2219,7.734720904865121e11,3
2220,7.852373101468726e11,3
2221,7.728115706508992e11,3
2222,7.625981195914731e11,3
2223,7.539937857046809e11,3
2224,7.464180475349052e11,3
2225,7.400044719735662e11,3
2226,7.556125905352925e11,3
2227,7.720488167934912e11,3
2228,7.895448682466879e11,3
2229,8.083602105796475e11,3
2230,8.289373527283671e11,3
2231,8.404255980782788e11,3
2232,8.534038754218252e11,3
2233,8.677788862120024e11,3
2234,8.833339439867764e11,3
2235,8.998902228184127e11,3
2236,8.864836270953524e11,3
2237,8.737508211164816e11,3
2238,8.619662014991447e11,3
2239,8.512225304541268e11,3
2240,8.416725772809152e11,3
2241,8.253248700385828e11,3
2242,8.107530651849333e11,3
2243,7.973398598026956e11,3
2244,7.846348596493608e11,3
2245,7.723962146592671e11,3
2246,7.615720688182062e11,3
2247,7.513317239783202e11,3
2248,7.41786305274187e11,3
2249,7.329445456572286e11,3
2250,7.248779527846954e11,3
2251,7.232024339944557e11,3
2252,7.223284910926473e11,3
2253,7.224070498117977e11,3
2254,7.234522248411617e11,3
2255,7.25125751762077e11,3
2256,6.9085292407418e11,3
2257,6.594005425985294e11,3
2258,6.30437873962423e11,3
2259,6.038666070416748e11,3
2260,5.795803813944558e11,3
2261,5.65325624044654e11,3
2262,5.518413543942235e11,3
2263,5.391710267994798e11,3
2264,5.2738490604584e11,3
2265,5.165441731471982e11,3
2266,5.331591738165594e11,3
2267,5.513076477386964e11,3
2268,5.706393155051726e11,3
2269,5.909857522111992e11,3
2270,6.125345078870571e11,3
2271,5.983142966055555e11,3
2272,5.847787720928542e11,3
2273,5.720478320450936e11,3
2274,5.603159259767072e11,3
2275,5.496436792180822e11,3
2276,5.652468820864355e11,3
2277,5.826784915439592e11,3
2278,6.018742710214298e11,3
2279,6.228796495825398e11,3
2280,6.457004565538146e11,3
2281,6.182520562014834e11,3
2282,5.922053066261152e11,3
2283,5.675556143972354e11,3
2284,5.443284040259947e11,3
2285,5.226137070026167e11,3
2286,5.190778820815641e11,3
2287,5.158728942318376e11,3
2288,5.1272900154984845e11,3
2289,5.093510541901631e11,3
2290,5.0583515889748444e11,3
2291,5.195903351102237e11,3
2292,5.338139321353119e11,3
2293,5.486452179317187e11,3
2294,5.643056951698308e11,3
2295,5.81089854054538e11,3
2296,5.731432284925846e11,3
2297,5.66247459970809e11,3
2298,5.6012134510868e11,3
2299,5.54422514004309e11,3
2300,5.4912069214441e11,3
1750,NA,4
1751,NA,4
1752,NA,4
1753,NA,4
1754,NA,4
1755,NA,4
1756,NA,4
1757,NA,4
1758,NA,4
1759,NA,4
1760,NA,4
1761,NA,4
1762,NA,4
1763,NA,4
1764,NA,4
1765,NA,4
1766,NA,4
1767,NA,4
1768,NA,4
1769,NA,4
1770,NA,4
1771,NA,4
1772,NA,4
1773,NA,4
1774,NA,4
1775,NA,4
1776,NA,4
1777,NA,4
1778,NA,4
1779,NA,4
1780,NA,4
1781,NA,4
1782,NA,4
1783,NA,4
1784,NA,4
1785,NA,4
1786,NA,4
1787,NA,4
1788,NA,4
1789,NA,4
1790,NA,4
1791,NA,4
1792,NA,4
1793,NA,4
1794,NA,4
1795,NA,4
1796,NA,4
1797,NA,4
1798,NA,4
1799,NA,4
1800,NA,4
1801,NA,4
1802,NA,4
1803,NA,4
1804,NA,4
1805,NA,4
1806,NA,4
1807,NA,4
1808,NA,4
1809,NA,4
1810,NA,4
1811,NA,4
1812,NA,4
1813,NA,4
1814,NA,4
1815,NA,4
1816,NA,4
1817,NA,4
1818,NA,4
1819,NA,4
1820,NA,4
1821,NA,4
1822,NA,4
1823,NA,4
1824,NA,4
1825,NA,4
1826,NA,4
1827,NA,4
1828,NA,4
1829,NA,4
1830,NA,4
1831,NA,4
1832,NA,4
1833,NA,4
1834,NA,4
1835,NA,4
1836,NA,4
1837,NA,4
1838,NA,4
1839,NA,4
1840,NA,4
1841,NA,4
1842,NA,4
1843,NA,4
1844,NA,4
1845,NA,4
1846,NA,4
1847,NA,4
1848,NA,4
1849,NA,4
1850,NA,4
1851,NA,4
1852,NA,4
1853,NA,4
1854,NA,4
1855,NA,4
1856,NA,4
1857,NA,4
1858,NA,4
1859,NA,4
1860,NA,4
1861,NA,4
1862,NA,4
1863,NA,4
1864,NA,4
1865,NA,4
1866,NA,4
1867,NA,4
1868,NA,4
1869,NA,4
1870,NA,4
1871,NA,4
1872,NA,4
1873,NA,4
1874,NA,4
1875,NA,4
1876,NA,4
1877,NA,4
1878,NA,4
1879,NA,4
1880,NA,4
1881,NA,4
1882,NA,4
1883,NA,4
1884,NA,4
1885,NA,4
1886,NA,4
1887,NA,4
1888,NA,4
1889,NA,4
1890,NA,4
1891,NA,4
1892,NA,4
1893,NA,4
1894,NA,4
1895,NA,4
1896,NA,4
1897,NA,4
1898,NA,4
1899,NA,4
1900,NA,4
1901,NA,4
1902,NA,4
1903,NA,4
1904,NA,4
1905,NA,4
1906,NA,4
1907,NA,4
1908,NA,4
1909,NA,4
1910,NA,4
1911,NA,4
1912,NA,4
1913,NA,4
1914,NA,4
1915,NA,4
1916,NA,4
1917,NA,4
1918,NA,4
1919,NA,4
1920,NA,4
1921,NA,4
1922,NA,4
1923,NA,4
1924,NA,4
1925,NA,4
1926,NA,4
1927,NA,4
1928,NA,4
1929,NA,4
1930,NA,4
1931,NA,4
1932,NA,4
1933,NA,4
1934,NA,4
1935,NA,4
1936,NA,4
1937,NA,4
1938,NA,4
1939,NA,4
1940,NA,4
1941,NA,4
1942,NA,4
1943,NA,4
1944,NA,4
1945,NA,4
1946,NA,4
1947,NA,4
1948,NA,4
1949,NA,4
1950,NA,4
1951,NA,4
1952,NA,4
1953,NA,4
1954,NA,4
1955,NA,4
1956,NA,4
1957,NA,4
1958,NA,4
1959,NA,4
1960,NA,4
1961,NA,4
1962,NA,4
1963,NA,4
1964,NA,4
1965,NA,4
1966,NA,4
1967,NA,4
1968,NA,4
1969,NA,4
1970,NA,4
1971,NA,4
1972,NA,4
1973,NA,4
1974,NA,4
1975,NA,4
1976,NA,4
1977,NA,4
1978,NA,4
1979,NA,4
1980,NA,4
1981,NA,4
1982,NA,4
1983,NA,4
1984,NA,4
1985,NA,4
1986,NA,4
1987,NA,4
1988,NA,4
1989,NA,4
1990,NA,4
1991,NA,4
1992,NA,4
1993,NA,4
1994,NA,4
1995,NA,4
1996,NA,4
1997,NA,4
1998,NA,4
1999,NA,4
2000,NA,4
2001,NA,4
2002,NA,4
2003,NA,4
2004,NA,4
2005,NA,4
2006,NA,4
2007,NA,4
2008,NA,4
2009,NA,4
2010,NA,4
2011,NA,4
2012,NA,4
2013,NA,4
2014,NA,4
2015,NA,4
2016,NA,4
2017,NA,4
2018,NA,4
2019,NA,4
2020,8.699172365832092e10,4
2021,8.930134332118465e10,4
2022,9.187970467134479e10,4
2023,9.467317513156386e10,4
2024,9.75846180975487e10,4
2025,1.0048476535369057e11,4
2026,1.0886656016531099e11,4
2027,1.176667241884852e11,4
2028,1.2702909185499847e11,4
2029,1.3706369168630305e11,4
2030,1.4791435195691617e11,4
2031,1.5364541878112454e11,4
2032,1.6012859039485468e11,4
2033,1.6754763550478058e11,4
2034,1.7611467330331192e11,4
2035,1.8570117917042828e11,4
2036,1.942875372890374e11,4
2037,2.033496176446412e11,4
2038,2.1283127968226114e11,4
2039,2.2273420167362628e11,4
2040,2.3297370405331625e11,4
2041,2.3449410901429218e11,4
2042,2.361599912403044e11,4
2043,2.3814376438985458e11,4
2044,2.4054659328680276e11,4
2045,2.4356869659891672e11,4
2046,2.5913258067659866e11,4
2047,2.763846321143693e11,4
2048,2.952748486317234e11,4
2049,3.15551083195534e11,4
2050,3.371149452539646e11,4
2051,3.549974013321009e11,4
2052,3.739045096332579e11,4
2053,3.940547302228562e11,4
2054,4.158319490231063e11,4
2055,4.3976092689719086e11,4
2056,4.5784810817176984e11,4
2057,4.772199033480971e11,4
2058,4.9763583097377954e11,4
2059,5.191985535447335e11,4
2060,5.4160530679782825e11,4
2061,5.539436092814984e11,4
2062,5.667964963750941e11,4
2063,5.804765970484073e11,4
2064,5.952462019409618e11,4
2065,6.11325383231904e11,4
2066,6.315778043579873e11,4
2067,6.541826087404966e11,4
2068,6.78874534039636e11,4
2069,7.051751942575581e11,4
2070,7.327280229377244e11,4
2071,7.687778360915541e11,4
2072,8.06688686766017e11,4
2073,8.469909870627482e11,4
2074,8.898878334211539e11,4
2075,9.357007024637139e11,4
2076,9.875065637967101e11,4
2077,1.0435804467534369e12,4
2078,1.1048015309626816e12,4
2079,1.1718166790543733e12,4
2080,1.2448578532700151e12,4
2081,1.2820337941350376e12,4
2082,1.321365456214517e12,4
2083,1.3625783083783508e12,4
2084,1.4058232744350771e12,4
2085,1.451157136998812e12,4
2086,1.498172443107642e12,4
2087,1.5477617282995989e12,4
2088,1.6005430755539326e12,4
2089,1.6572670879006333e12,4
2090,1.718920302414772e12,4
2091,1.7867013793340715e12,4
2092,1.8618728603127695e12,4
2093,1.9434589113594053e12,4
2094,2.0301043486754678e12,4
2095,2.1223769524002822e12,4
2096,2.2514361634387114e12,4
2097,2.3888462346025986e12,4
2098,2.5360907065607505e12,4
2099,2.6948844842268794e12,4
2100,2.8676196088206772e12,4
2101,2.7811694509602324e12,4
2102,2.7002320043637104e12,4
2103,2.6250220392379526e12,4
2104,2.5548631863380015e12,4
2105,2.4888319865060986e12,4
2106,2.434247583034592e12,4
2107,2.382613924580136e12,4
2108,2.3342931972394106e12,4
2109,2.2896894700970854e12,4
2110,2.249255270973983e12,4
2111,2.2746223002642534e12,4
2112,2.3054599219147886e12,4
2113,2.3402259516713125e12,4
2114,2.3781391250595195e12,4
2115,2.419351833941485e12,4
2116,2.3862809079816577e12,4
2117,2.354258615019936e12,4
2118,2.323966131253092e12,4
2119,2.2958086500458203e12,4
2120,2.270623929386673e12,4
2121,2.3338118616765786e12,4
2122,2.402637738933616e12,4
2123,2.475115189455846e12,4
2124,2.5506118143932427e12,4
2125,2.629222837694253e12,4
2126,2.584935969991503e12,4
2127,2.542547633446881e12,4
2128,2.502694408915995e12,4
2129,2.4658607844082227e12,4
2130,2.4328992477299614e12,4
2131,2.4594658049214204e12,4
2132,2.4908920400487393e12,4
2133,2.525401738439245e12,4
2134,2.5620867964415596e12,4
2135,2.599912347683401e12,4
2136,2.5829733554549688e12,4
2137,2.5757165640723936e12,4
2138,2.579844363599344e12,4
2139,2.59644896949823e12,4
2140,2.62706268933671e12,4
2141,2.596916280774877e12,4
2142,2.5696139213631875e12,4
2143,2.543987549822131e12,4
2144,2.5192896067597935e12,4
2145,2.4952712953718896e12,4
2146,2.5805518335079663e12,4
2147,2.66993342950734e12,4
2148,2.76401507468031e12,4
2149,2.863038103287971e12,4
2150,2.9677809585495864e12,4
2151,3.0093733492176987e12,4
2152,3.0542539802593657e12,4
2153,3.103694699417241e12,4
2154,3.1576380216879863e12,4
2155,3.2142002879987124e12,4
2156,3.286657465656203e12,4
2157,3.3625084646407686e12,4
2158,3.4415416440295894e12,4
2159,3.5243644213146616e12,4
2160,3.612293984474323e12,4
2161,3.6304944400335903e12,4
2162,3.655756873602518e12,4
2163,3.689496198442432e12,4
2164,3.7320248171768135e12,4
2165,3.780542554018799e12,4
2166,3.7524411489550522e12,4
2167,3.7283449261542544e12,4
2168,3.707359491643714e12,4
2169,3.6908361057953623e12,4
2170,3.6796982422981074e12,4
2171,3.760924844767672e12,4
2172,3.8484514455266675e12,4
2173,3.943954704127846e12,4
2174,4.0475717773206455e12,4
2175,4.158414909469774e12,4
2176,4.0043917001235483e12,4
2177,3.858441281844333e12,4
2178,3.7192742676150483e12,4
2179,3.587085111035035e12,4
2180,3.462084179243862e12,4
2181,3.2744516507462344e12,4
2182,3.1019437991704863e12,4
2183,2.9434396519221675e12,4
2184,2.7980611241137847e12,4
2185,2.6650816949708335e12,4
2186,2.814843180818369e12,4
2187,2.9768192713528457e12,4
2188,3.150976475194169e12,4
2189,3.338337396707163e12,4
2190,3.538531709398912e12,4
2191,3.656651877094301e12,4
2192,3.7800263582211743e12,4
2193,3.9099253883268315e12,4
2194,4.047297243058638e12,4
2195,4.193176376943916e12,4
2196,4.3086541770191978e12,4
2197,4.435068672136997e12,4
2198,4.571771349429509e12,4
2199,4.716874475467971e12,4
2200,4.869272209068798e12,4
2201,4.885546731874332e12,4
2202,4.905584671813099e12,4
2203,4.930829381618501e12,4
2204,4.961259448773421e12,4
2205,4.997324707775391e12,4
2206,5.107866821103681e12,4
2207,5.227752801747745e12,4
2208,5.35897131837958e12,4
2209,5.502743519405038e12,4
2210,5.65921209999465e12,4
2211,5.764345267738335e12,4
2212,5.878163791618856e12,4
2213,6.00015335817902e12,4
2214,6.130684290476708e12,4
2215,6.269963004868139e12,4
2216,6.379807401140272e12,4
2217,6.499327665204348e12,4
2218,6.629969552843065e12,4
2219,6.773398454799986e12,4
2220,6.931613111248602e12,4
2221,7.045443065010604e12,4
2222,7.172231679240241e12,4
2223,7.309130584775601e12,4
2224,7.45265432816479e12,4
2225,7.603871546625166e12,4
2226,7.543669535310384e12,4
2227,7.493254823189085e12,4
2228,7.453884317709282e12,4
2229,7.426885099265462e12,4
2230,7.414713074020794e12,4
2231,7.41659216704134e12,4
2232,7.428012444225737e12,4
2233,7.448422917929199e12,4
2234,7.476602232153549e12,4
2235,7.511505311268474e12,4
2236,7.423949747055045e12,4
2237,7.343715752089872e12,4
2238,7.272399970049038e12,4
2239,7.210675089144023e12,4
2240,7.159645702950038e12,4
2241,7.348509081674071e12,4
2242,7.556612464936038e12,4
2243,7.781924583805714e12,4
2244,8.022736188532267e12,4
2245,8.278332130578532e12,4
2246,8.659010953410381e12,4
2247,9.059700646635406e12,4
2248,9.48276533410751e12,4
2249,9.929984641862576e12,4
2250,1.0403978048370965e13,4
2251,1.0694684984145611e13,4
2252,1.1014066601614732e13,4
2253,1.136605362737395e13,4
2254,1.175352714537383e13,4
2255,1.2175462052300064e13,4
2256,1.1914132985118803e13,4
2257,1.1674209663553625e13,4
2258,1.1452109412423254e13,4
2259,1.1246876065182967e13,4
2260,1.1057556730573918e13,4
2261,1.122384712952858e13,4
2262,1.1404268892820188e13,4
2263,1.1601123240600057e13,4
2264,1.181739151381953e13,4
2265,1.2056358893591111e13,4
2266,1.2258448996820727e13,4
2267,1.2484303862005562e13,4
2268,1.2727444161159738e13,4
2269,1.298401187617642e13,4
2270,1.325582389581077e13,4
2271,1.2814074095151986e13,4
2272,1.2393877294491193e13,4
2273,1.1996539677415404e13,4
2274,1.1624516632781033e13,4
2275,1.1278355881764447e13,4
2276,1.09018215738196e13,4
2277,1.0548964364938035e13,4
2278,1.0216056512060389e13,4
2279,9.901027231929799e12,4
2280,9.601522984210281e12,4
2281,9.931472251475027e12,4
2282,1.0284995168557477e13,4
2283,1.0665070712916627e13,4
2284,1.107559103161328e13,4
2285,1.1522231109920996e13,4
2286,1.1537569351358768e13,4
2287,1.1565435697420273e13,4
2288,1.1601838738550512e13,4
2289,1.16420411661515e13,4
2290,1.1687209022328857e13,4
2291,1.1814499116791379e13,4
2292,1.1950845145295486e13,4
2293,1.2098116687148547e13,4
2294,1.2259464808917176e13,4
2295,1.243915937137567e13,4
2296,1.2432751548325201e13,4
2297,1.2438761248051586e13,4
2298,1.2453033219886451e13,4
2299,1.2469834562517732e13,4
2300,1.2487930426374297e13,4
1750,NA,5
1751,NA,5
1752,NA,5
1753,NA,5
1754,NA,5
1755,NA,5
1756,NA,5
1757,NA,5
1758,NA,5
1759,NA,5
1760,NA,5
1761,NA,5
1762,NA,5
1763,NA,5
1764,NA,5
1765,NA,5
1766,NA,5
1767,NA,5
1768,NA,5
1769,NA,5
1770,NA,5
1771,NA,5
1772,NA,5
1773,NA,5
1774,NA,5
1775,NA,5
1776,NA,5
1777,NA,5
1778,NA,5
1779,NA,5
1780,NA,5
1781,NA,5
1782,NA,5
1783,NA,5
1784,NA,5
1785,NA,5
1786,NA,5
1787,NA,5
1788,NA,5
1789,NA,5
1790,NA,5
1791,NA,5
1792,NA,5
1793,NA,5
1794,NA,5
1795,NA,5
1796,NA,5
1797,NA,5
1798,NA,5
1799,NA,5
1800,NA,5
1801,NA,5
1802,NA,5
1803,NA,5
1804,NA,5
1805,NA,5
1806,NA,5
1807,NA,5
1808,NA,5
1809,NA,5
1810,NA,5
1811,NA,5
1812,NA,5
1813,NA,5
1814,NA,5
1815,NA,5
1816,NA,5
1817,NA,5
1818,NA,5
1819,NA,5
1820,NA,5
1821,NA,5
1822,NA,5
1823,NA,5
1824,NA,5
1825,NA,5
1826,NA,5
1827,NA,5
1828,NA,5
1829,NA,5
1830,NA,5
1831,NA,5
1832,NA,5
1833,NA,5
1834,NA,5
1835,NA,5
1836,NA,5
1837,NA,5
1838,NA,5
1839,NA,5
1840,NA,5
1841,NA,5
1842,NA,5
1843,NA,5
1844,NA,5
1845,NA,5
1846,NA,5
1847,NA,5
1848,NA,5
1849,NA,5
1850,NA,5
1851,NA,5
1852,NA,5
1853,NA,5
1854,NA,5
1855,NA,5
1856,NA,5
1857,NA,5
1858,NA,5
1859,NA,5
1860,NA,5
1861,NA,5
1862,NA,5
1863,NA,5
1864,NA,5
1865,NA,5
1866,NA,5
1867,NA,5
1868,NA,5
1869,NA,5
1870,NA,5
1871,NA,5
1872,NA,5
1873,NA,5
1874,NA,5
1875,NA,5
1876,NA,5
1877,NA,5
1878,NA,5
1879,NA,5
1880,NA,5
1881,NA,5
1882,NA,5
1883,NA,5
1884,NA,5
1885,NA,5
1886,NA,5
1887,NA,5
1888,NA,5
1889,NA,5
1890,NA,5
1891,NA,5
1892,NA,5
1893,NA,5
1894,NA,5
1895,NA,5
1896,NA,5
1897,NA,5
1898,NA,5
1899,NA,5
1900,NA,5
1901,NA,5
1902,NA,5
1903,NA,5
1904,NA,5
1905,NA,5
1906,NA,5
1907,NA,5
1908,NA,5
1909,NA,5
1910,NA,5
1911,NA,5
1912,NA,5
1913,NA,5
1914,NA,5
1915,NA,5
1916,NA,5
1917,NA,5
1918,NA,5
1919,NA,5
1920,NA,5
1921,NA,5
1922,NA,5
1923,NA,5
1924,NA,5
1925,NA,5
1926,NA,5
1927,NA,5
1928,NA,5
1929,NA,5
1930,NA,5
1931,NA,5
1932,NA,5
1933,NA,5
1934,NA,5
1935,NA,5
1936,NA,5
1937,NA,5
1938,NA,5
1939,NA,5
1940,NA,5
1941,NA,5
1942,NA,5
1943,NA,5
1944,NA,5
1945,NA,5
1946,NA,5
1947,NA,5
1948,NA,5
1949,NA,5
1950,NA,5
1951,NA,5
1952,NA,5
1953,NA,5
1954,NA,5
1955,NA,5
1956,NA,5
1957,NA,5
1958,NA,5
1959,NA,5
1960,NA,5
1961,NA,5
1962,NA,5
1963,NA,5
1964,NA,5
1965,NA,5
1966,NA,5
1967,NA,5
1968,NA,5
1969,NA,5
1970,NA,5
1971,NA,5
1972,NA,5
1973,NA,5
1974,NA,5
1975,NA,5
1976,NA,5
1977,NA,5
1978,NA,5
1979,NA,5
1980,NA,5
1981,NA,5
1982,NA,5
1983,NA,5
1984,NA,5
1985,NA,5
1986,NA,5
1987,NA,5
1988,NA,5
1989,NA,5
1990,NA,5
1991,NA,5
1992,NA,5
1993,NA,5
1994,NA,5
1995,NA,5
