"time","cromar_mortality_damage","trialnum"
1870,NA,3
1871,NA,3
1872,NA,3
1873,NA,3
1874,NA,3
1875,NA,3
1876,NA,3
1877,NA,3
1878,NA,3
1879,NA,3
1880,NA,3
1881,NA,3
1882,NA,3
1883,NA,3
1884,NA,3
1885,NA,3
1886,NA,3
1887,NA,3
1888,NA,3
1889,NA,3
1890,NA,3
1891,NA,3
1892,NA,3
1893,NA,3
1894,NA,3
1895,NA,3
1896,NA,3
1897,NA,3
1898,NA,3
1899,NA,3
1900,NA,3
1901,NA,3
1902,NA,3
1903,NA,3
1904,NA,3
1905,NA,3
1906,NA,3
1907,NA,3
1908,NA,3
1909,NA,3
1910,NA,3
1911,NA,3
1912,NA,3
1913,NA,3
1914,NA,3
1915,NA,3
1916,NA,3
1917,NA,3
1918,NA,3
1919,NA,3
1920,NA,3
1921,NA,3
1922,NA,3
1923,NA,3
1924,NA,3
1925,NA,3
1926,NA,3
1927,NA,3
1928,NA,3
1929,NA,3
1930,NA,3
1931,NA,3
1932,NA,3
1933,NA,3
1934,NA,3
1935,NA,3
1936,NA,3
1937,NA,3
1938,NA,3
1939,NA,3
1940,NA,3
1941,NA,3
1942,NA,3
1943,NA,3
1944,NA,3
1945,NA,3
1946,NA,3
1947,NA,3
1948,NA,3
1949,NA,3
1950,NA,3
1951,NA,3
1952,NA,3
1953,NA,3
1954,NA,3
1955,NA,3
1956,NA,3
1957,NA,3
1958,NA,3
1959,NA,3
1960,NA,3
1961,NA,3
1962,NA,3
1963,NA,3
1964,NA,3
1965,NA,3
1966,NA,3
1967,NA,3
1968,NA,3
1969,NA,3
1970,NA,3
1971,NA,3
1972,NA,3
1973,NA,3
1974,NA,3
1975,NA,3
1976,NA,3
1977,NA,3
1978,NA,3
1979,NA,3
1980,NA,3
1981,NA,3
1982,NA,3
1983,NA,3
1984,NA,3
1985,NA,3
1986,NA,3
1987,NA,3
1988,NA,3
1989,NA,3
1990,NA,3
1991,NA,3
1992,NA,3
1993,NA,3
1994,NA,3
1995,NA,3
1996,NA,3
1997,NA,3
1998,NA,3
1999,NA,3
2000,NA,3
2001,NA,3
2002,NA,3
2003,NA,3
2004,NA,3
2005,NA,3
2006,NA,3
2007,NA,3
2008,NA,3
2009,NA,3
2010,NA,3
2011,NA,3
2012,NA,3
2013,NA,3
2014,NA,3
2015,NA,3
2016,NA,3
2017,NA,3
2018,NA,3
2019,NA,3
2020,5.55262478010814e11,3
2021,5.765001487104075e11,3
2022,6.008842600210856e11,3
2023,6.280438136309656e11,3
2024,6.573190228121313e11,3
2025,6.878023085049727e11,3
2026,7.183063603067294e11,3
2027,7.046581396230581e11,3
2028,6.911055702731028e11,3
2029,6.780741764344359e11,3
2030,6.660580073084913e11,3
2031,7.195668259769847e11,3
2032,7.310898280084927e11,3
2033,7.448110148251523e11,3
2034,7.614166117627761e11,3
2035,7.796798224540361e11,3
2036,8.447683275600175e11,3
2037,8.747810636086536e11,3
2038,9.05532191921967e11,3
2039,9.37018430074516e11,3
2040,9.688096006184209e11,3
2041,1.0829795343240709e12,3
2042,1.1348869999827246e12,3
2043,1.1919755175715125e12,3
2044,1.255236943315411e12,3
2045,1.3264514951957122e12,3
2046,1.4731968395367224e12,3
2047,1.5384905623106028e12,3
2048,1.6096279823250378e12,3
2049,1.6841870540163396e12,3
2050,1.76103794648982e12,3
2051,1.877549624673558e12,3
2052,1.8641968839991953e12,3
2053,1.8517951937283374e12,3
2054,1.841712936814539e12,3
2055,1.8356073902160273e12,3
2056,1.7604454644082842e12,3
2057,1.724555231366397e12,3
2058,1.690245464570423e12,3
2059,1.65775416801937e12,3
2060,1.6256413400558464e12,3
2061,1.691698332397266e12,3
2062,1.7065432004060288e12,3
2063,1.7223121247728176e12,3
2064,1.7398213460385208e12,3
2065,1.7596357904320105e12,3
2066,1.8262210730738083e12,3
2067,1.8689473240401782e12,3
2068,1.915339552924129e12,3
2069,1.96331786857059e12,3
2070,2.0114666556679167e12,3
2071,2.023323425100043e12,3
2072,2.0121039779128604e12,3
2073,2.002665995715059e12,3
2074,1.995043830499357e12,3
2075,1.9895862158469421e12,3
2076,1.9876929182741191e12,3
2077,2.0155948369044294e12,3
2078,2.0487358542426265e12,3
2079,2.0874750536881157e12,3
2080,2.1310948700886228e12,3
2081,2.1286948118299822e12,3
2082,2.1397577700149836e12,3
2083,2.1499100849416443e12,3
2084,2.1593698043414595e12,3
2085,2.168053845280425e12,3
2086,2.2347042412206157e12,3
2087,2.318365475071414e12,3
2088,2.40767098879096e12,3
2089,2.503958282782118e12,3
2090,2.60898475397702e12,3
2091,2.681374796640656e12,3
2092,2.719240405093853e12,3
2093,2.758597568208543e12,3
2094,2.796307500144914e12,3
2095,2.83315035748265e12,3
2096,2.8923680354707827e12,3
2097,2.91236283540465e12,3
2098,2.9342981480558027e12,3
2099,2.959417637036401e12,3
2100,2.989485265585736e12,3
2101,2.9792364273592295e12,3
2102,2.9436115324851772e12,3
2103,2.908894346145298e12,3
2104,2.8746543511067305e12,3
2105,2.839960375856081e12,3
2106,2.8040721779533867e12,3
2107,2.8220788306991885e12,3
2108,2.8429730063756597e12,3
2109,2.867771726038565e12,3
2110,2.8976343335765107e12,3
2111,2.8310316290645537e12,3
2112,2.830743068556237e12,3
2113,2.832322808717308e12,3
2114,2.834393533106986e12,3
2115,2.837275905506573e12,3
2116,2.949156726169277e12,3
2117,3.0010402851156406e12,3
2118,3.0561448993805127e12,3
2119,3.115412304451705e12,3
2120,3.180711628896997e12,3
2121,3.2214647828656685e12,3
2122,3.272438974737752e12,3
2123,3.3260656476688647e12,3
2124,3.3810117136105527e12,3
2125,3.4372447780474526e12,3
2126,3.2566753790107524e12,3
2127,3.1713124150878e12,3
2128,3.092463759170752e12,3
2129,3.020734725431034e12,3
2130,2.957308314081472e12,3
2131,2.9678688614344097e12,3
2132,2.965433245320818e12,3
2133,2.9650179944478154e12,3
2134,2.965268448669816e12,3
2135,2.9647892925966387e12,3
2136,3.0605046267209688e12,3
2137,3.1172771211920996e12,3
2138,3.178505022878454e12,3
2139,3.2447118692855723e12,3
2140,3.316879297331581e12,3
2141,3.3570363053459956e12,3
2142,3.3604415556868965e12,3
2143,3.366390193314692e12,3
2144,3.3736081081167417e12,3
2145,3.381752832255845e12,3
2146,3.576235102298806e12,3
2147,3.740527113933063e12,3
2148,3.914198820165103e12,3
2149,4.097747721852109e12,3
2150,4.2927832327054414e12,3
2151,4.398602793434823e12,3
2152,4.478916562719703e12,3
2153,4.567169812704916e12,3
2154,4.6630033374131455e12,3
2155,4.762270010207991e12,3
2156,4.605960553865875e12,3
2157,4.445633871893502e12,3
2158,4.299701585833347e12,3
2159,4.168129645089587e12,3
2160,4.051817558540238e12,3
2161,4.14707230132126e12,3
2162,4.202421355207164e12,3
2163,4.2675057514624927e12,3
2164,4.3425135144340117e12,3
2165,4.422390535355453e12,3
2166,4.390691487828909e12,3
2167,4.2540428388375884e12,3
2168,4.1201661073613584e12,3
2169,3.9915189205915317e12,3
2170,3.869425601024347e12,3
2171,3.7614986805090728e12,3
2172,3.6052799140537573e12,3
2173,3.464069440964972e12,3
2174,3.3359427225861797e12,3
2175,3.2181827153924478e12,3
2176,3.0620132628889775e12,3
2177,2.962952883245742e12,3
2178,2.8697754140652397e12,3
2179,2.7829369136837363e12,3
2180,2.702772904390694e12,3
2181,2.758566219473289e12,3
2182,2.744109161946076e12,3
2183,2.734333853325838e12,3
2184,2.7297138829117476e12,3
2185,2.7308682995307056e12,3
2186,2.872050792877034e12,3
2187,2.9749032381682666e12,3
2188,3.085975577894195e12,3
2189,3.2061745378464824e12,3
2190,3.3344784650325435e12,3
2191,3.393972974842887e12,3
2192,3.3910524928336084e12,3
2193,3.3927919244819365e12,3
2194,3.399924841882017e12,3
2195,3.41316309137637e12,3
2196,3.591352358918574e12,3
2197,3.6554106454946655e12,3
2198,3.725402959211151e12,3
2199,3.798666082354509e12,3
2200,3.873743166801583e12,3
2201,3.941014236793781e12,3
2202,3.9602928861068447e12,3
2203,3.9818233755318306e12,3
2204,4.0055024860050015e12,3
2205,4.0317983821032075e12,3
2206,4.035427504529274e12,3
2207,4.0044325189619663e12,3
2208,3.979224677889951e12,3
2209,3.9599552868774917e12,3
2210,3.945608626005974e12,3
2211,3.9193900892931743e12,3
2212,3.8360980418011855e12,3
2213,3.7549993712211846e12,3
2214,3.676257326059929e12,3
2215,3.599782196948625e12,3
2216,3.69076456878868e12,3
2217,3.75324569299434e12,3
2218,3.8220094424982744e12,3
2219,3.8981292018370527e12,3
2220,3.98285566042534e12,3
2221,3.9108487930914775e12,3
2222,3.8383958310154795e12,3
2223,3.7705420268824395e12,3
2224,3.704294952664935e12,3
2225,3.6402477474125815e12,3
2226,3.714890597466469e12,3
2227,3.751215495840424e12,3
2228,3.7912111027766504e12,3
2229,3.8359772994447783e12,3
2230,3.8874177366485283e12,3
2231,3.971651956961959e12,3
2232,4.0393316224714907e12,3
2233,4.1121390179588535e12,3
2234,4.1891272371839497e12,3
2235,4.2695216912759844e12,3
2236,4.2747368793832524e12,3
2237,4.201747002733712e12,3
2238,4.1334680278248774e12,3
2239,4.07038629770215e12,3
2240,4.0132607908548174e12,3
2241,3.863948027373478e12,3
2242,3.824642011713895e12,3
2243,3.7895464052424893e12,3
2244,3.756632892573352e12,3
2245,3.724813552577985e12,3
2246,3.6464431389373403e12,3
2247,3.6198491111499355e12,3
2248,3.59491528335976e12,3
2249,3.5717758217185723e12,3
2250,3.550869884659604e12,3
2251,3.724790452240816e12,3
2252,3.7701709942863003e12,3
2253,3.820860985159105e12,3
2254,3.877217123816206e12,3
2255,3.9376899957411357e12,3
2256,3.8209615329780093e12,3
2257,3.6114942443806284e12,3
2258,3.41525602895817e12,3
2259,3.2315447719701396e12,3
2260,3.0595990960150684e12,3
2261,3.057242543555624e12,3
2262,2.9754801518040337e12,3
2263,2.8996621555387485e12,3
2264,2.8300454910570156e12,3
2265,2.766848262838091e12,3
2266,2.7869267874324746e12,3
2267,2.871264932366113e12,3
2268,2.960919242835474e12,3
2269,3.0549354175110996e12,3
2270,3.154207182514673e12,3
2271,3.0152421208241416e12,3
2272,2.947263784202217e12,3
2273,2.8827024486372856e12,3
2274,2.8225705570381987e12,3
2275,2.767194921064108e12,3
2276,2.8459548747606323e12,3
2277,2.91359824542126e12,3
2278,2.987552309139376e12,3
2279,3.067815641898874e12,3
2280,3.1541666641135093e12,3
2281,3.33143204089891e12,3
2282,3.1902560353542695e12,3
2283,3.0573042586829697e12,3
2284,2.9326271476471553e12,3
2285,2.816634306852749e12,3
2286,2.7917759594396963e12,3
2287,2.7726456911249614e12,3
2288,2.754978248168966e12,3
2289,2.737185617071356e12,3
2290,2.719781109935458e12,3
2291,2.700615010922941e12,3
2292,2.783369422157917e12,3
2293,2.8702571413689077e12,3
2294,2.9625233303640693e12,3
2295,3.061817840783846e12,3
2296,3.210142852465604e12,3
2297,3.1470941792234673e12,3
2298,3.0877112649182627e12,3
2299,3.029952817296154e12,3
2300,2.9735282891804155e12,3
1750,NA,4
1751,NA,4
1752,NA,4
1753,NA,4
1754,NA,4
1755,NA,4
1756,NA,4
1757,NA,4
1758,NA,4
1759,NA,4
1760,NA,4
1761,NA,4
1762,NA,4
1763,NA,4
1764,NA,4
1765,NA,4
1766,NA,4
1767,NA,4
1768,NA,4
1769,NA,4
1770,NA,4
1771,NA,4
1772,NA,4
1773,NA,4
1774,NA,4
1775,NA,4
1776,NA,4
1777,NA,4
1778,NA,4
1779,NA,4
1780,NA,4
1781,NA,4
1782,NA,4
1783,NA,4
1784,NA,4
1785,NA,4
1786,NA,4
1787,NA,4
1788,NA,4
1789,NA,4
1790,NA,4
1791,NA,4
1792,NA,4
1793,NA,4
1794,NA,4
1795,NA,4
1796,NA,4
1797,NA,4
1798,NA,4
1799,NA,4
1800,NA,4
1801,NA,4
1802,NA,4
1803,NA,4
1804,NA,4
1805,NA,4
1806,NA,4
1807,NA,4
1808,NA,4
1809,NA,4
1810,NA,4
1811,NA,4
1812,NA,4
1813,NA,4
1814,NA,4
1815,NA,4
1816,NA,4
1817,NA,4
1818,NA,4
1819,NA,4
1820,NA,4
1821,NA,4
1822,NA,4
1823,NA,4
1824,NA,4
1825,NA,4
1826,NA,4
1827,NA,4
1828,NA,4
1829,NA,4
1830,NA,4
1831,NA,4
1832,NA,4
1833,NA,4
1834,NA,4
1835,NA,4
1836,NA,4
1837,NA,4
1838,NA,4
1839,NA,4
1840,NA,4
1841,NA,4
1842,NA,4
1843,NA,4
1844,NA,4
1845,NA,4
1846,NA,4
1847,NA,4
1848,NA,4
1849,NA,4
1850,NA,4
1851,NA,4
1852,NA,4
1853,NA,4
1854,NA,4
1855,NA,4
1856,NA,4
1857,NA,4
1858,NA,4
1859,NA,4
1860,NA,4
1861,NA,4
1862,NA,4
1863,NA,4
1864,NA,4
1865,NA,4
1866,NA,4
1867,NA,4
1868,NA,4
1869,NA,4
1870,NA,4
1871,NA,4
1872,NA,4
1873,NA,4
1874,NA,4
1875,NA,4
1876,NA,4
1877,NA,4
1878,NA,4
1879,NA,4
1880,NA,4
1881,NA,4
1882,NA,4
1883,NA,4
1884,NA,4
1885,NA,4
1886,NA,4
1887,NA,4
1888,NA,4
1889,NA,4
1890,NA,4
1891,NA,4
1892,NA,4
1893,NA,4
1894,NA,4
1895,NA,4
1896,NA,4
1897,NA,4
1898,NA,4
1899,NA,4
1900,NA,4
1901,NA,4
1902,NA,4
1903,NA,4
1904,NA,4
1905,NA,4
1906,NA,4
1907,NA,4
1908,NA,4
1909,NA,4
1910,NA,4
1911,NA,4
1912,NA,4
1913,NA,4
1914,NA,4
1915,NA,4
1916,NA,4
1917,NA,4
1918,NA,4
1919,NA,4
1920,NA,4
1921,NA,4
1922,NA,4
1923,NA,4
1924,NA,4
1925,NA,4
1926,NA,4
1927,NA,4
1928,NA,4
1929,NA,4
1930,NA,4
1931,NA,4
1932,NA,4
1933,NA,4
1934,NA,4
1935,NA,4
1936,NA,4
1937,NA,4
1938,NA,4
1939,NA,4
1940,NA,4
1941,NA,4
1942,NA,4
1943,NA,4
1944,NA,4
1945,NA,4
1946,NA,4
1947,NA,4
1948,NA,4
1949,NA,4
1950,NA,4
1951,NA,4
1952,NA,4
1953,NA,4
1954,NA,4
1955,NA,4
1956,NA,4
1957,NA,4
1958,NA,4
1959,NA,4
1960,NA,4
1961,NA,4
1962,NA,4
1963,NA,4
1964,NA,4
1965,NA,4
1966,NA,4
1967,NA,4
1968,NA,4
1969,NA,4
1970,NA,4
1971,NA,4
1972,NA,4
1973,NA,4
1974,NA,4
1975,NA,4
1976,NA,4
1977,NA,4
1978,NA,4
1979,NA,4
1980,NA,4
1981,NA,4
1982,NA,4
1983,NA,4
1984,NA,4
1985,NA,4
1986,NA,4
1987,NA,4
1988,NA,4
1989,NA,4
1990,NA,4
1991,NA,4
1992,NA,4
1993,NA,4
1994,NA,4
1995,NA,4
1996,NA,4
1997,NA,4
1998,NA,4
1999,NA,4
2000,NA,4
2001,NA,4
2002,NA,4
2003,NA,4
2004,NA,4
2005,NA,4
2006,NA,4
2007,NA,4
2008,NA,4
2009,NA,4
2010,NA,4
2011,NA,4
2012,NA,4
2013,NA,4
2014,NA,4
2015,NA,4
2016,NA,4
2017,NA,4
2018,NA,4
2019,NA,4
2020,6.45879352984317e11,4
2021,6.642540294489819e11,4
2022,6.841805740306781e11,4
2023,7.052184418706024e11,4
2024,7.265928912011046e11,4
2025,7.472841692728651e11,4
2026,8.260207798577661e11,4
2027,8.848913937624921e11,4
2028,9.467704010453314e11,4
2029,1.0123564510102407e12,4
2030,1.082565701837989e12,4
2031,1.246278451947091e12,4
2032,1.2837125193481328e12,4
2033,1.3270408876102922e12,4
2034,1.377708698984658e12,4
2035,1.4344430592326865e12,4
2036,1.6318378755353997e12,4
2037,1.7031457500832197e12,4
2038,1.7780404622151177e12,4
2039,1.8565518416222698e12,4
2040,1.937990681136564e12,4
2041,2.0810967136471646e12,4
2042,2.1070711415266946e12,4
2043,2.1356541441916157e12,4
2044,2.1677454903684966e12,4
2045,2.205151324061856e12,4
2046,2.528251328381306e12,4
2047,2.678496328648983e12,4
2048,2.8418452917160283e12,4
2049,3.0154203261953154e12,4
2050,3.1978340745864814e12,4
2051,3.3972907740370137e12,4
2052,3.524944050201305e12,4
2053,3.6583586385977334e12,4
2054,3.8004010924598774e12,4
2055,3.954957608989465e12,4
2056,4.3040462560591797e12,4
2057,4.4729579632721455e12,4
2058,4.653530095769965e12,4
2059,4.847215882507646e12,4
2060,5.051760850241359e12,4
2061,5.436012444075821e12,4
2062,5.532592952348956e12,4
2063,5.635787034599914e12,4
2064,5.7480507917468e12,4
2065,5.871385255598284e12,4
2066,6.059047048654993e12,4
2067,6.182759506360141e12,4
2068,6.322424505667133e12,4
2069,6.472804796244577e12,4
2070,6.630047212745474e12,4
2071,6.856212847476694e12,4
2072,7.165700054104924e12,4
2073,7.493423201293925e12,4
2074,7.840884401753927e12,4
2075,8.210590312178698e12,4
2076,8.876417457628473e12,4
2077,9.3487195324652e12,4
2078,9.864939030856053e12,4
2079,1.043076828758727e13,4
2080,1.1048236509993328e13,4
2081,1.1586120364210775e13,4
2082,1.1941518023199793e13,4
2083,1.2311425738075084e13,4
2084,1.2696790883333346e13,4
2085,1.3097665057641572e13,4
2086,1.3368536495272459e13,4
2087,1.3831841124251596e13,4
2088,1.4328816662837826e13,4
2089,1.4866791100109193e13,4
2090,1.5455319967001477e13,4
2091,1.6219622098255943e13,4
2092,1.660462781943395e13,4
2093,1.703105221804234e13,4
2094,1.7484866615782756e13,4
2095,1.796926716458138e13,4
2096,1.862718803695645e13,4
2097,1.948195777888213e13,4
2098,2.0397665741781004e13,4
2099,2.13860716585809e13,4
2100,2.2463686206901277e13,4
2101,2.181436945196924e13,4
2102,2.107444796477807e13,4
2103,2.0385781368676895e13,4
2104,1.9742240640151184e13,4
2105,1.913597574320519e13,4
2106,1.9021886526107098e13,4
2107,1.8520892000383992e13,4
2108,1.805108668073915e13,4
2109,1.761531933470922e13,4
2110,1.7216769724770785e13,4
2111,1.7658487106298938e13,4
2112,1.7945488908796918e13,4
2113,1.824951642945286e13,4
2114,1.856511307728991e13,4
2115,1.889404213147859e13,4
2116,1.8751228721974652e13,4
2117,1.8638714253314734e13,4
2118,1.8537037450138723e13,4
2119,1.8449765985898848e13,4
2120,1.8384043098399293e13,4
2121,1.877985575724385e13,4
2122,1.9220747749591203e13,4
2123,1.9692551604067887e13,4
2124,2.019111742255976e13,4
2125,2.0718325294807938e13,4
2126,2.049710414814256e13,4
2127,2.01362373357367e13,4
2128,1.9793708265126367e13,4
2129,1.9473523481079117e13,4
2130,1.918254696049267e13,4
2131,1.9406329602242492e13,4
2132,1.958191147575302e13,4
2133,1.9780044897408207e13,4
2134,1.9993436897995086e13,4
2135,2.021389443900175e13,4
2136,1.979442636436421e13,4
2137,1.9481214496912227e13,4
2138,1.9259786273994336e13,4
2139,1.912937112869898e13,4
2140,1.909283903954911e13,4
2141,1.8656986621478375e13,4
2142,1.846320169949436e13,4
2143,1.8283433120181684e13,4
2144,1.8112248665521207e13,4
2145,1.7947801904899688e13,4
2146,1.83771854826329e13,4
2147,1.8915102679824434e13,4
2148,1.948010125734369e13,4
2149,2.0073410301227746e13,4
2150,2.0699972696089152e13,4
2151,2.0457562626661727e13,4
2152,2.072810197796676e13,4
2153,2.1032975315367895e13,4
2154,2.1371681986797875e13,4
2155,2.1731407286473434e13,4
2156,2.203514093139252e13,4
2157,2.2415914763322332e13,4
2158,2.280919791832318e13,4
2159,2.321833908164402e13,4
2160,2.3651221621531867e13,4
2161,2.440147576118168e13,4
2162,2.456406168573732e13,4
2163,2.478190969303027e13,4
2164,2.5056580044210168e13,4
2165,2.5368732965480465e13,4
2166,2.4800248958675676e13,4
2167,2.4515028743820535e13,4
2168,2.424834469008093e13,4
2169,2.4008963491381203e13,4
2170,2.380268398504863e13,4
2171,2.382976571884537e13,4
2172,2.4328645251410684e13,4
2173,2.4879753606872805e13,4
2174,2.5484188570305855e13,4
2175,2.613666005231734e13,4
2176,2.4834481440139406e13,4
2177,2.3824249984247152e13,4
2178,2.2869888698158535e13,4
2179,2.197100408340621e13,4
2180,2.112742621474239e13,4
2181,1.9927660793649023e13,4
2182,1.9002895111448863e13,4
2183,1.815311681885792e13,4
2184,1.7373963357107084e13,4
2185,1.666197878528533e13,4
2186,1.7261718461349576e13,4
2187,1.820991921644227e13,4
2188,1.9228372399057023e13,4
2189,2.032295486491974e13,4
2190,2.149104138356006e13,4
2191,2.144248618226315e13,4
2192,2.2061217096392395e13,4
2193,2.2711694194448758e13,4
2194,2.3398809809938688e13,4
2195,2.412785725619661e13,4
2196,2.3931493238195555e13,4
2197,2.464641060290554e13,4
2198,2.541998757314737e13,4
2199,2.6242030654416035e13,4
2200,2.710670197122091e13,4
2201,2.687533273352529e13,4
2202,2.693217594411012e13,4
2203,2.70159632040421e13,4
2204,2.712663211011822e13,4
2205,2.7266731760048793e13,4
2206,2.696793089551226e13,4
2207,2.754717484877366e13,4
2208,2.817963946087037e13,4
2209,2.8870614775045355e13,4
2210,2.9619604748263543e13,4
2211,3.063658431638861e13,4
2212,3.133476540324222e13,4
2213,3.2084524598622062e13,4
2214,3.288902384222848e13,4
2215,3.3750670639722297e13,4
2216,3.3062660903051848e13,4
2217,3.3610332633557824e13,4
2218,3.4226959611098734e13,4
2219,3.49212097811245e13,4
2220,3.570349949036755e13,4
2221,3.5926523024109336e13,4
2222,3.655935039070064e13,4
2223,3.72429981261325e13,4
2224,3.795959599719616e13,4
2225,3.8714515496685055e13,4
2226,3.8157070552260484e13,4
2227,3.816585726525763e13,4
2228,3.823872447593158e13,4
2229,3.838286485341922e13,4
2230,3.861161961270344e13,4
2231,3.9920970777155195e13,4
2232,4.027560808817897e13,4
2233,4.069310475729756e13,4
2234,4.116845634874989e13,4
2235,4.169752277596067e13,4
2236,4.065764066508581e13,4
2237,4.014995013392455e13,4
2238,3.970133618094997e13,4
2239,3.931440098406401e13,4
2240,3.899416936090831e13,4
2241,3.928051232595505e13,4
2242,3.992804282126077e13,4
2243,4.065902745074723e13,4
2244,4.146024805308924e13,4
2245,4.23242880438404e13,4
2246,4.352110779363481e13,4
2247,4.526426034234499e13,4
2248,4.7094835712190195e13,4
2249,4.901953617374165e13,4
2250,5.104896654343948e13,4
2251,5.422526447757655e13,4
2252,5.536738982559326e13,4
2253,5.662617991339889e13,4
2254,5.801160065796184e13,4
2255,5.951395370700843e13,4
2256,5.833024790535472e13,4
2257,5.774450157469853e13,4
2258,5.722807243570626e13,4
2259,5.677822742619283e13,4
2260,5.6392277732906805e13,4
2261,5.7828999370050805e13,4
2262,5.911787626173839e13,4
2263,6.050347448869408e13,4
2264,6.200248912806522e13,4
2265,6.363357601331112e13,4
2266,6.375489361547023e13,4
2267,6.470854549438579e13,4
2268,6.572501665080002e13,4
2269,6.6784013018713336e13,4
2270,6.7894558680132164e13,4
2271,6.452657756187396e13,4
2272,6.2329400296077805e13,4
2273,6.024893379476501e13,4
2274,5.829738278515578e13,4
2275,5.647727841605624e13,4
2276,5.475025387858887e13,4
2277,5.277211347747426e13,4
2278,5.089729056425116e13,4
2279,4.911540359657019e13,4
2280,4.741475815384609e13,4
2281,4.734136814511447e13,4
2282,4.830377643249403e13,4
2283,4.935811032369138e13,4
2284,5.051827765852193e13,4
2285,5.1805443324561336e13,4
2286,5.207692662349935e13,4
2287,5.212253674667394e13,4
2288,5.221189381633636e13,4
2289,5.232350700543009e13,4
2290,5.2462489678611375e13,4
2291,5.2301750473671305e13,4
2292,5.303421952639692e13,4
2293,5.3814149044119445e13,4
2294,5.465591563586816e13,4
2295,5.557898917498847e13,4
2296,5.5426578732738086e13,4
2297,5.5398059846771664e13,4
2298,5.541536773793717e13,4
2299,5.545311657355955e13,4
2300,5.5506115077344836e13,4
1750,NA,5
1751,NA,5
1752,NA,5
1753,NA,5
1754,NA,5
1755,NA,5
1756,NA,5
1757,NA,5
1758,NA,5
1759,NA,5
1760,NA,5
1761,NA,5
1762,NA,5
1763,NA,5
1764,NA,5
1765,NA,5
1766,NA,5
1767,NA,5
1768,NA,5
1769,NA,5
1770,NA,5
1771,NA,5
1772,NA,5
1773,NA,5
1774,NA,5
1775,NA,5
1776,NA,5
1777,NA,5
1778,NA,5
1779,NA,5
1780,NA,5
1781,NA,5
1782,NA,5
1783,NA,5
1784,NA,5
1785,NA,5
1786,NA,5
1787,NA,5
1788,NA,5
1789,NA,5
1790,NA,5
1791,NA,5
1792,NA,5
1793,NA,5
1794,NA,5
1795,NA,5
1796,NA,5
1797,NA,5
1798,NA,5
1799,NA,5
1800,NA,5
1801,NA,5
1802,NA,5
1803,NA,5
1804,NA,5
1805,NA,5
1806,NA,5
1807,NA,5
1808,NA,5
1809,NA,5
1810,NA,5
1811,NA,5
1812,NA,5
1813,NA,5
1814,NA,5
1815,NA,5
1816,NA,5
1817,NA,5
1818,NA,5
1819,NA,5
1820,NA,5
1821,NA,5
1822,NA,5
1823,NA,5
1824,NA,5
1825,NA,5
1826,NA,5
1827,NA,5
1828,NA,5
1829,NA,5
1830,NA,5
1831,NA,5
1832,NA,5
1833,NA,5
1834,NA,5
1835,NA,5
1836,NA,5
1837,NA,5
1838,NA,5
1839,NA,5
1840,NA,5
1841,NA,5
1842,NA,5
1843,NA,5
1844,NA,5
1845,NA,5
1846,NA,5
1847,NA,5
1848,NA,5
1849,NA,5
1850,NA,5
1851,NA,5
1852,NA,5
1853,NA,5
1854,NA,5
1855,NA,5
1856,NA,5
1857,NA,5
1858,NA,5
1859,NA,5
1860,NA,5
1861,NA,5
1862,NA,5
1863,NA,5
1864,NA,5
1865,NA,5
1866,NA,5
1867,NA,5
1868,NA,5
1869,NA,5
1870,NA,5
1871,NA,5
1872,NA,5
1873,NA,5
1874,NA,5
1875,NA,5
1876,NA,5
1877,NA,5
1878,NA,5
1879,NA,5
1880,NA,5
1881,NA,5
1882,NA,5
1883,NA,5
1884,NA,5
1885,NA,5
1886,NA,5
1887,NA,5
1888,NA,5
1889,NA,5
1890,NA,5
1891,NA,5
1892,NA,5
1893,NA,5
1894,NA,5
1895,NA,5
1896,NA,5
1897,NA,5
1898,NA,5
1899,NA,5
1900,NA,5
1901,NA,5
1902,NA,5
1903,NA,5
1904,NA,5
1905,NA,5
1906,NA,5
1907,NA,5
1908,NA,5
1909,NA,5
1910,NA,5
1911,NA,5
1912,NA,5
1913,NA,5
1914,NA,5
1915,NA,5
1916,NA,5
1917,NA,5
1918,NA,5
1919,NA,5
1920,NA,5
1921,NA,5
1922,NA,5
1923,NA,5
1924,NA,5
1925,NA,5
1926,NA,5
1927,NA,5
1928,NA,5
1929,NA,5
1930,NA,5
1931,NA,5
1932,NA,5
1933,NA,5
1934,NA,5
1935,NA,5
1936,NA,5
1937,NA,5
1938,NA,5
1939,NA,5
1940,NA,5
1941,NA,5
1942,NA,5
1943,NA,5
1944,NA,5
1945,NA,5
1946,NA,5
1947,NA,5
1948,NA,5
1949,NA,5
1950,NA,5
1951,NA,5
1952,NA,5
1953,NA,5
1954,NA,5
1955,NA,5
1956,NA,5
1957,NA,5
1958,NA,5
1959,NA,5
1960,NA,5
1961,NA,5
1962,NA,5
1963,NA,5
1964,NA,5
1965,NA,5
1966,NA,5
1967,NA,5
1968,NA,5
1969,NA,5
1970,NA,5
1971,NA,5
1972,NA,5
1973,NA,5
1974,NA,5
1975,NA,5
1976,NA,5
1977,NA,5
1978,NA,5
1979,NA,5
1980,NA,5
1981,NA,5
1982,NA,5
1983,NA,5
1984,NA,5
1985,NA,5
1986,NA,5
1987,NA,5
1988,NA,5
1989,NA,5
1990,NA,5
1991,NA,5
