"time","net_cpc","trialnum"
2025,16864.03513214374,3
2026,16387.266127576255,3
2027,15952.288774174325,3
2028,15551.2123826341,3
2029,15181.891785740125,3
2030,14842.302663331022,3
2031,14716.27042059588,3
2032,14606.69095366762,3
2033,14507.887661885961,3
2034,14419.325741739962,3
2035,14341.29730689349,3
2036,14667.723000799386,3
2037,15021.671993846358,3
2038,15400.001978965509,3
2039,15803.635454301775,3
2040,16233.778749961415,3
2041,16720.201513631808,3
2042,17252.929023213856,3
2043,17826.45329883477,3
2044,18442.80290115155,3
2045,19103.868796888924,3
2046,19392.982328601476,3
2047,19724.96826337785,3
2048,20092.75960789476,3
2049,20499.350601012466,3
2050,20947.40223008889,3
2051,20432.62192334545,3
2052,19969.70536275754,3
2053,19541.79869933006,3
2054,19145.604119680032,3
2055,18778.012112494715,3
2056,18438.03592272719,3
2057,18115.70711342919,3
2058,17814.301507105898,3
2059,17532.832284971308,3
2060,17271.032969965177,3
2061,17323.34381718614,3
2062,17402.402315224415,3
2063,17503.327794339464,3
2064,17626.54789898259,3
2065,17772.72902939084,3
2066,18092.941044675987,3
2067,18432.628002517453,3
2068,18788.896176178703,3
2069,19166.34848660122,3
2070,19567.06494152071,3
2071,19423.544099265866,3
2072,19306.59043285896,3
2073,19213.29629240401,3
2074,19143.918690770442,3
2075,19098.612330980344,3
2076,19307.13672865063,3
2077,19533.639559202675,3
2078,19780.39366148742,3
2079,20047.890619273705,3
2080,20337.437925883853,3
2081,20196.603450570903,3
2082,20067.20089294723,3
2083,19950.70132189444,3
2084,19846.718791079384,3
2085,19755.134275062923,3
2086,20273.227520783767,3
2087,20816.022224350996,3
2088,21385.2335350444,3
2089,21981.351102182154,3
2090,22604.672882243074,3
2091,22860.395866569277,3
2092,23144.369679729163,3
2093,23455.490583083818,3
2094,23796.496614141757,3
2095,24167.577645903715,3
2096,24061.572323023953,3
2097,23972.70923051303,3
2098,23896.252212402887,3
2099,23831.080841389925,3
2100,23775.750156429927,3
2101,23226.62383295821,3
2102,22706.61099168823,3
2103,22212.69345648498,3
2104,21743.95023195872,3
2105,21299.872532696507,3
2106,21531.85254399692,3
2107,21778.12096977528,3
2108,22043.079533365682,3
2109,22326.55755957893,3
2110,22628.30532250949,3
2111,22684.772823289124,3
2112,22761.833363480466,3
2113,22867.283107295567,3
2114,23002.746157469282,3
2115,23168.748645753254,3
2116,23308.9172050045,3
2117,23473.759350553944,3
2118,23657.474769106055,3
2119,23859.906013153148,3
2120,24080.269483006414,3
2121,24243.91200312732,3
2122,24429.673781497368,3
2123,24641.52613673181,3
2124,24880.928283591467,3
2125,25148.443959014257,3
2126,24530.569343345273,3
2127,23956.471256892783,3
2128,23429.78809693102,3
2129,22947.225160590693,3
2130,22505.281179061316,3
2131,22651.98402949625,3
2132,22823.405067971267,3
2133,23021.0723557019,3
2134,23246.821438941006,3
2135,23502.677136286373,3
2136,23994.702616790233,3
2137,24524.400527094997,3
2138,25088.846937047703,3
2139,25689.804057437483,3
2140,26328.792677373774,3
2141,26187.79363963729,3
2142,26065.076687018984,3
2143,25958.626575121783,3
2144,25869.117749265733,3
2145,25796.47588920249,3
2146,26692.317023392985,3
2147,27644.425923866267,3
2148,28652.02666401671,3
2149,29718.34596364449,3
2150,30845.93305319351,3
2151,31569.108053955813,3
2152,32329.61951915744,3
2153,33125.00548453436,3
2154,33957.938247519094,3
2155,34834.60203113568,3
2156,34057.53141090351,3
2157,33388.875788827616,3
2158,32821.2017766207,3
2159,32348.157397606872,3
2160,31963.240335259736,3
2161,32211.627283481885,3
2162,32494.766969514552,3
2163,32806.91787088466,3
2164,33148.22683522045,3
2165,33523.920332362875,3
2166,32397.813382492775,3
2167,31349.59221911339,3
2168,30366.411579689335,3
2169,29441.400884883282,3
2170,28569.209173239673,3
2171,27764.18693221113,3
2172,27023.093884409485,3
2173,26334.88140096046,3
2174,25696.66129349979,3
2175,25106.95526004778,3
2176,24456.523885792645,3
2177,23858.923323938052,3
2178,23315.212473593976,3
2179,22820.697106281812,3
2180,22371.13910930668,3
2181,22328.89276377848,3
2182,22322.235378237718,3
2183,22344.75591778786,3
2184,22396.358913762906,3
2185,22476.877532690545,3
2186,23225.186450913367,3
2187,24027.280135061792,3
2188,24884.56124584971,3
2189,25801.159498677982,3
2190,26784.061671212796,3
2191,26865.09436783635,3
2192,26983.963775120228,3
2193,27133.85330635405,3
2194,27314.698810877788,3
2195,27526.55942541724,3
2196,28007.387526302333,3
2197,28524.431272839873,3
2198,29070.095357077833,3
2199,29649.61025875665,3
2200,30266.967891412205,3
2201,30511.269784504395,3
2202,30780.63604046389,3
2203,31068.990779443946,3
2204,31377.029808792413,3
2205,31704.79782772981,3
2206,31668.89412301466,3
2207,31663.523501757587,3
2208,31683.783319360653,3
2209,31729.926335178778,3
2210,31803.78780236396,3
2211,31139.58777990633,3
2212,30515.646306349972,3
2213,29926.087147490776,3
2214,29369.841547577482,3
2215,28846.23490162019,3
2216,29200.448190661133,3
2217,29590.861566722022,3
2218,30013.68952697059,3
2219,30468.507677899604,3
2220,30954.775289691617,3
2221,30383.859904983055,3
2222,29873.728459889186,3
2223,29425.19268484914,3
2224,29040.198259147186,3
2225,28716.266290428262,3
2226,29258.3380548156,3
2227,29837.901951739303,3
2228,30450.639734949073,3
2229,31096.548196182965,3
2230,31774.54088075013,3
2231,32158.625505679767,3
2232,32585.59630001127,3
2233,33054.53453382427,3
2234,33568.0111215089,3
2235,34128.58716843467,3
2236,33655.26634229025,3
2237,33225.507940665644,3
2238,32826.50731828615,3
2239,32455.964727567105,3
2240,32111.272858365188,3
2241,31766.335452193343,3
2242,31437.000111220488,3
2243,31137.602359280325,3
2244,30869.694752563097,3
2245,30633.579645632202,3
2246,30469.05298442062,3
2247,30324.06503981069,3
2248,30202.895859586162,3
2249,30104.616464063656,3
2250,30027.888654328603,3
2251,30227.435345888236,3
2252,30468.590234520252,3
2253,30733.7551088643,3
2254,31022.742589041518,3
2255,31338.338546327683,3
2256,30057.953283392035,3
2257,28891.413578041364,3
2258,27820.562963046912,3
2259,26839.73570307575,3
2260,25944.017415381233,3
2261,25359.223516271217,3
2262,24818.425228238957,3
2263,24307.664045431145,3
2264,23824.115712930157,3
2265,23365.188535442823,3
2266,24008.104227979507,3
2267,24696.23959115395,3
2268,25444.60691030834,3
2269,26259.137461668903,3
2270,27142.943584120017,3
2271,26666.645820454465,3
2272,26209.895721739904,3
2273,25779.916164797585,3
2274,25373.688308587098,3
2275,24989.496830279142,3
2276,25593.95793266259,3
2277,26276.495035822005,3
2278,27040.937554280797,3
2279,27893.526233173798,3
2280,28841.71495028253,3
2281,27836.13530585026,3
2282,26927.06388312369,3
2283,26061.02217005371,3
2284,25234.48374201434,3
2285,24443.481291525797,3
2286,24485.236944727254,3
2287,24538.434145170166,3
2288,24606.22334971064,3
2289,24691.74022745725,3
2290,24794.23533933907,3
2291,25731.805133631293,3
2292,26705.422468987097,3
2293,27733.6610631916,3
2294,28818.016869884264,3
2295,29959.41814042713,3
2296,29815.973271153463,3
2297,29739.502109516605,3
2298,29695.95243621805,3
2299,29690.058115791755,3
2300,29723.32293017837,3
1750,NA,4
1751,NA,4
1752,NA,4
1753,NA,4
1754,NA,4
1755,NA,4
1756,NA,4
1757,NA,4
1758,NA,4
1759,NA,4
1760,NA,4
1761,NA,4
1762,NA,4
1763,NA,4
1764,NA,4
1765,NA,4
1766,NA,4
1767,NA,4
1768,NA,4
1769,NA,4
1770,NA,4
1771,NA,4
1772,NA,4
1773,NA,4
1774,NA,4
1775,NA,4
1776,NA,4
1777,NA,4
1778,NA,4
1779,NA,4
1780,NA,4
1781,NA,4
1782,NA,4
1783,NA,4
1784,NA,4
1785,NA,4
1786,NA,4
1787,NA,4
1788,NA,4
1789,NA,4
1790,NA,4
1791,NA,4
1792,NA,4
1793,NA,4
1794,NA,4
1795,NA,4
1796,NA,4
1797,NA,4
1798,NA,4
1799,NA,4
1800,NA,4
1801,NA,4
1802,NA,4
1803,NA,4
1804,NA,4
1805,NA,4
1806,NA,4
1807,NA,4
1808,NA,4
1809,NA,4
1810,NA,4
1811,NA,4
1812,NA,4
1813,NA,4
1814,NA,4
1815,NA,4
1816,NA,4
1817,NA,4
1818,NA,4
1819,NA,4
1820,NA,4
1821,NA,4
1822,NA,4
1823,NA,4
1824,NA,4
1825,NA,4
1826,NA,4
1827,NA,4
1828,NA,4
1829,NA,4
1830,NA,4
1831,NA,4
1832,NA,4
1833,NA,4
1834,NA,4
1835,NA,4
1836,NA,4
1837,NA,4
1838,NA,4
1839,NA,4
1840,NA,4
1841,NA,4
1842,NA,4
1843,NA,4
1844,NA,4
1845,NA,4
1846,NA,4
1847,NA,4
1848,NA,4
1849,NA,4
1850,NA,4
1851,NA,4
1852,NA,4
1853,NA,4
1854,NA,4
1855,NA,4
1856,NA,4
1857,NA,4
1858,NA,4
1859,NA,4
1860,NA,4
1861,NA,4
1862,NA,4
1863,NA,4
1864,NA,4
1865,NA,4
1866,NA,4
1867,NA,4
1868,NA,4
1869,NA,4
1870,NA,4
1871,NA,4
1872,NA,4
1873,NA,4
1874,NA,4
1875,NA,4
1876,NA,4
1877,NA,4
1878,NA,4
1879,NA,4
1880,NA,4
1881,NA,4
1882,NA,4
1883,NA,4
1884,NA,4
1885,NA,4
1886,NA,4
1887,NA,4
1888,NA,4
1889,NA,4
1890,NA,4
1891,NA,4
1892,NA,4
1893,NA,4
1894,NA,4
1895,NA,4
1896,NA,4
1897,NA,4
1898,NA,4
1899,NA,4
1900,NA,4
1901,NA,4
1902,NA,4
1903,NA,4
1904,NA,4
1905,NA,4
1906,NA,4
1907,NA,4
1908,NA,4
1909,NA,4
1910,NA,4
1911,NA,4
1912,NA,4
1913,NA,4
1914,NA,4
1915,NA,4
1916,NA,4
1917,NA,4
1918,NA,4
1919,NA,4
1920,NA,4
1921,NA,4
1922,NA,4
1923,NA,4
1924,NA,4
1925,NA,4
1926,NA,4
1927,NA,4
1928,NA,4
1929,NA,4
1930,NA,4
1931,NA,4
1932,NA,4
1933,NA,4
1934,NA,4
1935,NA,4
1936,NA,4
1937,NA,4
1938,NA,4
1939,NA,4
1940,NA,4
1941,NA,4
1942,NA,4
1943,NA,4
1944,NA,4
1945,NA,4
1946,NA,4
1947,NA,4
1948,NA,4
1949,NA,4
1950,NA,4
1951,NA,4
1952,NA,4
1953,NA,4
1954,NA,4
1955,NA,4
1956,NA,4
1957,NA,4
1958,NA,4
1959,NA,4
1960,NA,4
1961,NA,4
1962,NA,4
1963,NA,4
1964,NA,4
1965,NA,4
1966,NA,4
1967,NA,4
1968,NA,4
1969,NA,4
1970,NA,4
1971,NA,4
1972,NA,4
1973,NA,4
1974,NA,4
1975,NA,4
1976,NA,4
1977,NA,4
1978,NA,4
1979,NA,4
1980,NA,4
1981,NA,4
1982,NA,4
1983,NA,4
1984,NA,4
1985,NA,4
1986,NA,4
1987,NA,4
1988,NA,4
1989,NA,4
1990,NA,4
1991,NA,4
1992,NA,4
1993,NA,4
1994,NA,4
1995,NA,4
1996,NA,4
1997,NA,4
1998,NA,4
1999,NA,4
2000,NA,4
2001,NA,4
2002,NA,4
2003,NA,4
2004,NA,4
2005,NA,4
2006,NA,4
2007,NA,4
2008,NA,4
2009,NA,4
2010,NA,4
2011,NA,4
2012,NA,4
2013,NA,4
2014,NA,4
2015,NA,4
2016,NA,4
2017,NA,4
2018,NA,4
2019,NA,4
2020,15206.440168544785,4
2021,15175.585314965481,4
2022,15160.146056149986,4
2023,15160.428048932963,4
2024,15177.183999115776,4
2025,15211.52317030073,4
2026,16084.67527078119,4
2027,17015.65580599861,4
2028,18004.567514023456,4
2029,19054.718690105004,4
2030,20169.503502811058,4
2031,20709.864968564598,4
2032,21317.723314125455,4
2033,21979.57402628482,4
2034,22697.50030789578,4
2035,23476.303818921693,4
2036,24050.28794385143,4
2037,24674.83289344846,4
2038,25337.654603838942,4
2039,26040.884702877232,4
2040,26787.385259916955,4
2041,26556.651790016484,4
2042,26354.777635104765,4
2043,26168.087850370288,4
2044,25995.791181729262,4
2045,25836.32338679354,4
2046,26643.6488181935,4
2047,27527.655585394332,4
2048,28475.31111621245,4
2049,29495.753861133737,4
2050,30597.69204974859,4
2051,31495.498111698536,4
2052,32450.427706829225,4
2053,33457.24569477321,4
2054,34517.91927931262,4
2055,35634.03881330366,4
2056,36788.22066665107,4
2057,38026.076702622544,4
2058,39333.8954692631,4
2059,40715.536755523986,4
2060,42178.23466019042,4
2061,42808.270627647595,4
2062,43528.70734078346,4
2063,44309.30260869225,4
2064,45149.866185282175,4
2065,46050.75840502427,4
2066,46795.19510703993,4
2067,47594.82866397044,4
2068,48445.49920134193,4
2069,49353.33031461161,4
2070,50323.82665756426,4
2071,52027.001277035335,4
2072,53812.17981233325,4
2073,55689.14147324332,4
2074,57663.72510818854,4
2075,59741.523544863565,4
2076,61929.74978970415,4
2077,64277.990884696614,4
2078,66770.091454249,4
2079,69415.78124274594,4
2080,72229.07679147928,4
2081,72959.44898555113,4
2082,73788.57073101796,4
2083,74703.27922952014,4
2084,75707.82415009184,4
2085,76807.5570223009,4
2086,78600.23368615843,4
2087,80467.20703709814,4
2088,82427.19907034241,4
2089,84475.18532268354,4
2090,86614.58553705027,4
2091,88495.88498953162,4
2092,90572.65748961143,4
2093,92820.9478818158,4
2094,95264.89111149737,4
2095,97915.26196657115,4
2096,102108.53694801555,4
2097,106569.79734055654,4
2098,111328.23332189856,4
2099,116398.8097560281,4
2100,121794.19400698967,4
2101,118009.05725160193,4
2102,114475.65298776509,4
2103,111163.85852645959,4
2104,108065.92049803367,4
2105,105177.27114574103,4
2106,101921.0143878659,4
2107,98879.92209973495,4
2108,95999.5154767778,4
2109,93268.67865850871,4
2110,90676.46736584666,4
2111,91539.14035826239,4
2112,92566.04775545756,4
2113,93754.06677682839,4
2114,95114.5079236938,4
2115,96652.39394181938,4
2116,95268.7189348509,4
2117,93965.35764798663,4
2118,92736.69040014318,4
2119,91576.71783586181,4
2120,90476.17020232363,4
2121,92410.93609235702,4
2122,94445.41254139929,4
2123,96606.09014635585,4
2124,98909.8955361213,4
2125,101369.13896302934,4
2126,99601.45393162576,4
2127,97969.89813804736,4
2128,96446.04218243757,4
2129,95019.68109096069,4
2130,93677.962713995,4
2131,94824.30822850225,4
2132,96066.214208992,4
2133,97409.02047257296,4
2134,98860.77117758275,4
2135,100431.05785389256,4
2136,98660.10205265667,4
2137,97261.27227865986,4
2138,96221.70872308628,4
2139,95540.9074758529,4
2140,95223.74143670723,4
2141,94026.63308782583,4
2142,92845.97476179551,4
2143,91712.72583446937,4
2144,90630.44915676615,4
2145,89598.85333502255,4
2146,92383.6211168912,4
2147,95305.6933674031,4
2148,98378.56896641468,4
2149,101609.79865487613,4
2150,105003.11979352053,4
2151,105085.31362942557,4
2152,105175.14542534972,4
2153,105316.69781924749,4
2154,105510.91054079613,4
2155,105773.41867240638,4
2156,106741.53317563799,4
2157,107810.11807052835,4
2158,108995.14842626207,4
2159,110299.90848767545,4
2160,111723.03721312706,4
2161,111836.17482406559,4
2162,112121.6081640551,4
2163,112500.68099792046,4
2164,112973.50999497026,4
2165,113564.91962230467,4
2166,111323.20956964199,4
2167,109248.05156826001,4
2168,107366.69736889556,4
2169,105662.09710212999,4
2170,104121.4923142809,4
2171,105350.54241655071,4
2172,106644.47038879096,4
2173,108041.96287549724,4
2174,109547.12546812887,4
2175,111171.89363262456,4
2176,106614.68789955984,4
2177,102345.4233548076,4
2178,98368.32222517779,4
2179,94655.756025829,4
2180,91182.66441779255,4
2181,86642.2413680418,4
2182,82412.0494125444,4
2183,78482.18201360841,4
2184,74824.15245745995,4
2185,71411.74493326398,4
2186,75220.51006729703,4
2187,79245.96500125312,4
2188,83541.13771687889,4
2189,88123.61485168259,4
2190,93023.35234725411,4
2191,95105.68273208055,4
2192,97246.31724087748,4
2193,99510.6379574658,4
2194,101900.78303200235,4
2195,104418.97847770668,4
2196,107175.19341469272,4
2197,109993.07702194004,4
2198,112976.46858123444,4
2199,116153.01852529625,4
2200,119545.96743578947,4
2201,119212.34304688775,4
2202,118969.34860582325,4
2203,118832.70204841757,4
2204,118802.14747469682,4
2205,118874.52586506287,4
2206,120460.99118052344,4
2207,122074.69507624282,4
2208,123793.82567878066,4
2209,125621.74275934784,4
2210,127570.41365261663,4
2211,130276.24417340255,4
2212,133272.33346044217,4
2213,136541.4960959136,4
2214,140097.68503470015,4
2215,143957.6059775619,4
2216,145606.14051017427,4
2217,147288.74568371483,4
2218,149110.05237667006,4
2219,151064.89028774074,4
2220,153147.19144384572,4
2221,153835.5153004049,4
2222,154604.78275181924,4
2223,155513.19297639508,4
2224,156592.07624715133,4
2225,157844.16010493058,4
2226,156556.41516631778,4
2227,155415.25385142842,4
2228,154452.24257077757,4
2229,153654.30966464512,4
2230,153002.15608771634,4
2231,152584.25473633528,4
2232,152363.84970343322,4
2233,152257.2094224631,4
2234,152273.806759287,4
2235,152422.72087190638,4
2236,150107.40474687648,4
2237,147922.7972316307,4
2238,145890.905306364,4
2239,144000.2630453738,4
2240,142237.7387800555,4
2241,144429.1202988999,4
2242,146769.69794576534,4
2243,149304.82290062984,4
2244,152058.1080534491,4
2245,155048.92436501948,4
2246,160678.66056620624,4
2247,166548.55208859933,4
2248,172704.03318432657,4
2249,179158.1051976211,4
2250,185920.63346070383,4
2251,188504.64128864856,4
2252,191508.28570092237,4
2253,194765.55586307537,4
2254,198285.20659241517,4
2255,202099.6075288553,4
2256,197267.32634705285,4
2257,192704.54476137875,4
2258,188442.92826349923,4
2259,184463.3250228888,4
2260,180748.51123580994,4
2261,181820.76765836967,4
2262,183078.339438598,4
2263,184500.50178878475,4
2264,186081.03840716003,4
2265,187815.21647429053,4
2266,188661.40096852797,4
2267,189647.46503438486,4
2268,190860.02024018863,4
2269,192320.16674268362,4
2270,194021.83844264827,4
2271,186125.6670235902,4
2272,178610.94415191715,4
2273,171513.82355133293,4
2274,164793.46253973947,4
2275,158420.3314185939,4
2276,151227.2108302024,4
2277,144520.2387861171,4
2278,138252.35724880613,4
2279,132396.91020997343,4
2280,126931.0815178899,4
2281,129529.14000103081,4
2282,132273.43037252573,4
2283,135233.752140811,4
2284,138415.36728468366,4
2285,141818.81508677008,4
2286,140901.37615833897,4
2287,140122.92825429683,4
2288,139482.84746420136,4
2289,139002.22519897044,4
2290,138678.26389409916,4
2291,140229.59003178283,4
2292,141866.6010797612,4
2293,143635.80979597123,4
2294,145525.8508614795,4
2295,147521.37215041567,4
2296,146531.09326918135,4
2297,145586.44090429915,4
2298,144705.8152506661,4
2299,143910.66540040774,4
2300,143204.76680278443,4
1750,NA,5
1751,NA,5
1752,NA,5
1753,NA,5
1754,NA,5
1755,NA,5
1756,NA,5
1757,NA,5
1758,NA,5
1759,NA,5
1760,NA,5
1761,NA,5
1762,NA,5
1763,NA,5
1764,NA,5
1765,NA,5
1766,NA,5
1767,NA,5
1768,NA,5
1769,NA,5
1770,NA,5
1771,NA,5
1772,NA,5
1773,NA,5
1774,NA,5
1775,NA,5
1776,NA,5
1777,NA,5
1778,NA,5
1779,NA,5
1780,NA,5
1781,NA,5
1782,NA,5
1783,NA,5
1784,NA,5
1785,NA,5
1786,NA,5
1787,NA,5
1788,NA,5
1789,NA,5
1790,NA,5
1791,NA,5
1792,NA,5
1793,NA,5
1794,NA,5
1795,NA,5
1796,NA,5
1797,NA,5
1798,NA,5
1799,NA,5
1800,NA,5
1801,NA,5
1802,NA,5
1803,NA,5
1804,NA,5
1805,NA,5
1806,NA,5
1807,NA,5
1808,NA,5
1809,NA,5
1810,NA,5
1811,NA,5
1812,NA,5
1813,NA,5
1814,NA,5
1815,NA,5
1816,NA,5
1817,NA,5
1818,NA,5
1819,NA,5
1820,NA,5
1821,NA,5
1822,NA,5
1823,NA,5
1824,NA,5
1825,NA,5
1826,NA,5
1827,NA,5
1828,NA,5
1829,NA,5
1830,NA,5
1831,NA,5
1832,NA,5
1833,NA,5
1834,NA,5
1835,NA,5
1836,NA,5
1837,NA,5
1838,NA,5
1839,NA,5
1840,NA,5
1841,NA,5
1842,NA,5
1843,NA,5
1844,NA,5
1845,NA,5
1846,NA,5
1847,NA,5
1848,NA,5
1849,NA,5
1850,NA,5
1851,NA,5
1852,NA,5
1853,NA,5
1854,NA,5
1855,NA,5
1856,NA,5
1857,NA,5
1858,NA,5
1859,NA,5
1860,NA,5
1861,NA,5
1862,NA,5
1863,NA,5
1864,NA,5
1865,NA,5
1866,NA,5
1867,NA,5
1868,NA,5
1869,NA,5
1870,NA,5
1871,NA,5
1872,NA,5
1873,NA,5
1874,NA,5
1875,NA,5
1876,NA,5
1877,NA,5
1878,NA,5
1879,NA,5
1880,NA,5
1881,NA,5
1882,NA,5
1883,NA,5
1884,NA,5
1885,NA,5
1886,NA,5
1887,NA,5
1888,NA,5
1889,NA,5
1890,NA,5
1891,NA,5
1892,NA,5
1893,NA,5
1894,NA,5
1895,NA,5
1896,NA,5
1897,NA,5
1898,NA,5
1899,NA,5
1900,NA,5
1901,NA,5
1902,NA,5
1903,NA,5
1904,NA,5
1905,NA,5
1906,NA,5
1907,NA,5
1908,NA,5
1909,NA,5
1910,NA,5
1911,NA,5
1912,NA,5
1913,NA,5
1914,NA,5
1915,NA,5
1916,NA,5
1917,NA,5
1918,NA,5
1919,NA,5
1920,NA,5
1921,NA,5
1922,NA,5
1923,NA,5
1924,NA,5
1925,NA,5
1926,NA,5
1927,NA,5
1928,NA,5
1929,NA,5
1930,NA,5
1931,NA,5
1932,NA,5
1933,NA,5
1934,NA,5
1935,NA,5
1936,NA,5
1937,NA,5
1938,NA,5
1939,NA,5
1940,NA,5
1941,NA,5
1942,NA,5
1943,NA,5
1944,NA,5
1945,NA,5
1946,NA,5
1947,NA,5
1948,NA,5
1949,NA,5
1950,NA,5
1951,NA,5
1952,NA,5
1953,NA,5
1954,NA,5
1955,NA,5
1956,NA,5
1957,NA,5
1958,NA,5
1959,NA,5
1960,NA,5
1961,NA,5
1962,NA,5
1963,NA,5
1964,NA,5
1965,NA,5
1966,NA,5
1967,NA,5
1968,NA,5
1969,NA,5
1970,NA,5
1971,NA,5
1972,NA,5
1973,NA,5
1974,NA,5
1975,NA,5
1976,NA,5
1977,NA,5
1978,NA,5
1979,NA,5
1980,NA,5
1981,NA,5
1982,NA,5
1983,NA,5
1984,NA,5
1985,NA,5
1986,NA,5
1987,NA,5
1988,NA,5
1989,NA,5
1990,NA,5
1991,NA,5
1992,NA,5
1993,NA,5
1994,NA,5
1995,NA,5
1996,NA,5
1997,NA,5
1998,NA,5
1999,NA,5
2000,NA,5
2001,NA,5
2002,NA,5
2003,NA,5
2004,NA,5
2005,NA,5
2006,NA,5
2007,NA,5
2008,NA,5
2009,NA,5
2010,NA,5
2011,NA,5
2012,NA,5
2013,NA,5
2014,NA,5
2015,NA,5
2016,NA,5
2017,NA,5
2018,NA,5
2019,NA,5
2020,15410.122046946939,5
2021,15202.274592613365,5
2022,15009.273959547125,5
2023,14830.57570617277,5
2024,14665.821454061552,5
2025,14514.785837701516,5
2026,15032.630221727572,5
2027,15586.714996226212,5
2028,16175.544842424388,5
2029,16802.324580422162,5
2030,17470.625980242705,5
2031,17233.14550293671,5
2032,17023.658481429928,5
2033,16829.225982469037,5
2034,16649.090920022223,5
2035,16483.328579020283,5
2036,16898.153768446376,5
2037,17341.485192501925,5
2038,17800.499693514725,5
2039,18277.24064097066,5
2040,18772.840191047024,5
2041,18945.644904566143,5
2042,19145.824020232838,5
2043,19355.800374232298,5
2044,19575.670637175404,5
2045,19805.22267157836,5
2046,21118.95915011212,5
2047,22560.30060813515,5
2048,24112.069822603647,5
2049,25784.829456780917,5
2050,27589.32475257998,5
2051,28233.899781531265,5
2052,28954.92875358453,5
2053,29725.280738386617,5
2054,30547.685663073677,5
2055,31424.90799337705,5
2056,32402.9650740623,5
2057,33464.83905568939,5
2058,34594.28291876643,5
2059,35796.099417977566,5
2060,37076.94642826298,5
2061,37682.037337555186,5
2062,38389.314496339604,5
2063,39152.61205703444,5
2064,39973.792625988484,5
2065,40855.09064587676,5
2066,41730.89913298494,5
2067,42710.55740079925,5
2068,43771.75996475434,5
2069,44923.35006278376,5
2070,46174.40035142824,5
2071,48296.245445091525,5
2072,50620.77074403635,5
2073,53130.99794995845,5
2074,55843.40267072272,5
2075,58775.74972204942,5
2076,59894.47414403791,5
2077,61137.01200756505,5
2078,62470.95633829643,5
2079,63902.80951834836,5
2080,65439.31071471674,5
2081,67734.9333171903,5
2082,70121.74411945244,5
2083,72642.7806757217,5
2084,75307.81710750106,5
2085,78128.11416253984,5
2086,79294.82505466075,5
2087,80552.48072341197,5
2088,81883.50325846557,5
2089,83288.59314017047,5
2090,84767.97749464079,5
2091,85689.94554484861,5
2092,86768.49579922762,5
2093,87948.44997831839,5
2094,89239.88054194844,5
2095,90646.5537145193,5
2096,92204.10182825987,5
2097,93983.84197430793,5
2098,95887.47549132556,5
2099,97917.74684855138,5
2100,100076.6933639647,5
2101,100623.31913842815,5
2102,101265.58013524073,5
2103,101971.38580123372,5
2104,102743.60095853636,5
2105,103586.19095408925,5
2106,102427.72161975571,5
2107,101495.66905583724,5
2108,100676.42008409604,5
2109,99961.1607288282,5
2110,99341.4471383512,5
2111,102542.45085740027,5
2112,105859.11567646051,5
2113,109373.20717377552,5
2114,113100.57181331798,5
2115,117054.21355406423,5
2116,114541.37684588408,5
2117,112298.7643716178,5
2118,110204.7771577235,5
2119,108245.9595229956,5
2120,106408.60780960706,5
2121,109903.19895987099,5
2122,113589.83949844867,5
2123,117497.38254671513,5
2124,121644.51762013265,5
2125,126048.4641114494,5
2126,124926.89226940867,5
2127,124025.52664926005,5
2128,123255.09571259106,5
2129,122610.04537969672,5
2130,122083.5231121718,5
2131,124577.49541569613,5
2132,127277.47808692533,5
2133,130205.6091421639,5
2134,133379.44215385913,5
2135,136818.68875088874,5
2136,135412.23199531113,5
2137,134223.30467427731,5
2138,133120.79898139922,5
2139,132101.25939510143,5
2140,131160.3108399584,5
2141,132265.7410285971,5
2142,133760.80072855862,5
2143,135363.41405706905,5
2144,137080.53044549946,5
2145,138916.88966840916,5
2146,134685.39043114125,5
2147,130604.37820912056,5
2148,126808.834117019,5
2149,123281.83755750793,5
2150,120005.7375460418,5
2151,118070.03027247761,5
2152,116060.54107700117,5
2153,114163.12630668009,5
2154,112375.31090265026,5
2155,110701.66044977505,5
2156,109354.17585445335,5
2157,108204.65448541008,5
2158,107190.90617617642,5
2159,106308.68649233658,5
2160,105552.48274098012,5
2161,100476.24408859831,5
2162,95670.90122304928,5
2163,91194.91513997682,5
2164,87024.100934648,5
2165,83144.53062591123,5
2166,84092.79811198091,5
2167,85218.86538731484,5
2168,86498.2442130498,5
2169,87928.13351130814,5
2170,89507.55203508965,5
2171,89528.80159118219,5
2172,89583.66269185967,5
2173,89701.43251870711,5
2174,89885.14010885777,5
2175,90140.9142893217,5
2176,86531.88097254529,5
2177,83150.57064527017,5
2178,79983.59842400042,5
2179,77016.22716121857,5
2180,74234.87153514015,5
2181,74010.96562070119,5
2182,73900.21211794684,5
2183,73868.71428051966,5
2184,73915.39158708563,5
2185,74039.09372773184,5
2186,74455.3823911322,5
2187,74956.82563893193,5
2188,75543.75010816408,5
2189,76219.42961322534,5
2190,76991.78020145175,5
2191,76424.85477724574,5
2192,75977.2825193744,5
2193,75591.3659155353,5
2194,75265.40145376167,5
2195,74997.92390061886,5
2196,75612.54415752886,5
2197,76364.08335048528,5
2198,77307.96648399015,5
2199,78457.10297828616,5
2200,79823.51535629391,5
2201,81354.60765384587,5
2202,83012.21813285575,5
2203,84790.73532150588,5
2204,86695.52384407145,5
2205,88731.40733687818,5
2206,89439.89383294844,5
