"time","total_damage","trialnum"
1880,NA,3
1881,NA,3
1882,NA,3
1883,NA,3
1884,NA,3
1885,NA,3
1886,NA,3
1887,NA,3
1888,NA,3
1889,NA,3
1890,NA,3
1891,NA,3
1892,NA,3
1893,NA,3
1894,NA,3
1895,NA,3
1896,NA,3
1897,NA,3
1898,NA,3
1899,NA,3
1900,NA,3
1901,NA,3
1902,NA,3
1903,NA,3
1904,NA,3
1905,NA,3
1906,NA,3
1907,NA,3
1908,NA,3
1909,NA,3
1910,NA,3
1911,NA,3
1912,NA,3
1913,NA,3
1914,NA,3
1915,NA,3
1916,NA,3
1917,NA,3
1918,NA,3
1919,NA,3
1920,NA,3
1921,NA,3
1922,NA,3
1923,NA,3
1924,NA,3
1925,NA,3
1926,NA,3
1927,NA,3
1928,NA,3
1929,NA,3
1930,NA,3
1931,NA,3
1932,NA,3
1933,NA,3
1934,NA,3
1935,NA,3
1936,NA,3
1937,NA,3
1938,NA,3
1939,NA,3
1940,NA,3
1941,NA,3
1942,NA,3
1943,NA,3
1944,NA,3
1945,NA,3
1946,NA,3
1947,NA,3
1948,NA,3
1949,NA,3
1950,NA,3
1951,NA,3
1952,NA,3
1953,NA,3
1954,NA,3
1955,NA,3
1956,NA,3
1957,NA,3
1958,NA,3
1959,NA,3
1960,NA,3
1961,NA,3
1962,NA,3
1963,NA,3
1964,NA,3
1965,NA,3
1966,NA,3
1967,NA,3
1968,NA,3
1969,NA,3
1970,NA,3
1971,NA,3
1972,NA,3
1973,NA,3
1974,NA,3
1975,NA,3
1976,NA,3
1977,NA,3
1978,NA,3
1979,NA,3
1980,NA,3
1981,NA,3
1982,NA,3
1983,NA,3
1984,NA,3
1985,NA,3
1986,NA,3
1987,NA,3
1988,NA,3
1989,NA,3
1990,NA,3
1991,NA,3
1992,NA,3
1993,NA,3
1994,NA,3
1995,NA,3
1996,NA,3
1997,NA,3
1998,NA,3
1999,NA,3
2000,NA,3
2001,NA,3
2002,NA,3
2003,NA,3
2004,NA,3
2005,NA,3
2006,NA,3
2007,NA,3
2008,NA,3
2009,NA,3
2010,NA,3
2011,NA,3
2012,NA,3
2013,NA,3
2014,NA,3
2015,NA,3
2016,NA,3
2017,NA,3
2018,NA,3
2019,NA,3
2020,1.4129934869842822e12,3
2021,1.4849069378934055e12,3
2022,1.5676235728508782e12,3
2023,1.6599457913606702e12,3
2024,1.7592767604556797e12,3
2025,1.8616233368478767e12,3
2026,1.8823236243602974e12,3
2027,1.8555038455668267e12,3
2028,1.828206646240948e12,3
2029,1.8020575137533826e12,3
2030,1.77899070588411e12,3
2031,1.839226873747206e12,3
2032,1.8609340836496738e12,3
2033,1.890110249447478e12,3
2034,1.929302660374678e12,3
2035,1.9740884868211116e12,3
2036,2.1114852558113643e12,3
2037,2.217400380632046e12,3
2038,2.3267870738674805e12,3
2039,2.439435849514304e12,3
2040,2.553412680306347e12,3
2041,2.744514712788753e12,3
2042,2.879913160833512e12,3
2043,3.030538297445462e12,3
2044,3.2000655153380356e12,3
2045,3.3953284876959146e12,3
2046,3.6264002524514355e12,3
2047,3.7879249528863516e12,3
2048,3.9633638574725645e12,3
2049,4.1428968778622305e12,3
2050,4.3214966400530312e12,3
2051,4.412248151828217e12,3
2052,4.374670244083165e12,3
2053,4.341223317514853e12,3
2054,4.3167255583604287e12,3
2055,4.307093885927664e12,3
2056,4.234537518107533e12,3
2057,4.206250809604594e12,3
2058,4.1805707718159854e12,3
2059,4.1585695276424624e12,3
2060,4.1346343944134126e12,3
2061,4.240804130475625e12,3
2062,4.296270638713508e12,3
2063,4.3567852195903486e12,3
2064,4.425902125417508e12,3
2065,4.506295884268804e12,3
2066,4.68463544279923e12,3
2067,4.864866556934496e12,3
2068,5.087628581069918e12,3
2069,5.316831115087784e12,3
2070,5.543023499819873e12,3
2071,5.60699928902301e12,3
2072,5.644718654729344e12,3
2073,5.688506650793253e12,3
2074,5.738639477253938e12,3
2075,5.7974991247416875e12,3
2076,5.91626911487505e12,3
2077,6.07843726595615e12,3
2078,6.266852517215597e12,3
2079,6.484267412172159e12,3
2080,6.725813266894396e12,3
2081,6.811871171173057e12,3
2082,6.908865171161068e12,3
2083,6.997586519828268e12,3
2084,7.079542404316807e12,3
2085,7.154066945995391e12,3
2086,7.442977017522058e12,3
2087,7.76331935983984e12,3
2088,8.109829764099021e12,3
2089,8.491508094505102e12,3
2090,8.920432942107781e12,3
2091,9.232951751828498e12,3
2092,9.535420913651133e12,3
2093,9.84580099005797e12,3
2094,1.0140144682709441e13,3
2095,1.0423686353889883e13,3
2096,1.0551260629486096e13,3
2097,1.0637837549697312e13,3
2098,1.0733130501076951e13,3
2099,1.0846629889503236e13,3
2100,1.0991777511721977e13,3
2101,1.0927972256997572e13,3
2102,1.0843501868541781e13,3
2103,1.0758244484663953e13,3
2104,1.0669177737097207e13,3
2105,1.0569399867086885e13,3
2106,1.0721827796225227e13,3
2107,1.0934791229101773e13,3
2108,1.1163719133747682e13,3
2109,1.141703060507308e13,3
2110,1.1704678367493129e13,3
2111,1.1817551203765908e13,3
2112,1.2021493812222236e13,3
2113,1.2231329150438672e13,3
2114,1.2435246773816682e13,3
2115,1.2636163408868648e13,3
2116,1.2907490247971922e13,3
2117,1.3118405791221293e13,3
2118,1.3342340788763379e13,3
2119,1.358691414266693e13,3
2120,1.3867783467027072e13,3
2121,1.4131551410042926e13,3
2122,1.4449703397274238e13,3
2123,1.4779461777190713e13,3
2124,1.510864120838578e13,3
2125,1.543653881647981e13,3
2126,1.5040244834309262e13,3
2127,1.4748578351482996e13,3
2128,1.4483005590469705e13,3
2129,1.4251537178917139e13,3
2130,1.406782812177657e13,3
2131,1.4301952163526926e13,3
2132,1.4560435789465734e13,3
2133,1.483261684650264e13,3
2134,1.5104992369759023e13,3
2135,1.5362670177999352e13,3
2136,1.5807837822967998e13,3
2137,1.6223215782355086e13,3
2138,1.6668528665707283e13,3
2139,1.7148417700369727e13,3
2140,1.7672350769425363e13,3
2141,1.7750932567708523e13,3
2142,1.7829866395868543e13,3
2143,1.792821160603846e13,3
2144,1.8032903460418742e13,3
2145,1.814053819528454e13,3
2146,1.896894072663292e13,3
2147,1.9792496135664086e13,3
2148,2.0658918245198477e13,3
2149,2.156978627518502e13,3
2150,2.253774364038144e13,3
2151,2.31598408436955e13,3
2152,2.380540088778567e13,3
2153,2.4532997302875047e13,3
2154,2.534098428080476e13,3
2155,2.6187677178357203e13,3
2156,2.571482568972195e13,3
2157,2.5264151479402273e13,3
2158,2.4846957116057055e13,3
2159,2.4471008846964785e13,3
2160,2.415463598259717e13,3
2161,2.4458515704682133e13,3
2162,2.477505946513199e13,3
2163,2.5175030592233043e13,3
2164,2.5659755906538883e13,3
2165,2.6171276153962e13,3
2166,2.5570445870255133e13,3
2167,2.4857205159221164e13,3
2168,2.4129603654251844e13,3
2169,2.341953334821476e13,3
2170,2.274537678655218e13,3
2171,2.213171286516994e13,3
2172,2.1529558869229605e13,3
2173,2.1017061253493484e13,3
2174,2.0580872737856277e13,3
2175,2.019565486177592e13,3
2176,1.9689808810136234e13,3
2177,1.9249936765376117e13,3
2178,1.881592105332803e13,3
2179,1.839906832614596e13,3
2180,1.8009038974899582e13,3
2181,1.8038354017047812e13,3
2182,1.801894036425021e13,3
2183,1.8029318446930457e13,3
2184,1.807621579638545e13,3
2185,1.8168268213612242e13,3
2186,1.8891272234780324e13,3
2187,1.9631697100312945e13,3
2188,2.042149721757799e13,3
2189,2.12663414416065e13,3
2190,2.2145084743435797e13,3
2191,2.2276087257000645e13,3
2192,2.2347259287716867e13,3
2193,2.2442405596364883e13,3
2194,2.2570993892029965e13,3
2195,2.2742151630109574e13,3
2196,2.3299791727063332e13,3
2197,2.38054421049687e13,3
2198,2.4361044981895594e13,3
2199,2.4930445262076094e13,3
2200,2.549292749820967e13,3
2201,2.5732776517350355e13,3
2202,2.5912875516988164e13,3
2203,2.6103465567563688e13,3
2204,2.6302879213870742e13,3
2205,2.651684147990968e13,3
2206,2.644468168183907e13,3
2207,2.6371348261517305e13,3
2208,2.6353256898770496e13,3
2209,2.6393645993096125e13,3
2210,2.648035478863121e13,3
2211,2.601779860889522e13,3
2212,2.550638558384469e13,3
2213,2.499765452336852e13,3
2214,2.449474815983303e13,3
2215,2.3997451128682727e13,3
2216,2.427036255266164e13,3
2217,2.4541171828106098e13,3
2218,2.4855055031720812e13,3
2219,2.5224535587992176e13,3
2220,2.5663950639500383e13,3
2221,2.524443108697438e13,3
2222,2.488877475138414e13,3
2223,2.4567949244130453e13,3
2224,2.424604845545006e13,3
2225,2.393264429962425e13,3
2226,2.4333841240500234e13,3
2227,2.470872137326568e13,3
2228,2.511132480007609e13,3
2229,2.5555972345543914e13,3
2230,2.606772479503312e13,3
2231,2.643526467441182e13,3
2232,2.6821377202884668e13,3
2233,2.7242117864177883e13,3
2234,2.768388210893177e13,3
2235,2.8135368212604676e13,3
2236,2.7749846020223926e13,3
2237,2.7294039721808676e13,3
2238,2.686780303083907e13,3
2239,2.6478257250845703e13,3
2240,2.6135891968052727e13,3
2241,2.5728313598602688e13,3
2242,2.5487730561825113e13,3
2243,2.5276888372702727e13,3
2244,2.507064805693514e13,3
2245,2.4855903120154938e13,3
2246,2.4594242312927566e13,3
2247,2.4387478182478984e13,3
2248,2.41932061294227e13,3
2249,2.4013379842552367e13,3
2250,2.385383839657186e13,3
2251,2.407541863251205e13,3
2252,2.4199620991236133e13,3
2253,2.43703991419609e13,3
2254,2.459026203608212e13,3
2255,2.4838878526019582e13,3
2256,2.3838903173009695e13,3
2257,2.2806481740587203e13,3
2258,2.1834627259679555e13,3
2259,2.0922851078647887e13,3
2260,2.0069492632089055e13,3
2261,1.9585924310242188e13,3
2262,1.9054649271647484e13,3
2263,1.856444804779166e13,3
2264,1.8120499038080125e13,3
2265,1.7727305591158184e13,3
2266,1.814309111922102e13,3
2267,1.866574213330377e13,3
2268,1.9212618567043633e13,3
2269,1.9770201245992348e13,3
2270,2.0347549137540645e13,3
2271,1.979702297797694e13,3
2272,1.9334781093029305e13,3
2273,1.8901137027066695e13,3
2274,1.850911582590517e13,3
2275,1.8163290174486137e13,3
2276,1.8582833329594754e13,3
2277,1.9035913919186184e13,3
2278,1.953271516234455e13,3
2279,2.0071882800811535e13,3
2280,2.064927254071706e13,3
2281,2.012472470744578e13,3
2282,1.931846814660728e13,3
2283,1.855924074863093e13,3
2284,1.78507335237126e13,3
2285,1.720055085352268e13,3
2286,1.7156795246153125e13,3
2287,1.7133422844197574e13,3
2288,1.7111310415059451e13,3
2289,1.7072284609616434e13,3
2290,1.702231399597015e13,3
2291,1.7421849984905096e13,3
2292,1.793604203783727e13,3
2293,1.8474541758011605e13,3
2294,1.9050706164038082e13,3
2295,1.96824752774755e13,3
2296,1.967676775218303e13,3
2297,1.9494990490386723e13,3
2298,1.9336026792150246e13,3
2299,1.917778276473551e13,3
2300,1.9017729792996367e13,3
1750,NA,4
1751,NA,4
1752,NA,4
1753,NA,4
1754,NA,4
1755,NA,4
1756,NA,4
1757,NA,4
1758,NA,4
1759,NA,4
1760,NA,4
1761,NA,4
1762,NA,4
1763,NA,4
1764,NA,4
1765,NA,4
1766,NA,4
1767,NA,4
1768,NA,4
1769,NA,4
1770,NA,4
1771,NA,4
1772,NA,4
1773,NA,4
1774,NA,4
1775,NA,4
1776,NA,4
1777,NA,4
1778,NA,4
1779,NA,4
1780,NA,4
1781,NA,4
1782,NA,4
1783,NA,4
1784,NA,4
1785,NA,4
1786,NA,4
1787,NA,4
1788,NA,4
1789,NA,4
1790,NA,4
1791,NA,4
1792,NA,4
1793,NA,4
1794,NA,4
1795,NA,4
1796,NA,4
1797,NA,4
1798,NA,4
1799,NA,4
1800,NA,4
1801,NA,4
1802,NA,4
1803,NA,4
1804,NA,4
1805,NA,4
1806,NA,4
1807,NA,4
1808,NA,4
1809,NA,4
1810,NA,4
1811,NA,4
1812,NA,4
1813,NA,4
1814,NA,4
1815,NA,4
1816,NA,4
1817,NA,4
1818,NA,4
1819,NA,4
1820,NA,4
1821,NA,4
1822,NA,4
1823,NA,4
1824,NA,4
1825,NA,4
1826,NA,4
1827,NA,4
1828,NA,4
1829,NA,4
1830,NA,4
1831,NA,4
1832,NA,4
1833,NA,4
1834,NA,4
1835,NA,4
1836,NA,4
1837,NA,4
1838,NA,4
1839,NA,4
1840,NA,4
1841,NA,4
1842,NA,4
1843,NA,4
1844,NA,4
1845,NA,4
1846,NA,4
1847,NA,4
1848,NA,4
1849,NA,4
1850,NA,4
1851,NA,4
1852,NA,4
1853,NA,4
1854,NA,4
1855,NA,4
1856,NA,4
1857,NA,4
1858,NA,4
1859,NA,4
1860,NA,4
1861,NA,4
1862,NA,4
1863,NA,4
1864,NA,4
1865,NA,4
1866,NA,4
1867,NA,4
1868,NA,4
1869,NA,4
1870,NA,4
1871,NA,4
1872,NA,4
1873,NA,4
1874,NA,4
1875,NA,4
1876,NA,4
1877,NA,4
1878,NA,4
1879,NA,4
1880,NA,4
1881,NA,4
1882,NA,4
1883,NA,4
1884,NA,4
1885,NA,4
1886,NA,4
1887,NA,4
1888,NA,4
1889,NA,4
1890,NA,4
1891,NA,4
1892,NA,4
1893,NA,4
1894,NA,4
1895,NA,4
1896,NA,4
1897,NA,4
1898,NA,4
1899,NA,4
1900,NA,4
1901,NA,4
1902,NA,4
1903,NA,4
1904,NA,4
1905,NA,4
1906,NA,4
1907,NA,4
1908,NA,4
1909,NA,4
1910,NA,4
1911,NA,4
1912,NA,4
1913,NA,4
1914,NA,4
1915,NA,4
1916,NA,4
1917,NA,4
1918,NA,4
1919,NA,4
1920,NA,4
1921,NA,4
1922,NA,4
1923,NA,4
1924,NA,4
1925,NA,4
1926,NA,4
1927,NA,4
1928,NA,4
1929,NA,4
1930,NA,4
1931,NA,4
1932,NA,4
1933,NA,4
1934,NA,4
1935,NA,4
1936,NA,4
1937,NA,4
1938,NA,4
1939,NA,4
1940,NA,4
1941,NA,4
1942,NA,4
1943,NA,4
1944,NA,4
1945,NA,4
1946,NA,4
1947,NA,4
1948,NA,4
1949,NA,4
1950,NA,4
1951,NA,4
1952,NA,4
1953,NA,4
1954,NA,4
1955,NA,4
1956,NA,4
1957,NA,4
1958,NA,4
1959,NA,4
1960,NA,4
1961,NA,4
1962,NA,4
1963,NA,4
1964,NA,4
1965,NA,4
1966,NA,4
1967,NA,4
1968,NA,4
1969,NA,4
1970,NA,4
1971,NA,4
1972,NA,4
1973,NA,4
1974,NA,4
1975,NA,4
1976,NA,4
1977,NA,4
1978,NA,4
1979,NA,4
1980,NA,4
1981,NA,4
1982,NA,4
1983,NA,4
1984,NA,4
1985,NA,4
1986,NA,4
1987,NA,4
1988,NA,4
1989,NA,4
1990,NA,4
1991,NA,4
1992,NA,4
1993,NA,4
1994,NA,4
1995,NA,4
1996,NA,4
1997,NA,4
1998,NA,4
1999,NA,4
2000,NA,4
2001,NA,4
2002,NA,4
2003,NA,4
2004,NA,4
2005,NA,4
2006,NA,4
2007,NA,4
2008,NA,4
2009,NA,4
2010,NA,4
2011,NA,4
2012,NA,4
2013,NA,4
2014,NA,4
2015,NA,4
2016,NA,4
2017,NA,4
2018,NA,4
2019,NA,4
2020,2.637603607773335e12,4
2021,2.754169764757873e12,4
2022,2.8802347254729077e12,4
2023,3.0125524636710137e12,4
2024,3.14513406005043e12,4
2025,3.2698373922679033e12,4
2026,3.5716055080366113e12,4
2027,3.8575390146499595e12,4
2028,4.1561626239533135e12,4
2029,4.471983706183184e12,4
2030,4.811214549838078e12,4
2031,5.143369251520412e12,4
2032,5.373225153354969e12,4
2033,5.641907683707536e12,4
2034,5.961318281791673e12,4
2035,6.323403870682139e12,4
2036,6.79900758582242e12,4
2037,7.16244764594802e12,4
2038,7.539612389534768e12,4
2039,7.929605474083723e12,4
2040,8.3261638551884795e12,4
2041,8.593422204019347e12,4
2042,8.752008732300514e12,4
2043,8.927018488079602e12,4
2044,9.12606485084607e12,4
2045,9.364527652065154e12,4
2046,1.0178260735682127e13,4
2047,1.0874993162415395e13,4
2048,1.1630057094603496e13,4
2049,1.2415850846587217e13,4
2050,1.3216042445852172e13,4
2051,1.3928693040853637e13,4
2052,1.4583870564502787e13,4
2053,1.5268396934590098e13,4
2054,1.6004026101981219e13,4
2055,1.6821074127044727e13,4
2056,1.787221163564101e13,4
2057,1.8804851727498586e13,4
2058,1.979551650864843e13,4
2059,2.0852028086385125e13,4
2060,2.1952362734567973e13,4
2061,2.289718877459253e13,4
2062,2.356114483962658e13,4
2063,2.425743975662618e13,4
2064,2.5004346595068043e13,4
2065,2.581699094723632e13,4
2066,2.6699505577608625e13,4
2067,2.7612119634825484e13,4
2068,2.8612588329393258e13,4
2069,2.965912871255531e13,4
2070,3.071924853610918e13,4
2071,3.212132296928535e13,4
2072,3.3638038783553984e13,4
2073,3.523138994647634e13,4
2074,3.690768843666735e13,4
2075,3.868105588046128e13,4
2076,4.088426713407367e13,4
2077,4.301923676718653e13,4
2078,4.53649335221587e13,4
2079,4.7951807851941984e13,4
2080,5.077897286203441e13,4
2081,5.2470455512057984e13,4
2082,5.40244928532393e13,4
2083,5.56149538843433e13,4
2084,5.7245641972800336e13,4
2085,5.891324918965668e13,4
2086,6.070182776795855e13,4
2087,6.276191478359794e13,4
2088,6.496626694306856e13,4
2089,6.7427708203271836e13,4
2090,7.018055991231168e13,4
2091,7.316391428214194e13,4
2092,7.598951118319192e13,4
2093,7.89925314879731e13,4
2094,8.204772281287556e13,4
2095,8.517590309154144e13,4
2096,8.932976560030986e13,4
2097,9.386253596275283e13,4
2098,9.870460327115123e13,4
2099,1.0394349084810978e14,4
2100,1.0970808682822544e14,4
2101,1.0732716318166116e14,4
2102,1.0492837612263206e14,4
2103,1.0268191567934388e14,4
2104,1.005522525109905e14,4
2105,9.848424146134347e13,4
2106,9.666722523209634e13,4
2107,9.45332468986105e13,4
2108,9.253046556594955e13,4
2109,9.069372127490978e13,4
2110,8.906055853799866e13,4
2111,9.077269118437634e13,4
2112,9.252428400792578e13,4
2113,9.438618430212586e13,4
2114,9.629949686978317e13,4
2115,9.827182292944767e13,4
2116,9.756585742497297e13,4
2117,9.6879774347732e13,4
2118,9.624059988172816e13,4
2119,9.568084337315928e13,4
2120,9.526529222222828e13,4
2121,9.791636717783369e13,4
2122,1.008743248888445e14,4
2123,1.0398781062052303e14,4
2124,1.0720440562016778e14,4
2125,1.105252199113677e14,4
2126,1.0932710983668845e14,4
2127,1.0800257271386452e14,4
2128,1.067568066620774e14,4
2129,1.0563123095540947e14,4
2130,1.0469495536695694e14,4
2131,1.0660581631785845e14,4
2132,1.0869096517769355e14,4
2133,1.1090427905640344e14,4
2134,1.1317775936605966e14,4
2135,1.1543202674594481e14,4
2136,1.1390668763109639e14,4
2137,1.1274269241767142e14,4
2138,1.1199144399698028e14,4
2139,1.1166979356157675e14,4
2140,1.1181984722141066e14,4
2141,1.1078137411102322e14,4
2142,1.1012643787959744e14,4
2143,1.095523461919654e14,4
2144,1.0900584629146736e14,4
2145,1.0846987807448003e14,4
2146,1.1212908925117088e14,4
2147,1.1600947476146952e14,4
2148,1.2006045512143266e14,4
2149,1.2428943844340606e14,4
2150,1.2874277451650828e14,4
2151,1.2944602704408797e14,4
2152,1.308120300651625e14,4
2153,1.3244199660484738e14,4
2154,1.3432657963161597e14,4
2155,1.3632536859906025e14,4
2156,1.3887736823668844e14,4
2157,1.4152817834589756e14,4
2158,1.4418774467877375e14,4
2159,1.468859883717665e14,4
2160,1.4970092729555706e14,4
2161,1.5144009849613528e14,4
2162,1.5283437597365747e14,4
2163,1.5461468088778056e14,4
2164,1.5679930889952494e14,4
2165,1.5918491459896978e14,4
2166,1.5739587363719075e14,4
2167,1.5591477069912888e14,4
2168,1.544271237830192e14,4
2169,1.5303377020347125e14,4
2170,1.5180316825539288e14,4
2171,1.5411728539204688e14,4
2172,1.5713245197895738e14,4
2173,1.605270937106307e14,4
2174,1.6430358655072494e14,4
2175,1.683947727752987e14,4
2176,1.6271323512414362e14,4
2177,1.5750815612347197e14,4
2178,1.52483111475607e14,4
2179,1.4766766770104106e14,4
2180,1.4309192669577212e14,4
2181,1.3673567319198414e14,4
2182,1.3100102834444355e14,4
2183,1.256754070644836e14,4
2184,1.2075223739103848e14,4
2185,1.1623114644519928e14,4
2186,1.2250789034014283e14,4
2187,1.2960594315092303e14,4
2188,1.372170965682405e14,4
2189,1.453854379828083e14,4
2190,1.5405094327554378e14,4
2191,1.5776949006872403e14,4
2192,1.6227497609333894e14,4
2193,1.670035622077816e14,4
2194,1.7200867662770266e14,4
2195,1.7734807895894028e14,4
2196,1.8206918263722694e14,4
2197,1.881952220001285e14,4
2198,1.9482105298987394e14,4
2199,2.0179993569454388e14,4
2200,2.090377891084532e14,4
2201,2.0967830138662284e14,4
2202,2.106360151016922e14,4
2203,2.1174293964060394e14,4
2204,2.129947666342288e14,4
2205,2.144203586078125e14,4
2206,2.1758115344397538e14,4
2207,2.2190115923846575e14,4
2208,2.2665946373623912e14,4
2209,2.3191092619032094e14,4
2210,2.3763099174895312e14,4
2211,2.4452361700374712e14,4
2212,2.514902848759478e14,4
2213,2.588669116618005e14,4
2214,2.6667902272449666e14,4
2215,2.7493980305478756e14,4
2216,2.784668631149046e14,4
2217,2.835620379817947e14,4
2218,2.8914604890687525e14,4
2219,2.95327444879157e14,4
2220,3.022363895957886e14,4
2221,3.062362790963586e14,4
2222,3.11132036413367e14,4
2223,3.163481301719639e14,4
2224,3.216080339465631e14,4
2225,3.26961763293306e14,4
2226,3.2617738907631225e14,4
2227,3.262015159327235e14,4
2228,3.2662595944864475e14,4
2229,3.275571009251116e14,4
2230,3.2918494769507194e14,4
2231,3.326528882444196e14,4
2232,3.3550226864920794e14,4
2233,3.3870864598284806e14,4
2234,3.4217487200984394e14,4
2235,3.4581290111529494e14,4
2236,3.427376902425575e14,4
2237,3.403078504259639e14,4
2238,3.3817745728097275e14,4
2239,3.364098363725176e14,4
2240,3.351003412854218e14,4
2241,3.419777245566268e14,4
2242,3.500271323485459e14,4
2243,3.587713977341765e14,4
2244,3.680212080825049e14,4
2245,3.7766288271405325e14,4
2246,3.929845934661721e14,4
2247,4.094278228940181e14,4
2248,4.2664198852666425e14,4
2249,4.4469635971656275e14,4
2250,4.6371659652631875e14,4
2251,4.75600604172759e14,4
2252,4.862922291378491e14,4
2253,4.981314300278848e14,4
2254,5.112369755047422e14,4
2255,5.254402517338844e14,4
2256,5.1831653762255644e14,4
2257,5.122367029228957e14,4
2258,5.064949912760878e14,4
2259,5.010813156867759e14,4
2260,4.9598278439605625e14,4
2261,5.0359573183647206e14,4
2262,5.1157393863822975e14,4
2263,5.202947779680134e14,4
2264,5.299512615365622e14,4
2265,5.407291749852816e14,4
2266,5.477797221904405e14,4
2267,5.564676777460125e14,4
2268,5.65587135898962e14,4
2269,5.748541979215341e14,4
2270,5.843814947548119e14,4
2271,5.645230986695095e14,4
2272,5.465717440070989e14,4
2273,5.295878120718374e14,4
2274,5.1377011007886725e14,4
2275,4.991831655507924e14,4
2276,4.819044423012371e14,4
2277,4.6531944917765375e14,4
2278,4.495796300357569e14,4
2279,4.345756411698129e14,4
2280,4.2017737695098794e14,4
2281,4.2925868231846e14,4
2282,4.4005182549792775e14,4
2283,4.517291228786385e14,4
2284,4.64466885890049e14,4
2285,4.785447220194102e14,4
2286,4.8049241050538806e14,4
2287,4.8276401704078725e14,4
2288,4.853847740384993e14,4
2289,4.8804118912481725e14,4
2290,4.9080324566471756e14,4
2291,4.982479303017053e14,4
2292,5.0686494648698544e14,4
2293,5.159251925318666e14,4
2294,5.256411813032641e14,4
2295,5.363039528760474e14,4
2296,5.371700987116059e14,4
2297,5.3871015721587725e14,4
2298,5.405856545191594e14,4
2299,5.424068399831585e14,4
2300,5.440846745765767e14,4
1750,NA,5
1751,NA,5
1752,NA,5
1753,NA,5
1754,NA,5
1755,NA,5
1756,NA,5
1757,NA,5
1758,NA,5
1759,NA,5
1760,NA,5
1761,NA,5
1762,NA,5
1763,NA,5
1764,NA,5
1765,NA,5
1766,NA,5
1767,NA,5
1768,NA,5
1769,NA,5
1770,NA,5
1771,NA,5
1772,NA,5
1773,NA,5
1774,NA,5
1775,NA,5
1776,NA,5
1777,NA,5
1778,NA,5
1779,NA,5
1780,NA,5
1781,NA,5
1782,NA,5
1783,NA,5
1784,NA,5
1785,NA,5
1786,NA,5
1787,NA,5
1788,NA,5
1789,NA,5
1790,NA,5
1791,NA,5
1792,NA,5
1793,NA,5
1794,NA,5
1795,NA,5
1796,NA,5
1797,NA,5
1798,NA,5
1799,NA,5
1800,NA,5
1801,NA,5
1802,NA,5
1803,NA,5
1804,NA,5
1805,NA,5
1806,NA,5
1807,NA,5
1808,NA,5
1809,NA,5
1810,NA,5
1811,NA,5
1812,NA,5
1813,NA,5
1814,NA,5
1815,NA,5
1816,NA,5
1817,NA,5
1818,NA,5
1819,NA,5
1820,NA,5
1821,NA,5
1822,NA,5
1823,NA,5
1824,NA,5
1825,NA,5
1826,NA,5
1827,NA,5
1828,NA,5
1829,NA,5
1830,NA,5
1831,NA,5
1832,NA,5
1833,NA,5
1834,NA,5
1835,NA,5
1836,NA,5
1837,NA,5
1838,NA,5
1839,NA,5
1840,NA,5
1841,NA,5
1842,NA,5
1843,NA,5
1844,NA,5
1845,NA,5
1846,NA,5
1847,NA,5
1848,NA,5
1849,NA,5
1850,NA,5
1851,NA,5
1852,NA,5
1853,NA,5
1854,NA,5
1855,NA,5
1856,NA,5
1857,NA,5
1858,NA,5
1859,NA,5
1860,NA,5
1861,NA,5
1862,NA,5
1863,NA,5
1864,NA,5
1865,NA,5
1866,NA,5
1867,NA,5
1868,NA,5
1869,NA,5
1870,NA,5
1871,NA,5
1872,NA,5
1873,NA,5
1874,NA,5
1875,NA,5
1876,NA,5
1877,NA,5
1878,NA,5
1879,NA,5
1880,NA,5
1881,NA,5
1882,NA,5
1883,NA,5
1884,NA,5
1885,NA,5
1886,NA,5
1887,NA,5
1888,NA,5
1889,NA,5
1890,NA,5
1891,NA,5
1892,NA,5
1893,NA,5
1894,NA,5
1895,NA,5
1896,NA,5
1897,NA,5
1898,NA,5
1899,NA,5
1900,NA,5
1901,NA,5
1902,NA,5
1903,NA,5
1904,NA,5
1905,NA,5
1906,NA,5
1907,NA,5
1908,NA,5
1909,NA,5
1910,NA,5
1911,NA,5
1912,NA,5
1913,NA,5
1914,NA,5
1915,NA,5
1916,NA,5
1917,NA,5
1918,NA,5
1919,NA,5
1920,NA,5
1921,NA,5
1922,NA,5
1923,NA,5
1924,NA,5
1925,NA,5
1926,NA,5
1927,NA,5
1928,NA,5
1929,NA,5
1930,NA,5
1931,NA,5
1932,NA,5
1933,NA,5
1934,NA,5
1935,NA,5
1936,NA,5
1937,NA,5
1938,NA,5
1939,NA,5
1940,NA,5
1941,NA,5
1942,NA,5
1943,NA,5
1944,NA,5
1945,NA,5
1946,NA,5
1947,NA,5
1948,NA,5
1949,NA,5
1950,NA,5
1951,NA,5
1952,NA,5
1953,NA,5
1954,NA,5
1955,NA,5
1956,NA,5
1957,NA,5
1958,NA,5
1959,NA,5
1960,NA,5
1961,NA,5
1962,NA,5
1963,NA,5
1964,NA,5
1965,NA,5
1966,NA,5
1967,NA,5
1968,NA,5
1969,NA,5
1970,NA,5
1971,NA,5
1972,NA,5
1973,NA,5
1974,NA,5
1975,NA,5
1976,NA,5
1977,NA,5
1978,NA,5
1979,NA,5
1980,NA,5
1981,NA,5
1982,NA,5
1983,NA,5
1984,NA,5
1985,NA,5
1986,NA,5
1987,NA,5
1988,NA,5
1989,NA,5
1990,NA,5
1991,NA,5
1992,NA,5
1993,NA,5
1994,NA,5
1995,NA,5
1996,NA,5
