"time","agriculture_damage","trialnum"
1817,NA,3
1818,NA,3
1819,NA,3
1820,NA,3
1821,NA,3
1822,NA,3
1823,NA,3
1824,NA,3
1825,NA,3
1826,NA,3
1827,NA,3
1828,NA,3
1829,NA,3
1830,NA,3
1831,NA,3
1832,NA,3
1833,NA,3
1834,NA,3
1835,NA,3
1836,NA,3
1837,NA,3
1838,NA,3
1839,NA,3
1840,NA,3
1841,NA,3
1842,NA,3
1843,NA,3
1844,NA,3
1845,NA,3
1846,NA,3
1847,NA,3
1848,NA,3
1849,NA,3
1850,NA,3
1851,NA,3
1852,NA,3
1853,NA,3
1854,NA,3
1855,NA,3
1856,NA,3
1857,NA,3
1858,NA,3
1859,NA,3
1860,NA,3
1861,NA,3
1862,NA,3
1863,NA,3
1864,NA,3
1865,NA,3
1866,NA,3
1867,NA,3
1868,NA,3
1869,NA,3
1870,NA,3
1871,NA,3
1872,NA,3
1873,NA,3
1874,NA,3
1875,NA,3
1876,NA,3
1877,NA,3
1878,NA,3
1879,NA,3
1880,NA,3
1881,NA,3
1882,NA,3
1883,NA,3
1884,NA,3
1885,NA,3
1886,NA,3
1887,NA,3
1888,NA,3
1889,NA,3
1890,NA,3
1891,NA,3
1892,NA,3
1893,NA,3
1894,NA,3
1895,NA,3
1896,NA,3
1897,NA,3
1898,NA,3
1899,NA,3
1900,NA,3
1901,NA,3
1902,NA,3
1903,NA,3
1904,NA,3
1905,NA,3
1906,NA,3
1907,NA,3
1908,NA,3
1909,NA,3
1910,NA,3
1911,NA,3
1912,NA,3
1913,NA,3
1914,NA,3
1915,NA,3
1916,NA,3
1917,NA,3
1918,NA,3
1919,NA,3
1920,NA,3
1921,NA,3
1922,NA,3
1923,NA,3
1924,NA,3
1925,NA,3
1926,NA,3
1927,NA,3
1928,NA,3
1929,NA,3
1930,NA,3
1931,NA,3
1932,NA,3
1933,NA,3
1934,NA,3
1935,NA,3
1936,NA,3
1937,NA,3
1938,NA,3
1939,NA,3
1940,NA,3
1941,NA,3
1942,NA,3
1943,NA,3
1944,NA,3
1945,NA,3
1946,NA,3
1947,NA,3
1948,NA,3
1949,NA,3
1950,NA,3
1951,NA,3
1952,NA,3
1953,NA,3
1954,NA,3
1955,NA,3
1956,NA,3
1957,NA,3
1958,NA,3
1959,NA,3
1960,NA,3
1961,NA,3
1962,NA,3
1963,NA,3
1964,NA,3
1965,NA,3
1966,NA,3
1967,NA,3
1968,NA,3
1969,NA,3
1970,NA,3
1971,NA,3
1972,NA,3
1973,NA,3
1974,NA,3
1975,NA,3
1976,NA,3
1977,NA,3
1978,NA,3
1979,NA,3
1980,NA,3
1981,NA,3
1982,NA,3
1983,NA,3
1984,NA,3
1985,NA,3
1986,NA,3
1987,NA,3
1988,NA,3
1989,NA,3
1990,NA,3
1991,NA,3
1992,NA,3
1993,NA,3
1994,NA,3
1995,NA,3
1996,NA,3
1997,NA,3
1998,NA,3
1999,NA,3
2000,NA,3
2001,NA,3
2002,NA,3
2003,NA,3
2004,NA,3
2005,NA,3
2006,NA,3
2007,NA,3
2008,NA,3
2009,NA,3
2010,NA,3
2011,NA,3
2012,NA,3
2013,NA,3
2014,NA,3
2015,NA,3
2016,NA,3
2017,NA,3
2018,NA,3
2019,NA,3
2020,-3.713146291191897e11,3
2021,-3.948839959425964e11,3
2022,-4.213196009333449e11,3
2023,-4.495185814124899e11,3
2024,-4.7782902948686316e11,3
2025,-5.041692058609313e11,3
2026,-5.143468649421033e11,3
2027,-5.214486543296264e11,3
2028,-5.2723927913226886e11,3
2029,-5.3250183751132043e11,3
2030,-5.382207682311197e11,3
2031,-5.498232037093519e11,3
2032,-5.634469459537488e11,3
2033,-5.803202244199106e11,3
2034,-6.016625181528429e11,3
2035,-6.252505325734712e11,3
2036,-6.548831579914753e11,3
2037,-6.842819974583217e11,3
2038,-7.128963682140587e11,3
2039,-7.406215080912512e11,3
2040,-7.666383639777292e11,3
2041,-8.017838447512803e11,3
2042,-8.388751785983829e11,3
2043,-8.795932382907499e11,3
2044,-9.250759616196082e11,3
2045,-9.775664810209584e11,3
2046,-1.0259505336342522e12,3
2047,-1.0793541079345869e12,3
2048,-1.135622591604258e12,3
2049,-1.1909143637096814e12,3
2050,-1.243233762106739e12,3
2051,-1.2331071727827874e12,3
2052,-1.2225102314139673e12,3
2053,-1.2123481280080835e12,3
2054,-1.204354775623992e12,3
2055,-1.2005762023514456e12,3
2056,-1.2050850774116304e12,3
2057,-1.2113262461507698e12,3
2058,-1.2174505020953567e12,3
2059,-1.2238684768767842e12,3
2060,-1.2287039569475073e12,3
2061,-1.2567497861730608e12,3
2062,-1.2842068030818035e12,3
2063,-1.3126901779666687e12,3
2064,-1.3434100354858098e12,3
2065,-1.3772731656649146e12,3
2066,-1.4098272579486458e12,3
2067,-1.438545657684289e12,3
2068,-1.444155617883206e12,3
2069,-1.4511939914916665e12,3
2070,-1.4607648295265493e12,3
2071,-1.4449320056902168e12,3
2072,-1.4313400384478306e12,3
2073,-1.419076686681078e12,3
2074,-1.4081516606275706e12,3
2075,-1.3983543219859238e12,3
2076,-1.4024058410958604e12,3
2077,-1.406801130771567e12,3
2078,-1.4107084587708804e12,3
2079,-1.4139569408613464e12,3
2080,-1.4172039609409226e12,3
2081,-1.3980692850147134e12,3
2082,-1.3804456934388345e12,3
2083,-1.3648842196482053e12,3
2084,-1.3511967253648718e12,3
2085,-1.3394285607901572e12,3
2086,-1.3580511803769814e12,3
2087,-1.3773874171599556e12,3
2088,-1.3968562429243337e12,3
2089,-1.4157394204195723e12,3
2090,-1.433074380488296e12,3
2091,-1.426696364644459e12,3
2092,-1.4200765145322192e12,3
2093,-1.415251768882878e12,3
2094,-1.4144363059745166e12,3
2095,-1.4171134701217917e12,3
2096,-1.4068998017856824e12,3
2097,-1.3979018617734087e12,3
2098,-1.3892256907479985e12,3
2099,-1.3800194070445986e12,3
2100,-1.3690951538593691e12,3
2101,-1.338782475027699e12,3
2102,-1.309732230729585e12,3
2103,-1.282544554908049e12,3
2104,-1.2574345263247776e12,3
2105,-1.234967560353278e12,3
2106,-1.2313720134877764e12,3
2107,-1.2288763713173745e12,3
2108,-1.2268818416791697e12,3
2109,-1.2247142772523875e12,3
2110,-1.2215888844662114e12,3
2111,-1.2101496458307043e12,3
2112,-1.19913350568286e12,3
2113,-1.1906565334347456e12,3
2114,-1.1858039762366152e12,3
2115,-1.1843970452595542e12,3
2116,-1.1905154729316658e12,3
2117,-1.1985851122311753e12,3
2118,-1.2076797773477634e12,3
2119,-1.2172279792979495e12,3
2120,-1.2260052730685837e12,3
2121,-1.2265275514592112e12,3
2122,-1.2248722406634387e12,3
2123,-1.2244161499950886e12,3
2124,-1.2262295000377964e12,3
2125,-1.2304263179672048e12,3
2126,-1.1998007990016838e12,3
2127,-1.1721709809016743e12,3
2128,-1.146419515792573e12,3
2129,-1.1216978871561152e12,3
2130,-1.0967059130142761e12,3
2131,-1.087777128980418e12,3
2132,-1.0778539751974188e12,3
2133,-1.0693679995644146e12,3
2134,-1.063462388586498e12,3
2135,-1.0613690423841262e12,3
2136,-1.0689679557390996e12,3
2137,-1.0784626536232053e12,3
2138,-1.0885593297573699e12,3
2139,-1.0990715113532804e12,3
2140,-1.1094648106099417e12,3
2141,-1.0954591605285055e12,3
2142,-1.0797905780059054e12,3
2143,-1.0641469154291699e12,3
2144,-1.0495001241661658e12,3
2145,-1.0360855483031353e12,3
2146,-1.0518906569739031e12,3
2147,-1.0697086724678484e12,3
2148,-1.0890644590403411e12,3
2149,-1.110086254542689e12,3
2150,-1.1321315763695308e12,3
2151,-1.141368504017584e12,3
2152,-1.1493829754616904e12,3
2153,-1.1544129331358962e12,3
2154,-1.156785494718448e12,3
2155,-1.1595960988628481e12,3
2156,-1.1217546267264302e12,3
2157,-1.0899873468932108e12,3
2158,-1.0643687302112262e12,3
2159,-1.043898804741447e12,3
2160,-1.0269227568461396e12,3
2161,-1.0317249553330527e12,3
2162,-1.0350217937503256e12,3
2163,-1.0352861439198378e12,3
2164,-1.0324938524619344e12,3
2165,-1.030420080086906e12,3
2166,-9.76854642883037e11,3
2167,-9.32197409060531e11,3
2168,-8.975327419659166e11,3
2169,-8.68013148214775e11,3
2170,-8.406160134323228e11,3
2171,-8.101902039778284e11,3
2172,-7.78546510596401e11,3
2173,-7.427601523152661e11,3
2174,-7.040765949551371e11,3
2175,-6.655838868803105e11,3
2176,-6.273430074292166e11,3
2177,-5.952345701425867e11,3
2178,-5.701451315875302e11,3
2179,-5.49880368584286e11,3
2180,-5.325249998767613e11,3
2181,-5.1875326468253345e11,3
2182,-5.0535165649361774e11,3
2183,-4.917754362299465e11,3
2184,-4.7709396824662714e11,3
2185,-4.601470787071262e11,3
2186,-4.5462277868179443e11,3
2187,-4.4662810879959827e11,3
2188,-4.3882835293068353e11,3
2189,-4.309817030547801e11,3
2190,-4.265000911430005e11,3
2191,-4.1260865706457025e11,3
2192,-4.018639017297446e11,3
2193,-3.9188343541898517e11,3
2194,-3.814777845447618e11,3
2195,-3.6954512516288654e11,3
2196,-3.570172126790183e11,3
2197,-3.388165947717674e11,3
2198,-3.1768826166495374e11,3
2199,-2.984336537756375e11,3
2200,-2.8381092213983795e11,3
2201,-2.719828021984992e11,3
2202,-2.6356967156156885e11,3
2203,-2.558773267167123e11,3
2204,-2.49150776851355e11,3
2205,-2.4271299331547305e11,3
2206,-2.3254002091991104e11,3
2207,-2.2079294958606082e11,3
2208,-2.0528037660135132e11,3
2209,-1.855734406206445e11,3
2210,-1.6320856159358286e11,3
2211,-1.3889636926061804e11,3
2212,-1.173577592287424e11,3
2213,-9.957983528564825e10,3
2214,-8.507950791977933e10,3
2215,-7.380969667532927e10,3
2216,-6.979306445861275e10,3
2217,-6.53116374283305e10,3
2218,-5.895042808809744e10,3
2219,-4.917691047373361e10,3
2220,-3.4273637576593166e10,3
2221,-6.760765260860404e9,3
2222,2.322116972382781e10,3
2223,5.1163232486714226e10,3
2224,7.257470760263759e10,3
2225,8.884349547924693e10,3
2226,9.919805225793404e10,3
2227,1.0842927938761821e11,3
2228,1.1817295135527652e11,3
2229,1.3019706281574252e11,3
2230,1.4762855365814688e11,3
2231,1.6266955477367752e11,3
2232,1.7884097301516345e11,3
2233,1.9528595998222513e11,3
2234,2.1020747861311438e11,3
2235,2.221478012255004e11,3
2236,2.2829732702282944e11,3
2237,2.3195190993490884e11,3
2238,2.3556855431862515e11,3
2239,2.4021090423659177e11,3
2240,2.4735087476649408e11,3
2241,2.5989937753232407e11,3
2242,2.7686142512557e11,3
2243,2.941519379715597e11,3
2244,3.087969607469252e11,3
2245,3.19309348880511e11,3
2246,3.2062650558194037e11,3
2247,3.2007309646763275e11,3
2248,3.187896468414404e11,3
2249,3.1710877301858527e11,3
2250,3.1583104660214197e11,3
2251,3.190000388806104e11,3
2252,3.2405184201022034e11,3
2253,3.323163312745838e11,3
2254,3.4404207830874603e11,3
2255,3.567295526105069e11,3
2256,3.54668059988135e11,3
2257,3.515838771092544e11,3
2258,3.4633558481041504e11,3
2259,3.394594500528884e11,3
2260,3.3130454835917944e11,3
2261,3.246332914995947e11,3
2262,3.188501805193804e11,3
2263,3.1464664561816296e11,3
2264,3.1289956644659296e11,3
2265,3.14380263085424e11,3
2266,3.317980259878057e11,3
2267,3.510635219589409e11,3
2268,3.6877714726143567e11,3
2269,3.830971529008122e11,3
2270,3.949472872155614e11,3
2271,3.9049538579087225e11,3
2272,3.857424897315256e11,3
2273,3.8185313131413617e11,3
2274,3.805505865396955e11,3
2275,3.825348849842357e11,3
2276,3.988482715063013e11,3
2277,4.161650934984189e11,3
2278,4.332847499633798e11,3
2279,4.4976797736666876e11,3
2280,4.6481469846717926e11,3
2281,4.4944551101795544e11,3
2282,4.3464275792887994e11,3
2283,4.2095663503060706e11,3
2284,4.0913363892390497e11,3
2285,4.0038418604890295e11,3
2286,4.0831558776475836e11,3
2287,4.1713644240633e11,3
2288,4.248959755158218e11,3
2289,4.2943329157811053e11,3
2290,4.3149824296746027e11,3
2291,4.38673984861994e11,3
2292,4.449317114353525e11,3
2293,4.511024129509116e11,3
2294,4.585442468038015e11,3
2295,4.6903837829399896e11,3
2296,4.6949036979499695e11,3
2297,4.722583693959791e11,3
2298,4.7538373865665814e11,3
2299,4.764608874981823e11,3
2300,4.7525706397599194e11,3
1750,NA,4
1751,NA,4
1752,NA,4
1753,NA,4
1754,NA,4
1755,NA,4
1756,NA,4
1757,NA,4
1758,NA,4
1759,NA,4
1760,NA,4
1761,NA,4
1762,NA,4
1763,NA,4
1764,NA,4
1765,NA,4
1766,NA,4
1767,NA,4
1768,NA,4
1769,NA,4
1770,NA,4
1771,NA,4
1772,NA,4
1773,NA,4
1774,NA,4
1775,NA,4
1776,NA,4
1777,NA,4
1778,NA,4
1779,NA,4
1780,NA,4
1781,NA,4
1782,NA,4
1783,NA,4
1784,NA,4
1785,NA,4
1786,NA,4
1787,NA,4
1788,NA,4
1789,NA,4
1790,NA,4
1791,NA,4
1792,NA,4
1793,NA,4
1794,NA,4
1795,NA,4
1796,NA,4
1797,NA,4
1798,NA,4
1799,NA,4
1800,NA,4
1801,NA,4
1802,NA,4
1803,NA,4
1804,NA,4
1805,NA,4
1806,NA,4
1807,NA,4
1808,NA,4
1809,NA,4
1810,NA,4
1811,NA,4
1812,NA,4
1813,NA,4
1814,NA,4
1815,NA,4
1816,NA,4
1817,NA,4
1818,NA,4
1819,NA,4
1820,NA,4
1821,NA,4
1822,NA,4
1823,NA,4
1824,NA,4
1825,NA,4
1826,NA,4
1827,NA,4
1828,NA,4
1829,NA,4
1830,NA,4
1831,NA,4
1832,NA,4
1833,NA,4
1834,NA,4
1835,NA,4
1836,NA,4
1837,NA,4
1838,NA,4
1839,NA,4
1840,NA,4
1841,NA,4
1842,NA,4
1843,NA,4
1844,NA,4
1845,NA,4
1846,NA,4
1847,NA,4
1848,NA,4
1849,NA,4
1850,NA,4
1851,NA,4
1852,NA,4
1853,NA,4
1854,NA,4
1855,NA,4
1856,NA,4
1857,NA,4
1858,NA,4
1859,NA,4
1860,NA,4
1861,NA,4
1862,NA,4
1863,NA,4
1864,NA,4
1865,NA,4
1866,NA,4
1867,NA,4
1868,NA,4
1869,NA,4
1870,NA,4
1871,NA,4
1872,NA,4
1873,NA,4
1874,NA,4
1875,NA,4
1876,NA,4
1877,NA,4
1878,NA,4
1879,NA,4
1880,NA,4
1881,NA,4
1882,NA,4
1883,NA,4
1884,NA,4
1885,NA,4
1886,NA,4
1887,NA,4
1888,NA,4
1889,NA,4
1890,NA,4
1891,NA,4
1892,NA,4
1893,NA,4
1894,NA,4
1895,NA,4
1896,NA,4
1897,NA,4
1898,NA,4
1899,NA,4
1900,NA,4
1901,NA,4
1902,NA,4
1903,NA,4
1904,NA,4
1905,NA,4
1906,NA,4
1907,NA,4
1908,NA,4
1909,NA,4
1910,NA,4
1911,NA,4
1912,NA,4
1913,NA,4
1914,NA,4
1915,NA,4
1916,NA,4
1917,NA,4
1918,NA,4
1919,NA,4
1920,NA,4
1921,NA,4
1922,NA,4
1923,NA,4
1924,NA,4
1925,NA,4
1926,NA,4
1927,NA,4
1928,NA,4
1929,NA,4
1930,NA,4
1931,NA,4
1932,NA,4
1933,NA,4
1934,NA,4
1935,NA,4
1936,NA,4
1937,NA,4
1938,NA,4
1939,NA,4
1940,NA,4
1941,NA,4
1942,NA,4
1943,NA,4
1944,NA,4
1945,NA,4
1946,NA,4
1947,NA,4
1948,NA,4
1949,NA,4
1950,NA,4
1951,NA,4
1952,NA,4
1953,NA,4
1954,NA,4
1955,NA,4
1956,NA,4
1957,NA,4
1958,NA,4
1959,NA,4
1960,NA,4
1961,NA,4
1962,NA,4
1963,NA,4
1964,NA,4
1965,NA,4
1966,NA,4
1967,NA,4
1968,NA,4
1969,NA,4
1970,NA,4
1971,NA,4
1972,NA,4
1973,NA,4
1974,NA,4
1975,NA,4
1976,NA,4
1977,NA,4
1978,NA,4
1979,NA,4
1980,NA,4
1981,NA,4
1982,NA,4
1983,NA,4
1984,NA,4
1985,NA,4
1986,NA,4
1987,NA,4
1988,NA,4
1989,NA,4
1990,NA,4
1991,NA,4
1992,NA,4
1993,NA,4
1994,NA,4
1995,NA,4
1996,NA,4
1997,NA,4
1998,NA,4
1999,NA,4
2000,NA,4
2001,NA,4
2002,NA,4
2003,NA,4
2004,NA,4
2005,NA,4
2006,NA,4
2007,NA,4
2008,NA,4
2009,NA,4
2010,NA,4
2011,NA,4
2012,NA,4
2013,NA,4
2014,NA,4
2015,NA,4
2016,NA,4
2017,NA,4
2018,NA,4
2019,NA,4
2020,3.960351838511696e11,4
2021,4.176509707629915e11,4
2022,4.4043630171800256e11,4
2023,4.636437577890703e11,4
2024,4.8601618599807715e11,4
2025,5.0594761643006055e11,4
2026,5.4432046270294666e11,4
2027,5.8190700773683e11,4
2028,6.199451232345519e11,4
2029,6.591790358681185e11,4
2030,7.006016583083888e11,4
2031,7.206958122424894e11,4
2032,7.43659331274686e11,4
2033,7.708859945081713e11,4
2034,8.038526793152861e11,4
2035,8.406443420462932e11,4
2036,8.746890390242473e11,4
2037,9.092174511706815e11,4
2038,9.435128520940839e11,4
2039,9.774021322486404e11,4
2040,1.0099916325460192e12,4
2041,1.0527033584897662e12,4
2042,1.101418132977146e12,4
2043,1.1538349228256987e12,4
2044,1.2120455122098342e12,4
2045,1.2802851499817551e12,4
2046,1.3948518435757007e12,4
2047,1.5224659069642327e12,4
2048,1.6591857643069895e12,4
2049,1.7969267119019448e12,4
2050,1.9308304828046975e12,4
2051,2.033392402554345e12,4
2052,2.1359797336188167e12,4
2053,2.241050429816659e12,4
2054,2.353681558192761e12,4
2055,2.480809082138979e12,4
2056,2.6055868242498877e12,4
2057,2.7402286252108403e12,4
2058,2.8798149986780854e12,4
2059,3.025444558497823e12,4
2060,3.1713980973903496e12,4
2061,3.2664679886261255e12,4
2062,3.357637792581948e12,4
2063,3.449567153911715e12,4
2064,3.545899146774124e12,4
2065,3.649408923297436e12,4
2066,3.7759229641900576e12,4
2067,3.9207265406142505e12,4
2068,4.0781261793089517e12,4
2069,4.239382506251367e12,4
2070,4.397934635449658e12,4
2071,4.590763384655742e12,4
2072,4.784335077503011e12,4
2073,4.98430795977186e12,4
2074,5.191260996199216e12,4
2075,5.407162044285262e12,4
2076,5.683505143535732e12,4
2077,5.979578837882722e12,4
2078,6.303128201396711e12,4
2079,6.658112842874098e12,4
2080,7.0425836504892295e12,4
2081,7.2806345128509795e12,4
2082,7.523082804016236e12,4
2083,7.764846864295332e12,4
2084,8.006127373199201e12,4
2085,8.245852345390441e12,4
2086,8.470833312697592e12,4
2087,8.705111083981406e12,4
2088,8.954377236385613e12,4
2089,9.29212330850612e12,4
2090,9.69979994752878e12,4
2091,1.0176066683335715e13,4
2092,1.0695742463273672e13,4
2093,1.1233143789315064e13,4
2094,1.1756231181702135e13,4
2095,1.2268859473254877e13,4
2096,1.2865196395562746e13,4
2097,1.3477812259931746e13,4
2098,1.412167351006972e13,4
2099,1.481328145292313e13,4
2100,1.5577407410581076e13,4
2101,1.5349718433560676e13,4
2102,1.512017390433032e13,4
2103,1.4897165200438229e13,4
2104,1.4674364889885764e13,4
2105,1.4441035380833664e13,4
2106,1.427675384203279e13,4
2107,1.4114339890187309e13,4
2108,1.3962113468280656e13,4
2109,1.3828918965609145e13,4
2110,1.3724223892935566e13,4
2111,1.3825337248806512e13,4
2112,1.3952595518956012e13,4
2113,1.407990612309732e13,4
2114,1.4194111660139502e13,4
2115,1.4296654274241334e13,4
2116,1.4204423033957508e13,4
2117,1.4105579528651746e13,4
2118,1.4011047465835607e13,4
2119,1.3927581914893732e13,4
2120,1.3868278778877771e13,4
2121,1.418468580771515e13,4
2122,1.4546482598919748e13,4
2123,1.4921909218842678e13,4
2124,1.5299754860740451e13,4
2125,1.567936689880375e13,4
2126,1.5498130218249049e13,4
2127,1.5312558552527205e13,4
2128,1.5133269940629344e13,4
2129,1.4968567083687799e13,4
2130,1.4831646088329654e13,4
2131,1.497320521908272e13,4
2132,1.514825352403283e13,4
2133,1.5332205287044781e13,4
2134,1.5512830348551617e13,4
2135,1.5676610496698777e13,4
2136,1.5455224477287803e13,4
2137,1.5262910599512213e13,4
2138,1.5111150887594012e13,4
2139,1.5001424984478023e13,4
2140,1.4938423261622514e13,4
2141,1.481801324168124e13,4
2142,1.4720807895208916e13,4
2143,1.4633265086177006e13,4
2144,1.4546896168963219e13,4
2145,1.445916463540836e13,4
2146,1.4810568963155188e13,4
2147,1.5167286805719826e13,4
2148,1.5534130486571627e13,4
2149,1.5911503228116057e13,4
2150,1.6305606487884615e13,4
2151,1.6518518804163334e13,4
2152,1.675055355152172e13,4
2153,1.701497457407265e13,4
2154,1.7310256382857377e13,4
2155,1.7615043147389484e13,4
2156,1.7951681675483746e13,4
2157,1.828428851961244e13,4
2158,1.8608100358554496e13,4
2159,1.892690691378706e13,4
2160,1.925150086756084e13,4
2161,1.9383739007384273e13,4
2162,1.9550346567508895e13,4
2163,1.9765136511229258e13,4
2164,2.0030169238003008e13,4
2165,2.0315143612432406e13,4
2166,2.028886005655955e13,4
2167,2.0254605337327246e13,4
2168,2.0204471180701453e13,4
2169,2.0153631631485e13,4
2170,2.0112708576432336e13,4
2171,2.0546169927847723e13,4
2172,2.1011634438635953e13,4
2173,2.1525188883267266e13,4
2174,2.208686151705392e13,4
2175,2.2686081228014617e13,4
2176,2.2223921126114e13,4
2177,2.1777774737895754e13,4
2178,2.1338280313728438e13,4
2179,2.091116526993862e13,4
2180,2.050234384287499e13,4
2181,1.9934515314579293e13,4
2182,1.9397283242032625e13,4
2183,1.88917989588884e13,4
2184,1.8420908071072086e13,4
2185,1.798833771852219e13,4
2186,1.873112750449515e13,4
2187,1.952945154064166e13,4
2188,2.0374472294503527e13,4
2189,2.126975257114347e13,4
2190,2.2202050324135188e13,4
2191,2.2780889737182957e13,4
2192,2.3370586802522254e13,4
2193,2.3982615674426566e13,4
2194,2.4624317880925785e13,4
2195,2.530353598044401e13,4
2196,2.59821374384304e13,4
2197,2.6722065118348887e13,4
2198,2.7512023016896336e13,4
2199,2.8327005773680367e13,4
2200,2.9150506312193836e13,4
2201,2.932544822633922e13,4
2202,2.94984744707162e13,4
2203,2.9684840498602508e13,4
2204,2.988389382640069e13,4
2205,3.0099949314509195e13,4
2206,3.0501533922108617e13,4
2207,3.0934279054177027e13,4
2208,3.14133827685933e13,4
2209,3.194484838402218e13,4
2210,3.2522715404626016e13,4
2211,3.3044933618214156e13,4
2212,3.358912473994137e13,4
2213,3.4147797692478293e13,4
2214,3.472226485041544e13,4
2215,3.5312001022352805e13,4
2216,3.5893529745304734e13,4
2217,3.652667028841978e13,4
2218,3.722324420971263e13,4
2219,3.79967400580747e13,4
2220,3.886336649208985e13,4
2221,3.9259277079625016e13,4
2222,3.972243507301953e13,4
2223,4.022108282173587e13,4
2224,4.071814548352067e13,4
2225,4.122024068913818e13,4
2226,4.129339174529743e13,4
2227,4.140040954267026e13,4
2228,4.155459281671227e13,4
2229,4.177008267929677e13,4
2230,4.207222559486178e13,4
2231,4.246993771261771e13,4
2232,4.291042283026607e13,4
2233,4.338803159369612e13,4
2234,4.388981013780204e13,4
2235,4.4403889809001945e13,4
2236,4.4282627216461734e13,4
2237,4.417180646196801e13,4
2238,4.408998103034515e13,4
2239,4.404617622297232e13,4
2240,4.405381283887898e13,4
2241,4.4621409724397234e13,4
2242,4.5290293576913805e13,4
2243,4.602751147773677e13,4
2244,4.680463442239285e13,4
2245,4.760399559708892e13,4
2246,4.8986695456475016e13,4
2247,5.040072623417875e13,4
2248,5.1857927359916e13,4
2249,5.3363382790076945e13,4
2250,5.492856102058508e13,4
2251,5.5617105861516086e13,4
2252,5.637462066621535e13,4
2253,5.7219841298557164e13,4
2254,5.816166128767446e13,4
2255,5.917518272826075e13,4
2256,5.9167224794013125e13,4
2257,5.918078715448452e13,4
2258,5.919628084795413e13,4
2259,5.9214743746151484e13,4
2260,5.923680264592489e13,4
2261,6.031704603318085e13,4
2262,6.145335439370735e13,4
2263,6.266222502189414e13,4
2264,6.396593832327692e13,4
2265,6.536237357292817e13,4
2266,6.6335417807995195e13,4
2267,6.73793383233506e13,4
2268,6.844981975511533e13,4
2269,6.952026017988648e13,4
2270,7.060095899203375e13,4
2271,6.9370350790578086e13,4
2272,6.81772374919151e13,4
2273,6.7036346287232055e13,4
2274,6.597087858158598e13,4
2275,6.499186370742923e13,4
2276,6.314302139483228e13,4
2277,6.138164080775224e13,4
2278,5.968860372765662e13,4
2279,5.8054789174034984e13,4
2280,5.646866510781383e13,4
2281,5.720971981405023e13,4
2282,5.801579504290447e13,4
2283,5.889796555794318e13,4
2284,5.987144851708132e13,4
2285,6.096020786627685e13,4
2286,6.1366051740643875e13,4
2287,6.183560368611826e13,4
2288,6.234486513905167e13,4
2289,6.286559323871776e13,4
2290,6.3405245134675195e13,4
2291,6.4287986847084945e13,4
2292,6.5187574600663055e13,4
2293,6.611538536143548e13,4
2294,6.7090373147549984e13,4
2295,6.813801792201385e13,4
2296,6.834468718702206e13,4
2297,6.86161453037945e13,4
2298,6.89273350320639e13,4
2299,6.924308434740509e13,4
2300,6.955511143188785e13,4
1750,NA,5
1751,NA,5
1752,NA,5
1753,NA,5
1754,NA,5
1755,NA,5
1756,NA,5
1757,NA,5
1758,NA,5
1759,NA,5
1760,NA,5
1761,NA,5
1762,NA,5
1763,NA,5
1764,NA,5
1765,NA,5
1766,NA,5
1767,NA,5
1768,NA,5
1769,NA,5
1770,NA,5
1771,NA,5
1772,NA,5
1773,NA,5
1774,NA,5
1775,NA,5
1776,NA,5
1777,NA,5
1778,NA,5
1779,NA,5
1780,NA,5
1781,NA,5
1782,NA,5
1783,NA,5
1784,NA,5
1785,NA,5
1786,NA,5
1787,NA,5
1788,NA,5
1789,NA,5
1790,NA,5
1791,NA,5
1792,NA,5
1793,NA,5
1794,NA,5
1795,NA,5
1796,NA,5
1797,NA,5
1798,NA,5
1799,NA,5
1800,NA,5
1801,NA,5
1802,NA,5
1803,NA,5
1804,NA,5
1805,NA,5
1806,NA,5
1807,NA,5
1808,NA,5
1809,NA,5
1810,NA,5
1811,NA,5
1812,NA,5
1813,NA,5
1814,NA,5
1815,NA,5
1816,NA,5
1817,NA,5
1818,NA,5
1819,NA,5
1820,NA,5
1821,NA,5
1822,NA,5
1823,NA,5
1824,NA,5
1825,NA,5
1826,NA,5
1827,NA,5
1828,NA,5
1829,NA,5
1830,NA,5
1831,NA,5
1832,NA,5
1833,NA,5
1834,NA,5
1835,NA,5
1836,NA,5
1837,NA,5
1838,NA,5
1839,NA,5
1840,NA,5
1841,NA,5
1842,NA,5
1843,NA,5
1844,NA,5
1845,NA,5
1846,NA,5
1847,NA,5
1848,NA,5
1849,NA,5
1850,NA,5
1851,NA,5
1852,NA,5
1853,NA,5
1854,NA,5
1855,NA,5
1856,NA,5
1857,NA,5
1858,NA,5
1859,NA,5
1860,NA,5
1861,NA,5
1862,NA,5
1863,NA,5
1864,NA,5
1865,NA,5
1866,NA,5
1867,NA,5
1868,NA,5
1869,NA,5
1870,NA,5
1871,NA,5
1872,NA,5
1873,NA,5
1874,NA,5
1875,NA,5
1876,NA,5
1877,NA,5
1878,NA,5
1879,NA,5
1880,NA,5
1881,NA,5
1882,NA,5
1883,NA,5
1884,NA,5
1885,NA,5
1886,NA,5
1887,NA,5
1888,NA,5
1889,NA,5
1890,NA,5
1891,NA,5
1892,NA,5
1893,NA,5
1894,NA,5
1895,NA,5
1896,NA,5
1897,NA,5
1898,NA,5
1899,NA,5
1900,NA,5
1901,NA,5
1902,NA,5
1903,NA,5
1904,NA,5
1905,NA,5
1906,NA,5
1907,NA,5
