"time","global_gdp","trialnum"
1987,NA,3
1988,NA,3
1989,NA,3
1990,NA,3
1991,NA,3
1992,NA,3
1993,NA,3
1994,NA,3
1995,NA,3
1996,NA,3
1997,NA,3
1998,NA,3
1999,NA,3
2000,NA,3
2001,NA,3
2002,NA,3
2003,NA,3
2004,NA,3
2005,NA,3
2006,NA,3
2007,NA,3
2008,NA,3
2009,NA,3
2010,NA,3
2011,NA,3
2012,NA,3
2013,NA,3
2014,NA,3
2015,NA,3
2016,NA,3
2017,NA,3
2018,NA,3
2019,NA,3
2020,119700.4036094676,3
2021,122867.583331805,3
2022,126371.46661751244,3
2023,130237.98545096334,3
2024,134496.05534204785,3
2025,139177.93569899272,3
2026,136493.7836283038,3
2027,134061.22016056185,3
2028,131869.24768158997,3
2029,129907.84012528895,3
2030,128167.89463624504,3
2031,128104.5541670409,3
2032,128147.85825209098,3
2033,128297.66515005498,3
2034,128554.11431651315,3
2035,128917.6382298508,3
2036,132786.53686121877,3
2037,136925.20739116764,3
2038,141346.6796515127,3
2039,146065.23921274004,3
2040,151096.502017797,3
2041,156581.77772136562,3
2042,162508.8894778448,3
2043,168907.07275099773,3
2044,175808.06868545277,3
2045,183246.32149870656,3
2046,187085.71225727184,3
2047,191311.769186955,3
2048,195948.07832661807,3
2049,201020.5293995871,3
2050,206557.49849623337,3
2051,202566.02093449162,3
2052,198928.1911730289,3
2053,195617.33826292763,3
2054,192609.6336425053,3
2055,189883.78639826484,3
2056,187209.66184959776,3
2057,184748.30069848528,3
2058,182492.41269526255,3
2059,180435.27537324425,3
2060,178570.70873280813,3
2061,179772.9111649013,3
2062,181219.34324918743,3
2063,182919.3081667901,3
2064,184883.75120991506,3
2065,187125.42683644473,3
2066,191119.58086880742,3
2067,195358.32900765716,3
2068,199855.748513737,3
2069,204626.95184929538,3
2070,209688.16841019868,3
2071,208773.66759854945,3
2072,208125.83713687715,3
2073,207748.58327186614,3
2074,207646.97480981707,3
2075,207827.30554164908,3
2076,210782.49156874616,3
2077,214009.32940368314,3
2078,217517.98024094946,3
2079,221319.91053147078,3
2080,225427.99484963695,3
2081,224599.79288698203,3
2082,223917.43900521286,3
2083,223378.6481593467,3
2084,222981.90938487992,3
2085,222726.47722989088,3
2086,229290.9183601569,3
2087,236210.65066834603,3
2088,243503.60129506257,3
2089,251188.85462897367,3
2090,259286.72696331562,3
2091,262952.09187503636,3
2092,266952.6582490703,3
2093,271297.028935215,3
2094,275994.86794733995,3
2095,281056.9307794924,3
2096,280646.93284118065,3
2097,280407.4280373922,3
2098,280336.17546933267,3
2099,280431.15223392827,3
2100,280690.54683040216,3
2101,274899.0333511458,3
2102,269420.6304973461,3
2103,264241.2568596425,3
2104,259347.79637058466,3
2105,254728.047238536,3
2106,258126.57085604809,3
2107,261790.079255429,3
2108,265727.2834087549,3
2109,269947.6155883611,3
2110,274461.26904493617,3
2111,275854.38283432275,3
2112,277611.72080664046,3
2113,279741.75645698764,3
2114,282255.09346130973,3
2115,285164.606959497,3
2116,287625.6081562275,3
2117,290352.07871554623,3
2118,293351.4905198039,3
2119,296632.0168277581,3
2120,300202.5626345718,3
2121,302871.2985917275,3
2122,305890.22619754897,3
2123,309266.11632177426,3
2124,313006.75761615526,3
2125,317120.99317480536,3
2126,309626.1819697417,3
2127,302766.66552618373,3
2128,296508.137444327,3
2129,290819.7154416517,3
2130,285673.6924408134,3
2131,287917.22075559874,3
2132,290502.7983402778,3
2133,293439.5081637817,3
2134,296737.5017171566,3
2135,300408.0488783109,3
2136,306933.96172258863,3
2137,313908.52650536125,3
2138,321357.69958041585,3
2139,329309.3774746228,3
2140,337793.5501711683,3
2141,336263.54887686577,3
2142,334974.1809880076,3
2143,333920.03871131525,3
2144,333096.3793099789,3
2145,332499.08814875106,3
2146,344089.82221037283,3
2147,356369.5814829522,3
2148,369377.7542517918,3
2149,383156.54255335504,3
2150,397751.1660001779,3
2151,406629.7090142654,3
2152,415979.74047908327,3
2153,425829.51046986534,3
2154,436209.4559740221,3
2155,447152.3841886861,3
2156,436737.92887769017,3
2157,427695.5197406159,3
2158,419940.77098149713,3
2159,413399.5510619801,3
2160,408007.17267763586,3
2161,410684.59958751337,3
2162,413796.87844023446,3
2163,417344.56620286166,3
2164,421329.5693815283,3
2165,425755.12604480673,3
2166,411112.0628526231,3
2167,397343.7306912022,3
2168,384389.5191345476,3
2169,372194.6175515242,3
2170,360709.3831655993,3
2171,349904.5636135914,3
2172,339917.999643803,3
2173,330692.11359859287,3
2174,322174.82014420495,3
2175,314318.9928505105,3
2176,305306.2962508832,3
2177,297032.9061285164,3
2178,289444.40632585704,3
2179,282491.2341342666,3
2180,276128.2457744186,3
2181,274763.43658001657,3
2182,273772.554511863,3
2183,273156.5267257793,3
2184,272917.46239914926,3
2185,273058.67351208575,3
2186,281384.5767345582,3
2187,290289.7986409124,3
2188,299817.20473897055,3
2189,310013.8525209143,3
2190,320931.4299156294,3
2191,320734.7339092772,3
2192,320904.16851011844,3
2193,321443.3624651194,3
2194,322357.04544423986,3
2195,323651.06497543334,3
2196,328155.0973939161,3
2197,332970.4399217114,3
2198,338112.7893233085,3
2199,343599.078637253,3
2200,349447.5789750599,3
2201,350727.94935456035,3
2202,352207.63311827736,3
2203,353889.2542643239,3
2204,355775.9304651787,3
2205,357871.2933690035,3
2206,355713.6383886015,3
2207,353894.72235094715,3
2208,352415.41110487725,3
2209,351277.31961653446,3
2210,350482.8314386242,3
2211,341494.1768622893,3
2212,332958.88085278636,3
2213,324861.322082094,3
2214,317186.8615000238,3
2215,309921.8005459214,3
2216,312088.85220812325,3
2217,314593.7904207318,3
2218,317439.69750053587,3
2219,320630.5605473155,3
2220,324171.29487960326,3
2221,316679.18241835985,3
2222,309908.49356885086,3
2223,303827.4755849375,3
2224,298408.28649806976,3
2225,293626.86587523797,3
2226,297625.6556209524,3
2227,301907.25984658016,3
2228,306480.9137136075,3
2229,311356.7551984359,3
2230,316545.85433861305,3
2231,318854.98540287383,3
2232,321549.83794717083,3
2233,324632.4693065723,3
2234,328106.8054294918,3
2235,331978.62545245996,3
2236,325595.15259362507,3
2237,319593.99300807656,3
2238,313955.2120128691,3
2239,308660.2648795153,3
2240,303691.89995681075,3
2241,298734.71829026984,3
2242,294129.3310929357,3
2243,289857.2798040847,3
2244,285901.5377244271,3
2245,282246.41950987995,3
2246,279099.24700296123,3
2247,276200.21821096627,3
2248,273539.02036922076,3
2249,271106.18621972104,3
2250,268893.04338273464,3
2251,269068.7402444162,3
2252,269478.95450221497,3
2253,270120.36179079645,3
2254,270990.40017647325,3
2255,272087.25116361165,3
2256,259291.02078799022,3
2257,247508.93839689984,3
2258,236672.5247305429,3
2259,226719.9678462731,3
2260,217595.5867602967,3
2261,211150.92336530655,3
2262,205073.32685910887,3
2263,199338.81930611221,3
2264,193925.38135846076,3
2265,188812.79147074526,3
2266,192623.0160651805,3
2267,196809.36141876897,3
2268,201390.29131403277,3
2269,206385.79723496147,3
2270,211817.49189417795,3
2271,206446.92478621,3
2272,201367.358681841,3
2273,196564.75602754412,3
2274,192026.29962756627,3
2275,187740.3021127774,3
2276,190942.67876765016,3
2277,194653.4421711324,3
2278,198897.2514400035,3
2279,203702.59352099837,3
2280,209102.12453625764,3
2281,200454.07958159194,3
2282,192271.59220901557,3
2283,184525.13089540432,3
2284,177187.45039047036,3
2285,170233.38030232248,3
2286,169147.07093298322,3
2287,168160.152053384,3
2288,167270.84869466943,3
2289,166477.63175048988,3
2290,165779.20866079725,3
2291,170477.6771793964,3
2292,175420.20075585417,3
2293,180620.827443831,3
2294,186094.68980002482,3
2295,191858.08538406793,3
2296,189332.08036107573,3
2297,187042.92645370102,3
2298,184987.88540118444,3
2299,183165.2167695257,3
2300,181574.1805973766,3
1750,NA,4
1751,NA,4
1752,NA,4
1753,NA,4
1754,NA,4
1755,NA,4
1756,NA,4
1757,NA,4
1758,NA,4
1759,NA,4
1760,NA,4
1761,NA,4
1762,NA,4
1763,NA,4
1764,NA,4
1765,NA,4
1766,NA,4
1767,NA,4
1768,NA,4
1769,NA,4
1770,NA,4
1771,NA,4
1772,NA,4
1773,NA,4
1774,NA,4
1775,NA,4
1776,NA,4
1777,NA,4
1778,NA,4
1779,NA,4
1780,NA,4
1781,NA,4
1782,NA,4
1783,NA,4
1784,NA,4
1785,NA,4
1786,NA,4
1787,NA,4
1788,NA,4
1789,NA,4
1790,NA,4
1791,NA,4
1792,NA,4
1793,NA,4
1794,NA,4
1795,NA,4
1796,NA,4
1797,NA,4
1798,NA,4
1799,NA,4
1800,NA,4
1801,NA,4
1802,NA,4
1803,NA,4
1804,NA,4
1805,NA,4
1806,NA,4
1807,NA,4
1808,NA,4
1809,NA,4
1810,NA,4
1811,NA,4
1812,NA,4
1813,NA,4
1814,NA,4
1815,NA,4
1816,NA,4
1817,NA,4
1818,NA,4
1819,NA,4
1820,NA,4
1821,NA,4
1822,NA,4
1823,NA,4
1824,NA,4
1825,NA,4
1826,NA,4
1827,NA,4
1828,NA,4
1829,NA,4
1830,NA,4
1831,NA,4
1832,NA,4
1833,NA,4
1834,NA,4
1835,NA,4
1836,NA,4
1837,NA,4
1838,NA,4
1839,NA,4
1840,NA,4
1841,NA,4
1842,NA,4
1843,NA,4
1844,NA,4
1845,NA,4
1846,NA,4
1847,NA,4
1848,NA,4
1849,NA,4
1850,NA,4
1851,NA,4
1852,NA,4
1853,NA,4
1854,NA,4
1855,NA,4
1856,NA,4
1857,NA,4
1858,NA,4
1859,NA,4
1860,NA,4
1861,NA,4
1862,NA,4
1863,NA,4
1864,NA,4
1865,NA,4
1866,NA,4
1867,NA,4
1868,NA,4
1869,NA,4
1870,NA,4
1871,NA,4
1872,NA,4
1873,NA,4
1874,NA,4
1875,NA,4
1876,NA,4
1877,NA,4
1878,NA,4
1879,NA,4
1880,NA,4
1881,NA,4
1882,NA,4
1883,NA,4
1884,NA,4
1885,NA,4
1886,NA,4
1887,NA,4
1888,NA,4
1889,NA,4
1890,NA,4
1891,NA,4
1892,NA,4
1893,NA,4
1894,NA,4
1895,NA,4
1896,NA,4
1897,NA,4
1898,NA,4
1899,NA,4
1900,NA,4
1901,NA,4
1902,NA,4
1903,NA,4
1904,NA,4
1905,NA,4
1906,NA,4
1907,NA,4
1908,NA,4
1909,NA,4
1910,NA,4
1911,NA,4
1912,NA,4
1913,NA,4
1914,NA,4
1915,NA,4
1916,NA,4
1917,NA,4
1918,NA,4
1919,NA,4
1920,NA,4
1921,NA,4
1922,NA,4
1923,NA,4
1924,NA,4
1925,NA,4
1926,NA,4
1927,NA,4
1928,NA,4
1929,NA,4
1930,NA,4
1931,NA,4
1932,NA,4
1933,NA,4
1934,NA,4
1935,NA,4
1936,NA,4
1937,NA,4
1938,NA,4
1939,NA,4
1940,NA,4
1941,NA,4
1942,NA,4
1943,NA,4
1944,NA,4
1945,NA,4
1946,NA,4
1947,NA,4
1948,NA,4
1949,NA,4
1950,NA,4
1951,NA,4
1952,NA,4
1953,NA,4
1954,NA,4
1955,NA,4
1956,NA,4
1957,NA,4
1958,NA,4
1959,NA,4
1960,NA,4
1961,NA,4
1962,NA,4
1963,NA,4
1964,NA,4
1965,NA,4
1966,NA,4
1967,NA,4
1968,NA,4
1969,NA,4
1970,NA,4
1971,NA,4
1972,NA,4
1973,NA,4
1974,NA,4
1975,NA,4
1976,NA,4
1977,NA,4
1978,NA,4
1979,NA,4
1980,NA,4
1981,NA,4
1982,NA,4
1983,NA,4
1984,NA,4
1985,NA,4
1986,NA,4
1987,NA,4
1988,NA,4
1989,NA,4
1990,NA,4
1991,NA,4
1992,NA,4
1993,NA,4
1994,NA,4
1995,NA,4
1996,NA,4
1997,NA,4
1998,NA,4
1999,NA,4
2000,NA,4
2001,NA,4
2002,NA,4
2003,NA,4
2004,NA,4
2005,NA,4
2006,NA,4
2007,NA,4
2008,NA,4
2009,NA,4
2010,NA,4
2011,NA,4
2012,NA,4
2013,NA,4
2014,NA,4
2015,NA,4
2016,NA,4
2017,NA,4
2018,NA,4
2019,NA,4
2020,120528.55581866935,4
2021,121625.85432057228,4
2022,122873.3020772237,4
2023,124274.41424368152,4
2024,125833.84603030488,4
2025,127557.44923208274,4
2026,136140.9490455195,4
2027,145338.55086248848,4
2028,155197.04195970742,4
2029,165767.05921361994,4
2030,177103.43746839176,4
2031,183381.674627289,4
2032,190239.27924384284,4
2033,197715.60286676258,4
2034,205854.99478437027,4
2035,214707.09585787528,4
2036,221556.67270900263,4
2037,228837.54152391144,4
2038,236575.58266677128,4
2039,244798.67101720357,4
2040,253536.86012539687,4
2041,253064.0596794641,4
2042,252755.44538918667,4
2043,252613.29423529422,4
2044,252640.27098681554,4
2045,252839.44944082806,4
2046,262280.6308541996,4
2047,272421.668718697,4
2048,283325.72285765654,4
2049,295063.8762962923,4
2050,307716.37310695025,4
2051,318025.65355495183,4
2052,328909.9244145626,4
2053,340413.02223438583,4
2054,352583.5791918679,4
2055,365475.6668549138,4
2056,378538.2910067863,4
2057,392379.49431757245,4
2058,407049.25046842464,4
2059,422601.475255888,4
2060,439094.370796593,4
2061,446897.2091984739,4
2062,455371.0761336108,4
2063,464535.16650637,4
2064,474411.29315547424,4
2065,485023.9583570322,4
2066,493600.0463407166,4
2067,502802.2176283207,4
2068,512649.8775161504,4
2069,523165.87159231474,4
2070,534376.6273735976,4
2071,552679.2795943961,4
2072,571946.9995870865,4
2073,592243.1902880789,4
2074,613636.5321123458,4
2075,636201.4977049537,4
2076,659805.7813645377,4
2077,684951.5494617723,4
2078,711758.2884588365,4
2079,740356.247508117,4
2080,770887.5357277506,4
2081,779124.6214111442,4
2082,788251.8010109093,4
2083,798311.5428361937,4
2084,809350.1370512589,4
2085,821418.0281122876,4
2086,839942.5597179033,4
2087,859493.1516933979,4
2088,880129.622285266,4
2089,901916.8451196423,4
2090,924925.2122335159,4
2091,945382.5406013209,4
2092,967637.3575741899,4
2093,991788.6586878538,4
2094,1.0179495262363484e6,4
2095,1.0462481621193761e6,4
2096,1.0897158504971687e6,4
2097,1.136103349806728e6,4
2098,1.1856210966550007e6,4
2099,1.2384972385250074e6,4
2100,1.2949792380555375e6,4
2101,1.2533815902982552e6,4
2102,1.2144495263665994e6,4
2103,1.1780383156308262e6,4
2104,1.1440169174376214e6,4
2105,1.1122670246378738e6,4
2106,1.0762204086126224e6,4
2107,1.042183548963865e6,4
2108,1.0100582617132249e6,4
2109,979753.0831858474,4
2110,951182.8544322157,4
2111,958895.6633845462,4
2112,968220.323100434,4
2113,979188.2683908418,4
2114,991837.9921186189,4
2115,1.0062150569059685e6,4
2116,990304.0900252967,4
2117,975290.2745743843,4
2118,961139.6696921843,4
2119,947821.1221969684,4
2120,935306.2190439798,4
2121,954171.0806130901,4
2122,974272.9261241544,4
2123,995704.6645684076,4
2124,1.0185688227665195e6,4
2125,1.0429786206819204e6,4
2126,1.0238286611675262e6,4
2127,1.0059402402260768e6,4
2128,989247.60462578,4
2129,973690.0681608301,4
2130,959211.6076979331,4
2131,970732.9746559543,4
2132,983347.5812522479,4
2133,997058.1691467186,4
2134,1.0118704729167684e6,4
2135,1.0277931623243444e6,4
2136,1.00923001630104e6,4
2137,994518.8551978006,4
2138,983581.4868566738,4
2139,976419.3005453616,4
2140,973109.4654074789,4
2141,960341.5555291361,4
2142,948191.83223877,4
2143,936634.1679881325,4
2144,925644.1584631334,4
2145,915198.9964424272,4
2146,943429.1399690036,4
2147,973158.5785496818,4
2148,1.0044633360605619e6,4
2149,1.0374245179412843e6,4
2150,1.0721286303929952e6,4
2151,1.0746361746988753e6,4
2152,1.0779381029918958e6,4
2153,1.0820338186622853e6,4
2154,1.0869247910756394e6,4
2155,1.0926145304228298e6,4
2156,1.105465329045909e6,4
2157,1.1194101704271212e6,4
2158,1.1345106987072518e6,4
2159,1.1508343876367642e6,4
2160,1.168455062216077e6,4
2161,1.1730063585911514e6,4
2162,1.1788570324657164e6,4
2163,1.1860264014984563e6,4
2164,1.194539805925037e6,4
2165,1.2044287111656899e6,4
2166,1.1832585727350174e6,4
2167,1.1639508313610025e6,4
2168,1.1464454693348247e6,4
2169,1.1306899132008154e6,4
2170,1.116638752473407e6,4
2171,1.131935311933177e6,4
2172,1.1486137509419995e6,4
2173,1.166717559457012e6,4
2174,1.1862942516994905e6,4
2175,1.2073955218134096e6,4
2176,1.1607875258407253e6,4
2177,1.1172618607387873e6,4
2178,1.0765700614283027e6,4
2179,1.0384909476304455e6,4
2180,1.0028269345826122e6,4
2181,955408.77934324,4
2182,911405.7188404594,4
2183,870524.6112787267,4
2184,832501.572734883,4
2185,797098.8734712098,4
2186,841852.8707123578,4
2187,889763.6815883177,4
2188,941058.5478762757,4
2189,995982.0433947358,4
2190,1.0547974524024099e6,4
2191,1.0818919510525493e6,4
2192,1.110523274240843e6,4
2193,1.140776408765585e6,4
2194,1.1727418614089673e6,4
2195,1.2065159951856793e6,4
2196,1.2421918853070925e6,4
2197,1.2801260481665705e6,4
2198,1.3204585162991085e6,4
2199,1.3633412480181735e6,4
2200,1.4089391728597558e6,4
2201,1.410915752524597e6,4
2202,1.4141496964792905e6,4
2203,1.4186435838213807e6,4
2204,1.4244035742273417e6,4
2205,1.4314395096992846e6,4
2206,1.4563332889318871e6,4
2207,1.482945567908248e6,4
2208,1.5113803253176445e6,4
2209,1.54175298815101e6,4
2210,1.5741916060229265e6,4
2211,1.6155955424230185e6,4
2212,1.6604608626682826e6,4
2213,1.7089873839902247e6,4
2214,1.7613942919370583e6,4
2215,1.8179215375305e6,4
2216,1.846580157725655e6,4
2217,1.8775317499819014e6,4
2218,1.9108528314729373e6,4
2219,1.9466313845300954e6,4
2220,1.9849676759580367e6,4
2221,2.0048956402548659e6,4
2222,2.026812050605961e6,4
2223,2.0508077320162952e6,4
2224,2.0769850014655967e6,4
2225,2.10545842509054e6,4
2226,2.09878432311024e6,4
2227,2.0946266200561095e6,4
2228,2.0929631631554358e6,4
2229,2.0937817208145738e6,4
2230,2.097079933585768e6,4
2231,2.1042528843535483e6,4
2232,2.113356598806577e6,4
2233,2.1244284206308676e6,4
2234,2.137513927143678e6,4
2235,2.1526674166823253e6,4
2236,2.1319291639435375e6,4
2237,2.1131903800434917e6,4
2238,2.096393118020079e6,4
2239,2.081489372297955e6,4
2240,2.0684402916639564e6,4
2241,2.110600114999898e6,4
2242,2.1561157273067376e6,4
2243,2.205102927294073e6,4
2244,2.257706958635244e6,4
2245,2.314102379005071e6,4
2246,2.4106434944607774e6,4
2247,2.5122722170215747e6,4
2248,2.619285429192464e6,4
2249,2.7320006788827386e6,4
2250,2.8507577173911165e6,4
2251,2.909621971062255e6,4
2252,2.9732497451388566e6,4
2253,3.041913181536227e6,4
2254,3.1159107865237244e6,4
2255,3.195569493093726e6,4
2256,3.1382800813066172e6,4
2257,3.085376577073621e6,4
2258,3.036619881179735e6,4
2259,2.9917928272807146e6,4
2260,2.95069902962321e6,4
2261,2.9865839762097774e6,4
2262,3.0256903906254116e6,4
2263,3.0681575356746465e6,4
2264,3.1141364133411697e6,4
2265,3.163790557629112e6,4
2266,3.1968263147676624e6,4
2267,3.233766636350167e6,4
2268,3.274671700645833e6,4
2269,3.3196164863212723e6,4
2270,3.3686906080940105e6,4
2271,3.2494761032435126e6,4
2272,3.1367313068871293e6,4
2273,3.030107235477828e6,4
2274,2.929278379996123e6,4
2275,2.8339412296492923e6,4
2276,2.7226799263671776e6,4
2277,2.618299258764494e6,4
2278,2.5203511205155044e6,4
2279,2.428420215791606e6,4
2280,2.3421214030491426e6,4
2281,2.4014608128666757e6,4
2282,2.4653906771865683e6,4
2283,2.5342120875220066e6,4
2284,2.6082571527533685e6,4
2285,2.6878920841129785e6,4
2286,2.688846746315542e6,4
2287,2.692260714359912e6,4
2288,2.6981882019102713e6,4
2289,2.7066917534560775e6,4
2290,2.7178427059844537e6,4
2291,2.7641136147679053e6,4
2292,2.8133989692950463e6,4
2293,2.8657629378162827e6,4
2294,2.9212781639062106e6,4
2295,2.980026005222412e6,4
2296,2.978643824939924e6,4
2297,2.97870317895227e6,4
2298,2.980188610548217e6,4
2299,2.9830928525858866e6,4
2300,2.9874170754626202e6,4
1750,NA,5
1751,NA,5
1752,NA,5
1753,NA,5
1754,NA,5
1755,NA,5
1756,NA,5
1757,NA,5
1758,NA,5
1759,NA,5
1760,NA,5
1761,NA,5
1762,NA,5
1763,NA,5
1764,NA,5
1765,NA,5
1766,NA,5
1767,NA,5
1768,NA,5
1769,NA,5
1770,NA,5
1771,NA,5
1772,NA,5
1773,NA,5
1774,NA,5
1775,NA,5
1776,NA,5
1777,NA,5
1778,NA,5
1779,NA,5
1780,NA,5
1781,NA,5
1782,NA,5
1783,NA,5
1784,NA,5
1785,NA,5
1786,NA,5
1787,NA,5
1788,NA,5
1789,NA,5
1790,NA,5
1791,NA,5
1792,NA,5
1793,NA,5
1794,NA,5
1795,NA,5
1796,NA,5
1797,NA,5
1798,NA,5
1799,NA,5
1800,NA,5
1801,NA,5
1802,NA,5
1803,NA,5
1804,NA,5
1805,NA,5
1806,NA,5
1807,NA,5
1808,NA,5
1809,NA,5
1810,NA,5
1811,NA,5
1812,NA,5
1813,NA,5
1814,NA,5
1815,NA,5
1816,NA,5
1817,NA,5
1818,NA,5
1819,NA,5
1820,NA,5
1821,NA,5
1822,NA,5
1823,NA,5
1824,NA,5
1825,NA,5
1826,NA,5
1827,NA,5
1828,NA,5
1829,NA,5
1830,NA,5
1831,NA,5
1832,NA,5
1833,NA,5
1834,NA,5
1835,NA,5
1836,NA,5
1837,NA,5
1838,NA,5
1839,NA,5
1840,NA,5
1841,NA,5
1842,NA,5
1843,NA,5
1844,NA,5
1845,NA,5
1846,NA,5
1847,NA,5
1848,NA,5
1849,NA,5
1850,NA,5
1851,NA,5
1852,NA,5
1853,NA,5
1854,NA,5
1855,NA,5
1856,NA,5
1857,NA,5
1858,NA,5
1859,NA,5
1860,NA,5
1861,NA,5
1862,NA,5
1863,NA,5
1864,NA,5
1865,NA,5
1866,NA,5
1867,NA,5
1868,NA,5
1869,NA,5
1870,NA,5
1871,NA,5
1872,NA,5
1873,NA,5
1874,NA,5
1875,NA,5
1876,NA,5
1877,NA,5
1878,NA,5
1879,NA,5
1880,NA,5
1881,NA,5
1882,NA,5
1883,NA,5
1884,NA,5
1885,NA,5
1886,NA,5
1887,NA,5
1888,NA,5
1889,NA,5
1890,NA,5
1891,NA,5
1892,NA,5
1893,NA,5
1894,NA,5
1895,NA,5
1896,NA,5
1897,NA,5
1898,NA,5
1899,NA,5
1900,NA,5
1901,NA,5
1902,NA,5
1903,NA,5
1904,NA,5
1905,NA,5
1906,NA,5
1907,NA,5
1908,NA,5
1909,NA,5
1910,NA,5
1911,NA,5
1912,NA,5
1913,NA,5
1914,NA,5
1915,NA,5
1916,NA,5
1917,NA,5
1918,NA,5
1919,NA,5
1920,NA,5
1921,NA,5
1922,NA,5
1923,NA,5
1924,NA,5
1925,NA,5
1926,NA,5
1927,NA,5
1928,NA,5
1929,NA,5
1930,NA,5
1931,NA,5
1932,NA,5
1933,NA,5
1934,NA,5
1935,NA,5
1936,NA,5
1937,NA,5
1938,NA,5
1939,NA,5
1940,NA,5
1941,NA,5
1942,NA,5
1943,NA,5
1944,NA,5
1945,NA,5
1946,NA,5
1947,NA,5
1948,NA,5
1949,NA,5
1950,NA,5
1951,NA,5
1952,NA,5
1953,NA,5
1954,NA,5
1955,NA,5
1956,NA,5
1957,NA,5
1958,NA,5
1959,NA,5
1960,NA,5
1961,NA,5
1962,NA,5
1963,NA,5
1964,NA,5
1965,NA,5
1966,NA,5
1967,NA,5
1968,NA,5
1969,NA,5
1970,NA,5
1971,NA,5
1972,NA,5
1973,NA,5
1974,NA,5
1975,NA,5
1976,NA,5
1977,NA,5
1978,NA,5
1979,NA,5
1980,NA,5
1981,NA,5
1982,NA,5
1983,NA,5
1984,NA,5
1985,NA,5
1986,NA,5
1987,NA,5
1988,NA,5
1989,NA,5
1990,NA,5
1991,NA,5
1992,NA,5
1993,NA,5
1994,NA,5
1995,NA,5
1996,NA,5
1997,NA,5
1998,NA,5
1999,NA,5
2000,NA,5
2001,NA,5
2002,NA,5
2003,NA,5
2004,NA,5
2005,NA,5
2006,NA,5
2007,NA,5
2008,NA,5
2009,NA,5
2010,NA,5
2011,NA,5
2012,NA,5
2013,NA,5
2014,NA,5
2015,NA,5
2016,NA,5
2017,NA,5
2018,NA,5
2019,NA,5
2020,121010.68076598727,5
2021,120568.56121366062,5
2022,120235.07924585871,5
2023,120007.72834052224,5
2024,119884.3818645576,5
2025,119863.27791502106,5
2026,125182.01674688875,5
2027,130850.93456991468,5
2028,136903.5645022912,5
2029,143378.1828207487,5
2030,150318.73527147947,5
2031,149457.2904463528,5
2032,148730.9495544832,5
2033,148137.59964779112,5
2034,147675.44199541176,5
2035,147342.9871491118,5
2036,152152.68819486542,5
2037,157173.22816297621,5
2038,162415.1320041767,5
2039,167889.57726210493,5
2040,173608.44342244125,5
2041,176328.72670740588,5
2042,179179.23290792006,5
2043,182165.81882982104,5
2044,185295.02410881186,5
2045,188574.13621418233,5
2046,202172.16126985225,5
2047,216872.5308873295,5
2048,232769.10249325927,5
2049,249964.13596455273,5
2050,268569.0826548369,5
2051,275875.06210441544,5
2052,283676.4578326894,5
2053,292011.10511068883,5
2054,300920.3583879361,5
2055,310449.46356100513,5
2056,321078.9303002217,5
2057,332391.13690476876,5
2058,344437.54144014936,5
2059,357274.2875905049,5
2060,370962.6681525801,5
2061,378135.91321101796,5
2062,385887.4345260459,5
2063,394245.5162754565,5
2064,403240.6617938726,5
2065,412905.73798116145,5
2066,422321.400224691,5
2067,432543.95070861833,5
2068,443636.9204350259,5
2069,455671.0479938485,5
2070,468725.0621217246,5
2071,490631.5746235726,5
2072,514282.36320143286,5
2073,539831.9079218913,5
2074,567450.3400400735,5
2075,597325.1377067046,5
2076,608695.4194879716,5
2077,621017.1029657231,5
2078,634334.3399346285,5
2079,648696.4972721941,5
2080,664158.5187957375,5
2081,686917.0859835593,5
2082,710934.9720978275,5
2083,736305.3983953181,5
2084,763130.7920084243,5
2085,791523.8703826721,5
2086,803155.7905729128,5
2087,815548.3253301186,5
2088,828726.8337375147,5
2089,842718.4335805846,5
2090,857552.0805514484,5
2091,866411.639787085,5
2092,876250.0397120763,5
2093,887103.3119443923,5
2094,899013.120180648,5
2095,912027.2012027748,5
2096,927068.8775299642,5
2097,943291.1795094479,5
2098,960737.5997762055,5
2099,979456.3276674972,5
2100,999500.4662582552,5
2101,1.0030652523714135e6,5
2102,1.0073209387850233e6,5
2103,1.0122682537090128e6,5
2104,1.0179103517304147e6,5
2105,1.024252848263149e6,5
2106,1.0110220948640823e6,5
2107,999102.9141362219,5
2108,988407.3043661403,5
2109,978856.4163783459,5
2110,970379.6192237489,5
2111,998265.9096097788,5
2112,1.0278242613890336e6,5
2113,1.0591506898205387e6,5
2114,1.0923498271959194e6,5
2115,1.1275355627208357e6,5
2116,1.1005978339272381e6,5
2117,1.0754328208292231e6,5
2118,1.0518881697115845e6,5
2119,1.0298329521744385e6,5
2120,1.0091540279492827e6,5
2121,1.0386494487907945e6,5
2122,1.0699210177804418e6,5
2123,1.1030809702501784e6,5
2124,1.1382533491680045e6,5
2125,1.175575398510555e6,5
2126,1.1618556624120215e6,5
2127,1.1494735590280397e6,5
2128,1.1383852473239584e6,5
2129,1.128552099321072e6,5
2130,1.1199404155952826e6,5
2131,1.1390912080644893e6,5
2132,1.1600625413893284e6,5
2133,1.1829405855916007e6,5
2134,1.2078218459336897e6,5
2135,1.2348140376585843e6,5
2136,1.2185171994375584e6,5
2137,1.2031474853952292e6,5
2138,1.1886689672978679e6,5
2139,1.175048816062315e6,5
2140,1.1622570470492868e6,5
